,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
2236,AGUILAR,REGION I (Ilocos Region),PANGASINAN,627.0,403.0,3187.0,3274.0,1009.0,13.0,130.0,1.0,3.0,2.0,126.0,2.0,,2015
2249,CITY OF ALAMINOS,REGION I (Ilocos Region),PANGASINAN,12054.0,3135.0,2395.0,3002.0,563.0,112.0,17.0,5.0,14.0,2.0,215.0,62.0,,2015
2262,ALCALA,REGION I (Ilocos Region),PANGASINAN,2900.0,349.0,2813.0,3977.0,79.0,,1.0,2.0,,,50.0,3.0,,2015
2275,ANDA,REGION I (Ilocos Region),PANGASINAN,2322.0,516.0,694.0,2193.0,844.0,2628.0,3.0,1.0,2.0,79.0,90.0,4.0,,2015
2288,ASINGAN,REGION I (Ilocos Region),PANGASINAN,5197.0,879.0,4489.0,2917.0,8.0,7.0,19.0,,,6.0,97.0,4.0,,2015
2301,BALUNGAO,REGION I (Ilocos Region),PANGASINAN,1955.0,347.0,2640.0,2543.0,5.0,22.0,2.0,2.0,,1.0,87.0,2.0,,2015
2314,BANI,REGION I (Ilocos Region),PANGASINAN,4079.0,1603.0,890.0,1662.0,455.0,3146.0,222.0,1.0,26.0,7.0,246.0,,,2015
2327,BASISTA,REGION I (Ilocos Region),PANGASINAN,1875.0,767.0,2444.0,1528.0,117.0,9.0,5.0,,,1.0,157.0,1.0,,2015
2340,BAUTISTA,REGION I (Ilocos Region),PANGASINAN,596.0,79.0,2608.0,3550.0,1.0,,1.0,1.0,,10.0,44.0,2.0,,2015
2353,BAYAMBANG,REGION I (Ilocos Region),PANGASINAN,6530.0,1952.0,6332.0,8848.0,1402.0,7.0,2.0,2.0,1.0,44.0,474.0,2.0,,2015
2366,BINALONAN,REGION I (Ilocos Region),PANGASINAN,3265.0,328.0,4973.0,3873.0,89.0,10.0,171.0,1.0,1.0,3.0,115.0,20.0,,2015
2379,BINMALEY,REGION I (Ilocos Region),PANGASINAN,11852.0,3276.0,2088.0,2471.0,14.0,13.0,6.0,2.0,,9.0,429.0,,,2015
2392,BOLINAO,REGION I (Ilocos Region),PANGASINAN,3693.0,1558.0,2029.0,5821.0,971.0,3071.0,230.0,21.0,30.0,102.0,136.0,19.0,,2015
2405,BUGALLON,REGION I (Ilocos Region),PANGASINAN,2972.0,803.0,5748.0,4611.0,74.0,35.0,99.0,3.0,1.0,20.0,217.0,4.0,,2015
2418,BURGOS,REGION I (Ilocos Region),PANGASINAN,630.0,145.0,1567.0,1587.0,8.0,804.0,5.0,12.0,,,42.0,,,2015
2431,CALASIAO,REGION I (Ilocos Region),PANGASINAN,4716.0,861.0,4805.0,11322.0,142.0,225.0,,6.0,,5.0,419.0,41.0,,2015
2444,DAGUPAN CITY,REGION I (Ilocos Region),PANGASINAN,23557.0,5706.0,2905.0,4142.0,280.0,67.0,4.0,,,433.0,1044.0,30.0,,2015
2457,DASOL,REGION I (Ilocos Region),PANGASINAN,1230.0,302.0,1496.0,2989.0,34.0,644.0,13.0,4.0,15.0,,53.0,5.0,,2015
2470,INFANTA,REGION I (Ilocos Region),PANGASINAN,1242.0,1446.0,915.0,1207.0,130.0,221.0,164.0,227.0,11.0,,58.0,,,2015
2483,LABRADOR,REGION I (Ilocos Region),PANGASINAN,181.0,33.0,2884.0,2082.0,1.0,4.0,57.0,6.0,,,231.0,1.0,,2015
2496,LINGAYEN (Capital),REGION I (Ilocos Region),PANGASINAN,4572.0,1096.0,7540.0,6276.0,493.0,65.0,3.0,1.0,3.0,8.0,1721.0,2.0,,2015
2509,MABINI,REGION I (Ilocos Region),PANGASINAN,1797.0,700.0,542.0,1598.0,324.0,529.0,258.0,92.0,40.0,23.0,14.0,,,2015
2522,MALASIQUI,REGION I (Ilocos Region),PANGASINAN,3134.0,553.0,9688.0,12759.0,2368.0,10.0,8.0,3.0,1.0,1.0,512.0,10.0,,2015
2535,MANAOAG,REGION I (Ilocos Region),PANGASINAN,5490.0,819.0,3513.0,4233.0,737.0,,9.0,1.0,,1.0,129.0,7.0,,2015
2548,MANGALDAN,REGION I (Ilocos Region),PANGASINAN,11436.0,1078.0,2466.0,7920.0,136.0,194.0,8.0,,,,195.0,4.0,,2015
2561,MANGATAREM,REGION I (Ilocos Region),PANGASINAN,1555.0,514.0,8445.0,5676.0,93.0,15.0,27.0,24.0,3.0,,196.0,6.0,,2015
2574,MAPANDAN,REGION I (Ilocos Region),PANGASINAN,4617.0,263.0,1574.0,1483.0,214.0,201.0,,,,,315.0,,,2015
2587,NATIVIDAD,REGION I (Ilocos Region),PANGASINAN,806.0,336.0,2164.0,1519.0,230.0,4.0,645.0,4.0,,33.0,48.0,5.0,,2015
2600,POZORRUBIO,REGION I (Ilocos Region),PANGASINAN,5292.0,1231.0,5317.0,4026.0,185.0,476.0,78.0,4.0,1.0,17.0,212.0,17.0,,2015
2613,ROSALES,REGION I (Ilocos Region),PANGASINAN,7607.0,1394.0,2098.0,2823.0,542.0,11.0,1.0,1.0,,2.0,96.0,1.0,,2015
2626,SAN CARLOS CITY,REGION I (Ilocos Region),PANGASINAN,9493.0,1365.0,17026.0,10567.0,2438.0,26.0,5.0,5.0,2.0,10.0,1087.0,25.0,,2015
2639,SAN FABIAN,REGION I (Ilocos Region),PANGASINAN,1047.0,409.0,5456.0,10325.0,1200.0,864.0,331.0,37.0,,,212.0,5.0,,2015
2652,SAN JACINTO,REGION I (Ilocos Region),PANGASINAN,2315.0,358.0,2015.0,4394.0,24.0,8.0,,1.0,,,95.0,1.0,,2015
2665,SAN MANUEL,REGION I (Ilocos Region),PANGASINAN,3025.0,714.0,3617.0,4027.0,127.0,10.0,973.0,28.0,2.0,1.0,27.0,1.0,,2015
2678,SAN NICOLAS,REGION I (Ilocos Region),PANGASINAN,2326.0,210.0,1913.0,2754.0,11.0,40.0,852.0,108.0,6.0,45.0,11.0,1.0,,2015
2691,SAN QUINTIN,REGION I (Ilocos Region),PANGASINAN,1356.0,110.0,3944.0,2736.0,8.0,7.0,352.0,30.0,,3.0,36.0,2.0,,2015
2704,SANTA BARBARA,REGION I (Ilocos Region),PANGASINAN,3360.0,290.0,4125.0,9034.0,1287.0,3.0,27.0,112.0,1.0,,390.0,7.0,,2015
2717,SANTA MARIA,REGION I (Ilocos Region),PANGASINAN,3006.0,481.0,2598.0,1369.0,6.0,5.0,,,,,24.0,2.0,,2015
2730,SANTO TOMAS,REGION I (Ilocos Region),PANGASINAN,642.0,287.0,1025.0,1334.0,,,,,,1.0,62.0,23.0,,2015
2743,SISON,REGION I (Ilocos Region),PANGASINAN,796.0,1187.0,2561.0,3337.0,10.0,989.0,1366.0,244.0,5.0,12.0,152.0,,,2015
2756,SUAL,REGION I (Ilocos Region),PANGASINAN,525.0,144.0,2370.0,4226.0,165.0,40.0,182.0,26.0,14.0,,165.0,2.0,,2015
2769,TAYUG,REGION I (Ilocos Region),PANGASINAN,2143.0,523.0,2154.0,1334.0,3622.0,20.0,71.0,1.0,,4.0,167.0,,,2015
2782,UMINGAN,REGION I (Ilocos Region),PANGASINAN,2145.0,359.0,7735.0,6802.0,7.0,11.0,42.0,1.0,4.0,2.0,149.0,4.0,,2015
2795,URBIZTONDO,REGION I (Ilocos Region),PANGASINAN,1225.0,403.0,3779.0,4992.0,6.0,,1.0,,,59.0,153.0,,,2015
2808,CITY OF URDANETA,REGION I (Ilocos Region),PANGASINAN,8863.0,421.0,9489.0,10940.0,39.0,137.0,5.0,3.0,,43.0,342.0,12.0,,2015
2821,VILLASIS,REGION I (Ilocos Region),PANGASINAN,5001.0,465.0,3017.0,5888.0,117.0,,2.0,8.0,,29.0,93.0,11.0,,2015
2834,LAOAC,REGION I (Ilocos Region),PANGASINAN,450.0,53.0,3775.0,3004.0,23.0,1.0,2.0,,,,119.0,2.0,,2015
2847,BASCO (Capital),REGION II (Cagayan Valley),BATANES,1446.0,814.0,4.0,12.0,,,,,10.0,16.0,23.0,2.0,,2015
2860,ITBAYAT,REGION II (Cagayan Valley),BATANES,781.0,23.0,,,,,8.0,12.0,6.0,,1.0,,,2015
2873,IVANA,REGION II (Cagayan Valley),BATANES,243.0,122.0,1.0,4.0,,,,,,,1.0,,,2015
2886,MAHATAO,REGION II (Cagayan Valley),BATANES,435.0,8.0,,,,,,,,,,,,2015
2899,SABTANG,REGION II (Cagayan Valley),BATANES,404.0,13.0,1.0,4.0,1.0,,8.0,,,,,,,2015
2912,UYUGAN,REGION II (Cagayan Valley),BATANES,355.0,3.0,,,,,,,,,,,,2015
2925,ABULUG,REGION II (Cagayan Valley),CAGAYAN,632.0,273.0,2274.0,1987.0,236.0,1929.0,,1.0,,,73.0,,,2015
2938,ALCALA,REGION II (Cagayan Valley),CAGAYAN,994.0,221.0,2101.0,4714.0,33.0,1147.0,8.0,1.0,5.0,,24.0,,,2015
2951,ALLACAPAN,REGION II (Cagayan Valley),CAGAYAN,86.0,30.0,2830.0,2493.0,27.0,2051.0,11.0,4.0,18.0,,217.0,,,2015
2964,AMULUNG,REGION II (Cagayan Valley),CAGAYAN,837.0,139.0,2666.0,6853.0,9.0,148.0,,4.0,1.0,,40.0,,,2015
2977,APARRI,REGION II (Cagayan Valley),CAGAYAN,1920.0,871.0,2793.0,3974.0,376.0,2870.0,258.0,3.0,306.0,,607.0,,,2015
2990,BAGGAO,REGION II (Cagayan Valley),CAGAYAN,328.0,126.0,9065.0,8727.0,594.0,104.0,228.0,335.0,104.0,,19.0,,,2015
3003,BALLESTEROS,REGION II (Cagayan Valley),CAGAYAN,443.0,50.0,3535.0,2709.0,136.0,1409.0,5.0,2.0,,,61.0,,,2015
3016,BUGUEY,REGION II (Cagayan Valley),CAGAYAN,65.0,19.0,600.0,621.0,3875.0,927.0,30.0,2.0,374.0,137.0,104.0,,,2015
3029,CALAYAN,REGION II (Cagayan Valley),CAGAYAN,1515.0,443.0,633.0,516.0,16.0,212.0,377.0,150.0,42.0,,,,,2015
3042,CAMALANIUGAN,REGION II (Cagayan Valley),CAGAYAN,57.0,77.0,1338.0,2340.0,487.0,785.0,3.0,2.0,77.0,,316.0,,,2015
3055,CLAVERIA,REGION II (Cagayan Valley),CAGAYAN,1253.0,233.0,2178.0,1409.0,323.0,1337.0,443.0,14.0,2.0,17.0,49.0,,,2015
3068,ENRILE,REGION II (Cagayan Valley),CAGAYAN,3850.0,341.0,1124.0,1328.0,25.0,579.0,265.0,,,,31.0,,,2015
3081,GATTARAN,REGION II (Cagayan Valley),CAGAYAN,474.0,230.0,5668.0,5228.0,125.0,636.0,334.0,4.0,128.0,,47.0,,,2015
3094,GONZAGA,REGION II (Cagayan Valley),CAGAYAN,2023.0,491.0,1887.0,862.0,203.0,2918.0,139.0,40.0,6.0,,34.0,,,2015
3107,IGUIG,REGION II (Cagayan Valley),CAGAYAN,1545.0,123.0,1083.0,1110.0,1672.0,431.0,,3.0,1.0,30.0,181.0,,,2015
3120,LAL-LO,REGION II (Cagayan Valley),CAGAYAN,1459.0,183.0,2067.0,3451.0,1454.0,1265.0,195.0,22.0,6.0,,169.0,,,2015
3133,LASAM,REGION II (Cagayan Valley),CAGAYAN,541.0,568.0,4338.0,2817.0,92.0,469.0,54.0,3.0,56.0,5.0,83.0,,,2015
3146,PAMPLONA,REGION II (Cagayan Valley),CAGAYAN,91.0,12.0,1468.0,1205.0,245.0,2095.0,35.0,5.0,3.0,,89.0,,,2015
3159,PEÑABLANCA,REGION II (Cagayan Valley),CAGAYAN,3005.0,1031.0,2562.0,3340.0,6.0,253.0,417.0,56.0,45.0,17.0,7.0,,,2015
3172,PIAT,REGION II (Cagayan Valley),CAGAYAN,3287.0,460.0,1053.0,620.0,28.0,67.0,2.0,5.0,,,3.0,,,2015
3185,RIZAL,REGION II (Cagayan Valley),CAGAYAN,104.0,384.0,1445.0,1699.0,2.0,232.0,158.0,11.0,3.0,,5.0,,,2015
3198,SANCHEZ-MIRA,REGION II (Cagayan Valley),CAGAYAN,572.0,207.0,3405.0,1129.0,26.0,172.0,91.0,,3.0,,20.0,,,2015
3211,SANTA ANA,REGION II (Cagayan Valley),CAGAYAN,416.0,180.0,2513.0,2216.0,654.0,1626.0,55.0,43.0,71.0,9.0,38.0,,,2015
3224,SANTA PRAXEDES,REGION II (Cagayan Valley),CAGAYAN,494.0,2.0,17.0,81.0,21.0,19.0,299.0,39.0,8.0,,,,,2015
3237,SANTA TERESITA,REGION II (Cagayan Valley),CAGAYAN,149.0,69.0,1525.0,1753.0,76.0,467.0,90.0,26.0,104.0,,23.0,1.0,,2015
3250,SANTO NIÑO (FAIRE),REGION II (Cagayan Valley),CAGAYAN,313.0,81.0,631.0,1701.0,149.0,3369.0,120.0,170.0,58.0,5.0,44.0,,,2015
3263,SOLANA,REGION II (Cagayan Valley),CAGAYAN,4942.0,1101.0,4018.0,7086.0,568.0,1055.0,154.0,9.0,18.0,4.0,57.0,,,2015
3276,TUAO,REGION II (Cagayan Valley),CAGAYAN,1766.0,296.0,7214.0,3677.0,452.0,137.0,4.0,1.0,,,10.0,,,2015
3289,TUGUEGARAO CITY (Capital),REGION II (Cagayan Valley),CAGAYAN,27603.0,1931.0,1814.0,910.0,75.0,752.0,6.0,,8.0,,425.0,,,2015
3302,ALICIA,REGION II (Cagayan Valley),ISABELA,2599.0,443.0,4499.0,3498.0,6602.0,44.0,13.0,4.0,,1.0,125.0,36.0,,2015
3315,ANGADANAN,REGION II (Cagayan Valley),ISABELA,797.0,631.0,1669.0,3687.0,168.0,2799.0,114.0,5.0,6.0,,29.0,1.0,,2015
3328,AURORA,REGION II (Cagayan Valley),ISABELA,2524.0,363.0,3557.0,1554.0,283.0,4.0,,,,2.0,180.0,9.0,,2015
3341,BENITO SOLIVEN,REGION II (Cagayan Valley),ISABELA,456.0,160.0,1086.0,4241.0,10.0,378.0,235.0,239.0,13.0,10.0,111.0,2.0,,2015
3354,BURGOS,REGION II (Cagayan Valley),ISABELA,118.0,29.0,2541.0,2198.0,599.0,166.0,27.0,49.0,,,8.0,9.0,,2015
3367,CABAGAN,REGION II (Cagayan Valley),ISABELA,2754.0,348.0,1005.0,2285.0,32.0,3304.0,21.0,236.0,147.0,1.0,23.0,6.0,,2015
3380,CABATUAN,REGION II (Cagayan Valley),ISABELA,2553.0,293.0,4527.0,2071.0,93.0,9.0,1.0,1.0,,,67.0,59.0,,2015
3393,CITY OF CAUAYAN,REGION II (Cagayan Valley),ISABELA,8906.0,1240.0,8487.0,8400.0,1627.0,1585.0,98.0,7.0,,38.0,227.0,8.0,,2015
3406,CORDON,REGION II (Cagayan Valley),ISABELA,831.0,468.0,3684.0,4725.0,312.0,22.0,210.0,5.0,1.0,1.0,91.0,3.0,,2015
3419,DINAPIGUE,REGION II (Cagayan Valley),ISABELA,5.0,1.0,377.0,555.0,97.0,17.0,157.0,2.0,20.0,,,,,2015
3432,DIVILACAN,REGION II (Cagayan Valley),ISABELA,13.0,5.0,306.0,527.0,73.0,134.0,2.0,152.0,95.0,,,3.0,,2015
3445,ECHAGUE,REGION II (Cagayan Valley),ISABELA,1337.0,377.0,7257.0,8243.0,122.0,1289.0,59.0,33.0,,,155.0,2.0,,2015
3458,GAMU,REGION II (Cagayan Valley),ISABELA,1809.0,540.0,1661.0,1915.0,17.0,621.0,9.0,1.0,2.0,,154.0,62.0,,2015
3471,ILAGAN City (Capital),REGION II (Cagayan Valley),ISABELA,5458.0,965.0,5864.0,11526.0,228.0,8755.0,439.0,143.0,60.0,34.0,1180.0,17.0,,2015
3484,JONES,REGION II (Cagayan Valley),ISABELA,1367.0,659.0,4255.0,3804.0,12.0,200.0,238.0,69.0,4.0,,40.0,2.0,,2015
3497,LUNA,REGION II (Cagayan Valley),ISABELA,961.0,50.0,2361.0,1206.0,,4.0,,,,,64.0,,,2015
3510,MACONACON,REGION II (Cagayan Valley),ISABELA,16.0,8.0,334.0,439.0,,21.0,60.0,5.0,94.0,,,,,2015
3523,DELFIN ALBANO (MAGSAYSAY),REGION II (Cagayan Valley),ISABELA,1808.0,349.0,142.0,193.0,292.0,3752.0,1.0,1.0,,1.0,25.0,73.0,,2015
3536,MALLIG,REGION II (Cagayan Valley),ISABELA,334.0,1134.0,3009.0,2909.0,173.0,11.0,,2.0,,1.0,18.0,,,2015
3549,NAGUILIAN,REGION II (Cagayan Valley),ISABELA,1337.0,151.0,1263.0,4515.0,12.0,49.0,8.0,5.0,,,72.0,1.0,,2015
3562,PALANAN,REGION II (Cagayan Valley),ISABELA,220.0,29.0,330.0,722.0,61.0,2148.0,269.0,18.0,28.0,1.0,,,,2015
3575,QUEZON,REGION II (Cagayan Valley),ISABELA,1995.0,452.0,1285.0,1887.0,25.0,7.0,216.0,1.0,,,6.0,,,2015
3588,RAMON,REGION II (Cagayan Valley),QUIRINO,1175.0,292.0,6899.0,4616.0,121.0,14.0,40.0,2.0,,,185.0,3.0,,2015
3601,REINA MERCEDES,REGION II (Cagayan Valley),QUIRINO,1738.0,138.0,1373.0,2368.0,20.0,596.0,1.0,,,7.0,29.0,,,2015
3614,ROXAS,REGION II (Cagayan Valley),QUIRINO,1770.0,682.0,5437.0,4221.0,130.0,1047.0,842.0,3.0,,,39.0,55.0,,2015
3627,SAN AGUSTIN,REGION II (Cagayan Valley),QUIRINO,170.0,39.0,3819.0,1508.0,4.0,43.0,26.0,11.0,3.0,,3.0,,,2015
3640,SAN GUILLERMO,REGION II (Cagayan Valley),QUIRINO,882.0,213.0,773.0,2067.0,175.0,385.0,42.0,9.0,2.0,,8.0,45.0,,2015
3653,SAN ISIDRO,REGION II (Cagayan Valley),QUIRINO,176.0,19.0,3673.0,1940.0,2.0,1.0,,,,,20.0,,,2015
3666,SAN MANUEL,REGION II (Cagayan Valley),QUIRINO,2019.0,573.0,1768.0,3078.0,64.0,42.0,30.0,,8.0,2.0,27.0,2.0,,2015
3679,SAN MARIANO,REGION II (Cagayan Valley),QUIRINO,309.0,259.0,1820.0,7962.0,8.0,667.0,738.0,368.0,53.0,7.0,29.0,,,2015
3692,SAN MATEO,REGION II (Cagayan Valley),QUIRINO,2010.0,101.0,9506.0,3737.0,205.0,5.0,7.0,,,,93.0,,,2015
3705,SAN PABLO,REGION II (Cagayan Valley),QUIRINO,599.0,212.0,538.0,1315.0,54.0,2278.0,5.0,31.0,82.0,1.0,19.0,,,2015
3718,SANTA MARIA,REGION II (Cagayan Valley),QUIRINO,251.0,40.0,954.0,1290.0,6.0,2202.0,107.0,,,,5.0,5.0,,2015
3731,CITY OF SANTIAGO,REGION II (Cagayan Valley),QUIRINO,9314.0,1255.0,8362.0,10580.0,49.0,33.0,10.0,4.0,1.0,5.0,856.0,3.0,,2015
3744,SANTO TOMAS,REGION II (Cagayan Valley),QUIRINO,163.0,13.0,2088.0,2552.0,123.0,30.0,,,,,9.0,2.0,,2015
3757,TUMAUINI,REGION II (Cagayan Valley),QUIRINO,3354.0,582.0,3801.0,7240.0,102.0,370.0,31.0,22.0,16.0,,18.0,5.0,,2015
3770,AMBAGUIO,REGION II (Cagayan Valley),NUEVA VIZCAYA,517.0,567.0,14.0,14.0,18.0,1.0,148.0,2257.0,,,,,,2015
3783,ARITAO,REGION II (Cagayan Valley),NUEVA VIZCAYA,894.0,485.0,957.0,1972.0,1350.0,95.0,1764.0,974.0,12.0,1.0,56.0,2.0,,2015
3796,BAGABAG,REGION II (Cagayan Valley),NUEVA VIZCAYA,1175.0,271.0,3173.0,2873.0,1064.0,16.0,211.0,4.0,,1.0,122.0,,,2015
3809,BAMBANG,REGION II (Cagayan Valley),NUEVA VIZCAYA,1708.0,312.0,3115.0,2941.0,2875.0,28.0,1682.0,478.0,56.0,7.0,250.0,7.0,,2015
3822,BAYOMBONG (Capital),REGION II (Cagayan Valley),NUEVA VIZCAYA,4122.0,736.0,1030.0,325.0,6881.0,91.0,1529.0,596.0,7.0,2.0,423.0,19.0,,2015
3835,DIADI,REGION II (Cagayan Valley),NUEVA VIZCAYA,231.0,138.0,419.0,1313.0,1085.0,140.0,687.0,334.0,46.0,,46.0,2.0,,2015
3848,DUPAX DEL NORTE,REGION II (Cagayan Valley),NUEVA VIZCAYA,441.0,271.0,1427.0,1669.0,271.0,13.0,1448.0,1026.0,9.0,,66.0,5.0,,2015
3861,DUPAX DEL SUR,REGION II (Cagayan Valley),NUEVA VIZCAYA,553.0,226.0,239.0,903.0,192.0,157.0,1612.0,416.0,4.0,,42.0,187.0,,2015
3874,KASIBU,REGION II (Cagayan Valley),NUEVA VIZCAYA,932.0,1021.0,397.0,323.0,430.0,170.0,2065.0,2952.0,45.0,5.0,107.0,1.0,,2015
3887,KAYAPA,REGION II (Cagayan Valley),NUEVA VIZCAYA,27.0,1.0,6.0,50.0,15.0,186.0,2997.0,2252.0,6.0,,,4.0,,2015
3900,QUEZON,REGION II (Cagayan Valley),NUEVA VIZCAYA,161.0,457.0,727.0,939.0,590.0,17.0,991.0,808.0,243.0,,54.0,4.0,,2015
3913,SANTA FE,REGION II (Cagayan Valley),NUEVA VIZCAYA,1483.0,507.0,71.0,99.0,22.0,5.0,653.0,897.0,1.0,,20.0,,,2015
3926,SOLANO,REGION II (Cagayan Valley),NUEVA VIZCAYA,2205.0,350.0,1078.0,1984.0,9812.0,191.0,356.0,108.0,48.0,2.0,377.0,3.0,,2015
3939,VILLAVERDE,REGION II (Cagayan Valley),NUEVA VIZCAYA,113.0,76.0,280.0,288.0,2856.0,2.0,707.0,100.0,,2.0,16.0,12.0,,2015
3952,ALFONSO CASTANEDA,REGION II (Cagayan Valley),NUEVA VIZCAYA,230.0,82.0,31.0,38.0,17.0,30.0,451.0,770.0,54.0,,2.0,82.0,,2015
3965,AGLIPAY,REGION II (Cagayan Valley),QUIRINO,450.0,256.0,1473.0,2512.0,659.0,140.0,461.0,594.0,1.0,2.0,28.0,1.0,,2015
3978,CABARROGUIS (Capital),REGION II (Cagayan Valley),QUIRINO,320.0,640.0,1910.0,2147.0,35.0,119.0,1031.0,455.0,6.0,2.0,182.0,2.0,,2015
3991,DIFFUN,REGION II (Cagayan Valley),QUIRINO,760.0,792.0,2448.0,4783.0,1427.0,95.0,1520.0,363.0,2.0,,89.0,4.0,,2015
4004,MADDELA,REGION II (Cagayan Valley),QUIRINO,565.0,357.0,1176.0,1349.0,3842.0,48.0,1158.0,366.0,5.0,1.0,33.0,14.0,,2015
4017,SAGUDAY,REGION II (Cagayan Valley),QUIRINO,509.0,306.0,952.0,1699.0,392.0,6.0,4.0,1.0,,,55.0,61.0,,2015
4030,NAGTIPUNAN,REGION II (Cagayan Valley),QUIRINO,300.0,741.0,486.0,1255.0,51.0,71.0,1729.0,243.0,14.0,5.0,3.0,,,2015
4043,BALER,REGION III (Central Luzon),AURORA,3791.0,2844.0,572.0,1089.0,215.0,6.0,86.0,1.0,18.0,23.0,196.0,1.0,,2015
4056,CASIGURAN,REGION III (Central Luzon),AURORA,1846.0,1181.0,718.0,1160.0,175.0,69.0,261.0,95.0,13.0,198.0,4.0,1.0,,2015
4069,DILASAG,REGION III (Central Luzon),AURORA,224.0,107.0,1510.0,1637.0,291.0,11.0,89.0,80.0,,,,,,2015
4082,DINALUNGAN,REGION III (Central Luzon),AURORA,2058.0,365.0,68.0,121.0,2.0,11.0,3.0,19.0,13.0,1.0,,,,2015
4095,DINGALAN,REGION III (Central Luzon),AURORA,1357.0,419.0,644.0,2452.0,128.0,239.0,412.0,24.0,22.0,6.0,22.0,1.0,,2015
4108,DIPACULAO,REGION III (Central Luzon),AURORA,1974.0,550.0,1311.0,1931.0,455.0,93.0,621.0,83.0,12.0,1.0,11.0,9.0,,2015
4121,MARIA AURORA,REGION III (Central Luzon),AURORA,1518.0,969.0,3128.0,1674.0,300.0,72.0,1584.0,32.0,69.0,21.0,36.0,2.0,,2015
4134,SAN LUIS,REGION III (Central Luzon),AURORA,1955.0,837.0,1320.0,832.0,916.0,9.0,93.0,36.0,30.0,,15.0,12.0,,2015
4147,ABUCAY,REGION III (Central Luzon),BATAAN,1146.0,1518.0,628.0,5777.0,33.0,4.0,129.0,,12.0,1.0,203.0,2.0,,2015
4160,BAGAC,REGION III (Central Luzon),BATAAN,4161.0,418.0,137.0,498.0,44.0,228.0,457.0,66.0,1.0,8.0,21.0,3.0,,2015
4173,CITY OF BALANGA (Capital),REGION III (Central Luzon),BATAAN,12887.0,2580.0,1150.0,3433.0,259.0,97.0,229.0,32.0,174.0,1.0,424.0,3.0,,2015
4186,DINALUPIHAN,REGION III (Central Luzon),BATAAN,14508.0,1557.0,2261.0,2393.0,349.0,195.0,1186.0,775.0,41.0,220.0,486.0,,,2015
4199,HERMOSA,REGION III (Central Luzon),BATAAN,6301.0,1077.0,1321.0,3326.0,851.0,217.0,1076.0,111.0,2.0,94.0,50.0,13.0,,2015
4212,LIMAY,REGION III (Central Luzon),BATAAN,9079.0,2743.0,127.0,1349.0,802.0,50.0,944.0,51.0,14.0,1.0,143.0,42.0,,2015
4225,MARIVELES,REGION III (Central Luzon),BATAAN,23357.0,2642.0,409.0,1547.0,282.0,514.0,1137.0,110.0,244.0,42.0,544.0,19.0,,2015
4238,MORONG,REGION III (Central Luzon),BATAAN,1223.0,1051.0,1822.0,1286.0,10.0,15.0,1248.0,38.0,33.0,6.0,102.0,13.0,,2015
4251,ORANI,REGION III (Central Luzon),BATAAN,10357.0,993.0,1244.0,2733.0,63.0,2.0,319.0,2.0,5.0,3.0,63.0,6.0,,2015
4264,ORION,REGION III (Central Luzon),BATAAN,5417.0,720.0,648.0,4263.0,373.0,31.0,92.0,8.0,11.0,11.0,551.0,11.0,,2015
4277,PILAR,REGION III (Central Luzon),BATAAN,3792.0,1009.0,882.0,2893.0,230.0,5.0,30.0,135.0,7.0,94.0,271.0,1.0,,2015
4290,SAMAL,REGION III (Central Luzon),BATAAN,2143.0,879.0,712.0,3115.0,422.0,12.0,373.0,18.0,19.0,6.0,19.0,6.0,,2015
4303,ANGAT,REGION III (Central Luzon),BULACAN,9881.0,557.0,1155.0,2083.0,199.0,158.0,19.0,2.0,29.0,1.0,806.0,1.0,,2015
4316,BALAGTAS (BIGAA),REGION III (Central Luzon),BULACAN,10376.0,2843.0,1087.0,643.0,34.0,60.0,,,1.0,7.0,2530.0,52.0,,2015
4329,BALIUAG,REGION III (Central Luzon),BULACAN,29407.0,677.0,2932.0,2092.0,262.0,6.0,,,,22.0,1051.0,31.0,,2015
4342,BOCAUE,REGION III (Central Luzon),BULACAN,17769.0,4173.0,1398.0,928.0,194.0,26.0,,,3.0,677.0,2249.0,10.0,,2015
4355,BUSTOS,REGION III (Central Luzon),BULACAN,11544.0,197.0,1865.0,1638.0,159.0,12.0,,,,189.0,442.0,,,2015
4368,CALUMPIT,REGION III (Central Luzon),BULACAN,22255.0,1314.0,363.0,208.0,35.0,99.0,,,,18.0,694.0,5.0,,2015
4381,GUIGUINTO,REGION III (Central Luzon),BULACAN,15761.0,828.0,1686.0,1247.0,175.0,105.0,,,2.0,77.0,3152.0,29.0,,2015
4394,HAGONOY,REGION III (Central Luzon),BULACAN,28101.0,760.0,118.0,699.0,35.0,157.0,3.0,2.0,,3.0,324.0,6.0,,2015
4407,CITY OF MALOLOS (Capital),REGION III (Central Luzon),BULACAN,39670.0,1431.0,1175.0,2251.0,381.0,126.0,27.0,2.0,6.0,44.0,12403.0,25.0,,2015
4420,MARILAO,REGION III (Central Luzon),BULACAN,23807.0,3997.0,5026.0,4961.0,122.0,121.0,92.0,5.0,3.0,1806.0,12780.0,106.0,,2015
