,city,region_name,province,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
15080,BALOI,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),760.0,2893.0,637.0,2048.0,86.0,2436.0,439.0,7.0,422.0,160.0,195.0,1.0,,2015
15093,BAROY,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),664.0,569.0,506.0,2150.0,10.0,80.0,770.0,156.0,2.0,72.0,622.0,,,2015
15106,KAPATAGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),4129.0,6143.0,375.0,2541.0,228.0,202.0,564.0,175.0,14.0,476.0,151.0,,,2015
15119,SULTAN NAGA DIMAPORO (KAROMATAN),REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1589.0,4378.0,464.0,2825.0,132.0,858.0,824.0,49.0,50.0,4.0,443.0,,,2015
15132,KAUSWAGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1530.0,2411.0,30.0,367.0,13.0,149.0,432.0,355.0,159.0,217.0,253.0,,,2015
15145,KOLAMBUGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1611.0,1095.0,105.0,1689.0,44.0,183.0,1364.0,171.0,,1.0,183.0,,,2015
15158,LALA,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1338.0,656.0,2081.0,8164.0,69.0,49.0,282.0,167.0,,784.0,1853.0,,,2015
15171,LINAMON,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1711.0,732.0,28.0,489.0,91.0,6.0,778.0,89.0,2.0,,547.0,,,2015
15184,MAGSAYSAY,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),671.0,1067.0,54.0,311.0,209.0,908.0,284.0,47.0,274.0,1.0,13.0,,,2015
15197,MAIGO,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),1808.0,1082.0,49.0,563.0,13.0,163.0,431.0,365.0,,,534.0,,,2015
15210,MATUNGAO,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),240.0,460.0,34.0,644.0,103.0,10.0,679.0,1.0,9.0,1.0,25.0,,,2015
15223,MUNAI,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),710.0,2505.0,26.0,168.0,140.0,241.0,268.0,1590.0,371.0,,,1.0,,2015
15236,NUNUNGAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),18.0,311.0,14.0,359.0,,83.0,409.0,431.0,1882.0,1.0,,,,2015
15249,PANTAO RAGAT,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),447.0,1708.0,23.0,42.0,30.0,48.0,1703.0,1.0,,19.0,122.0,,,2015
15262,POONA PIAGAPO,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),245.0,1763.0,5.0,30.0,,5.0,414.0,1607.0,337.0,,8.0,,,2015
15275,SALVADOR,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),200.0,532.0,610.0,3692.0,186.0,554.0,16.0,882.0,339.0,,17.0,,,2015
15288,SAPAD,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),183.0,1304.0,403.0,1614.0,329.0,266.0,233.0,185.0,85.0,67.0,47.0,,,2015
15301,TAGOLOAN,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),35.0,601.0,387.0,144.0,384.0,245.0,661.0,12.0,193.0,67.0,39.0,,,2015
15314,TANGCAL,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),57.0,1521.0,10.0,128.0,35.0,53.0,543.0,54.0,3.0,,1.0,,,2015
15327,TUBOD (Capital),REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),3734.0,2404.0,214.0,1227.0,284.0,1066.0,719.0,602.0,8.0,23.0,811.0,,,2015
15340,PANTAR,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),178.0,2135.0,48.0,217.0,2.0,2.0,436.0,9.0,396.0,1.0,3.0,,,2015
15353,ILIGAN CITY,REGION X (Northern Mindanao),LANAO DEL NORTE (excluding Iligan City),20197.0,14617.0,1168.0,3901.0,482.0,1294.0,8131.0,1006.0,420.0,535.0,24790.0,52.0,,2015
15366,ALORAN,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2478.0,1106.0,110.0,646.0,182.0,59.0,1220.0,152.0,1.0,17.0,412.0,,,2015
15379,BALIANGAO,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,151.0,119.0,94.0,1770.0,5.0,882.0,142.0,7.0,1.0,558.0,148.0,,,2015
15392,BONIFACIO,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,1487.0,1662.0,52.0,229.0,27.0,244.0,2660.0,112.0,11.0,395.0,429.0,,,2015
15405,CALAMBA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2394.0,997.0,38.0,112.0,9.0,224.0,541.0,524.0,2.0,68.0,143.0,,,2015
15418,CLARIN,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,1986.0,1978.0,347.0,2678.0,189.0,91.0,388.0,80.0,148.0,89.0,400.0,,,2015
15431,CONCEPCION,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,13.0,489.0,1.0,9.0,,71.0,519.0,1325.0,,,33.0,,,2015
15444,JIMENEZ,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,3033.0,712.0,126.0,424.0,430.0,12.0,840.0,150.0,4.0,1.0,630.0,,,2015
15457,LOPEZ JAENA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2518.0,1957.0,50.0,300.0,8.0,134.0,569.0,2.0,2.0,179.0,111.0,,,2015
15470,OROQUIETA CITY (Capital),REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,8263.0,4055.0,196.0,1653.0,57.0,55.0,545.0,493.0,2.0,29.0,1150.0,,,2015
15483,OZAMIS CITY,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,11479.0,5566.0,958.0,5113.0,278.0,635.0,2303.0,282.0,346.0,951.0,2393.0,,,2015
15496,PANAON,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,1348.0,554.0,2.0,22.0,3.0,46.0,264.0,142.0,1.0,,38.0,,,2015
15509,PLARIDEL,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,4565.0,2753.0,63.0,368.0,20.0,353.0,67.0,13.0,1.0,109.0,883.0,,,2015
15522,SAPANG DALAGA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,441.0,1144.0,160.0,267.0,76.0,256.0,1284.0,683.0,6.0,133.0,107.0,,,2015
15535,SINACABAN,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,2000.0,537.0,62.0,373.0,34.0,76.0,240.0,649.0,6.0,2.0,167.0,,,2015
15548,TANGUB CITY,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,3640.0,2715.0,170.0,2195.0,751.0,304.0,2031.0,49.0,21.0,84.0,1080.0,,,2015
15561,TUDELA,REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,3411.0,1685.0,49.0,479.0,6.0,92.0,310.0,141.0,72.0,52.0,276.0,,,2015
15574,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),REGION X (Northern Mindanao),MISAMIS OCCIDENTAL,256.0,1508.0,16.0,184.0,,26.0,319.0,163.0,10.0,,9.0,,,2015
15587,ALUBIJID,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3510.0,1627.0,60.0,701.0,58.0,142.0,498.0,15.0,6.0,6.0,1117.0,3.0,,2015
15600,BALINGASAG,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3838.0,4254.0,385.0,3529.0,506.0,147.0,1185.0,662.0,33.0,17.0,234.0,,,2015
15613,BALINGOAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),746.0,952.0,21.0,22.0,,154.0,55.0,,19.0,14.0,337.0,,,2015
15626,BINUANGAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),690.0,463.0,,6.0,2.0,2.0,312.0,18.0,,22.0,41.0,,,2015
15639,CLAVERIA,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),3364.0,4061.0,73.0,333.0,26.0,119.0,1673.0,867.0,36.0,13.0,519.0,1.0,,2015
15652,CITY OF EL SALVADOR,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),6211.0,2339.0,55.0,403.0,35.0,26.0,26.0,14.0,74.0,162.0,2595.0,,,2015
15665,GINGOOG CITY,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),7934.0,7333.0,319.0,5599.0,183.0,132.0,3904.0,617.0,64.0,66.0,383.0,,,2015
15678,GITAGUM,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2596.0,705.0,23.0,62.0,,7.0,77.0,2.0,14.0,5.0,404.0,,,2015
15691,INITAO,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1567.0,2306.0,153.0,894.0,110.0,623.0,110.0,22.0,15.0,318.0,1437.0,,,2015
15704,JASAAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),5533.0,4366.0,346.0,142.0,20.0,507.0,269.0,42.0,129.0,66.0,764.0,,,2015
15717,KINOGUITAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1272.0,1239.0,70.0,224.0,5.0,137.0,14.0,1.0,,1.0,83.0,,,2015
15730,LAGONGLONG,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1811.0,884.0,147.0,1307.0,17.0,104.0,145.0,53.0,13.0,,103.0,,,2015
15743,LAGUINDINGAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2197.0,1456.0,2.0,255.0,17.0,,71.0,6.0,12.0,5.0,1593.0,,,2015
15756,LIBERTAD,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1319.0,728.0,13.0,193.0,,18.0,29.0,1.0,14.0,7.0,396.0,,,2015
15769,LUGAIT,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),773.0,1231.0,42.0,702.0,4.0,21.0,173.0,90.0,3.0,4.0,1607.0,,,2015
15782,MAGSAYSAY (LINUGOS),REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),281.0,2618.0,123.0,1254.0,123.0,908.0,432.0,23.0,7.0,52.0,1164.0,,,2015
15795,MANTICAO,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1076.0,744.0,356.0,1609.0,108.0,436.0,759.0,232.0,28.0,24.0,1088.0,,,2015
15808,MEDINA,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2968.0,1679.0,102.0,627.0,4.0,264.0,516.0,220.0,2.0,188.0,575.0,,,2015
15821,NAAWAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),1709.0,792.0,115.0,810.0,10.0,84.0,143.0,161.0,8.0,52.0,842.0,,,2015
15834,OPOL,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2538.0,2896.0,161.0,910.0,11.0,70.0,594.0,897.0,27.0,1494.0,4499.0,,,2015
15847,SALAY,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2741.0,2119.0,17.0,374.0,6.0,2.0,306.0,49.0,7.0,24.0,705.0,,,2015
15860,SUGBONGCOGON,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),459.0,1260.0,3.0,2.0,,,,,,,190.0,,,2015
15873,TAGOLOAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),2722.0,4829.0,464.0,2613.0,62.0,736.0,148.0,134.0,28.0,1370.0,3893.0,,,2015
15886,TALISAYAN,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),561.0,2583.0,122.0,1604.0,6.0,9.0,321.0,3.0,2.0,34.0,146.0,,,2015
15899,VILLANUEVA,REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),4048.0,2981.0,89.0,457.0,50.0,197.0,168.0,93.0,8.0,22.0,626.0,,,2015
15912,CAGAYAN DE ORO CITY (Capital),REGION X (Northern Mindanao),MISAMIS ORIENTAL (excluding Cagayan de Oro City),55426.0,26402.0,375.0,2738.0,52.0,361.0,2971.0,1236.0,196.0,3514.0,69347.0,556.0,,2015
15925,ASUNCION (SAUG),REGION XI (Davao Region),DAVAO DEL NORTE,1864.0,2149.0,611.0,4151.0,238.0,502.0,854.0,155.0,134.0,2413.0,730.0,,,2015
15938,CARMEN,REGION XI (Davao Region),DAVAO DEL NORTE,120.0,301.0,297.0,612.0,92.0,491.0,21.0,4.0,1961.0,10849.0,1995.0,,,2015
15951,KAPALONG,REGION XI (Davao Region),DAVAO DEL NORTE,1954.0,1474.0,1159.0,5310.0,1523.0,298.0,1397.0,9.0,419.0,3007.0,715.0,,,2015
15964,NEW CORELLA,REGION XI (Davao Region),DAVAO DEL NORTE,2124.0,2844.0,139.0,2376.0,504.0,229.0,1026.0,44.0,175.0,2167.0,771.0,4.0,,2015
15977,CITY OF PANABO,REGION XI (Davao Region),DAVAO DEL NORTE,2414.0,1119.0,2097.0,3320.0,109.0,446.0,716.0,19.0,496.0,21250.0,10503.0,,,2015
15990,ISLAND GARDEN CITY OF SAMAL,REGION XI (Davao Region),DAVAO DEL NORTE,8233.0,6808.0,335.0,1092.0,42.0,110.0,2046.0,4.0,909.0,1443.0,5222.0,1.0,,2015
16003,SANTO TOMAS,REGION XI (Davao Region),DAVAO DEL NORTE,5935.0,1611.0,1766.0,3100.0,258.0,1136.0,205.0,175.0,182.0,9638.0,2285.0,,,2015
16016,CITY OF TAGUM (Capital),REGION XI (Davao Region),DAVAO DEL NORTE,12950.0,3570.0,392.0,1454.0,32.0,649.0,3038.0,107.0,1088.0,5360.0,31349.0,,,2015
16029,TALAINGOD,REGION XI (Davao Region),DAVAO DEL NORTE,551.0,234.0,20.0,633.0,6.0,19.0,1021.0,3443.0,191.0,4.0,20.0,,,2015
16042,BRAULIO E. DUJALI,REGION XI (Davao Region),DAVAO DEL NORTE,51.0,27.0,99.0,141.0,87.0,281.0,17.0,,418.0,3548.0,735.0,,,2015
16055,SAN ISIDRO,REGION XI (Davao Region),DAVAO DEL NORTE,1052.0,1726.0,38.0,349.0,45.0,1006.0,1528.0,383.0,36.0,264.0,33.0,,,2015
16068,BANSALAN,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),5959.0,3562.0,1235.0,715.0,40.0,66.0,1757.0,8.0,456.0,114.0,1001.0,,,2015
16081,CITY OF DIGOS (Capital),REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),17444.0,7549.0,2706.0,6750.0,414.0,257.0,2136.0,58.0,6.0,628.0,3602.0,,,2015
16094,HAGONOY,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),2100.0,1536.0,1292.0,5775.0,611.0,12.0,36.0,4.0,1.0,86.0,1745.0,,,2015
16107,KIBLAWAN,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),4681.0,4162.0,172.0,1221.0,370.0,1653.0,462.0,363.0,134.0,3.0,253.0,,,2015
16120,MAGSAYSAY,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),1873.0,3582.0,2205.0,3615.0,100.0,483.0,1552.0,66.0,27.0,,68.0,,,2015
16133,MALALAG,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),2172.0,2922.0,599.0,2163.0,508.0,447.0,838.0,368.0,30.0,6.0,314.0,,,2015
16146,MATANAO,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),4637.0,3110.0,1575.0,3139.0,399.0,403.0,191.0,167.0,,115.0,125.0,,,2015
16159,PADADA,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),1480.0,905.0,516.0,696.0,33.0,16.0,,,,3.0,3266.0,,,2015
16172,SANTA CRUZ,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),7369.0,5254.0,592.0,3694.0,892.0,830.0,1966.0,123.0,491.0,95.0,1035.0,,,2015
16185,SULOP,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),1862.0,1450.0,585.0,2724.0,50.0,1120.0,203.0,4.0,6.0,69.0,533.0,,,2015
16198,DAVAO CITY,REGION XI (Davao Region),DAVAO DEL SUR (excluding Davao City),222141.0,80188.0,5429.0,18858.0,1830.0,5250.0,12899.0,2379.0,1546.0,24837.0,32970.0,1624.0,,2015
16211,BAGANGA,REGION XI (Davao Region),DAVAO ORIENTAL,1530.0,2191.0,982.0,3451.0,833.0,811.0,1944.0,353.0,148.0,138.0,944.0,14.0,,2015
16224,BANAYBANAY,REGION XI (Davao Region),DAVAO ORIENTAL,1386.0,2005.0,639.0,4257.0,486.0,14.0,167.0,40.0,,14.0,312.0,1.0,,2015
16237,BOSTON,REGION XI (Davao Region),DAVAO ORIENTAL,217.0,1972.0,53.0,385.0,14.0,12.0,263.0,265.0,6.0,5.0,23.0,1.0,,2015
16250,CARAGA,REGION XI (Davao Region),DAVAO ORIENTAL,2633.0,3489.0,254.0,814.0,37.0,256.0,720.0,851.0,21.0,37.0,95.0,32.0,,2015
16263,CATEEL,REGION XI (Davao Region),DAVAO ORIENTAL,194.0,1092.0,918.0,2833.0,1730.0,282.0,1719.0,708.0,60.0,32.0,127.0,16.0,,2015
16276,GOVERNOR GENEROSO,REGION XI (Davao Region),DAVAO ORIENTAL,3369.0,2465.0,684.0,4194.0,102.0,258.0,919.0,308.0,4.0,2.0,424.0,9.0,,2015
16289,LUPON,REGION XI (Davao Region),DAVAO ORIENTAL,1933.0,2717.0,1088.0,5824.0,253.0,382.0,1189.0,170.0,53.0,,1625.0,16.0,,2015
16302,MANAY,REGION XI (Davao Region),DAVAO ORIENTAL,1855.0,1441.0,298.0,708.0,102.0,963.0,2632.0,240.0,713.0,9.0,702.0,3.0,,2015
16315,CITY OF MATI (Capital),REGION XI (Davao Region),DAVAO ORIENTAL,7467.0,7264.0,767.0,4506.0,900.0,968.0,3385.0,255.0,182.0,386.0,6404.0,8.0,,2015
16328,SAN ISIDRO,REGION XI (Davao Region),DAVAO ORIENTAL,1356.0,1158.0,616.0,2583.0,159.0,265.0,890.0,399.0,4.0,4.0,374.0,13.0,,2015
16341,TARRAGONA,REGION XI (Davao Region),DAVAO ORIENTAL,556.0,1816.0,61.0,642.0,70.0,73.0,1422.0,546.0,130.0,1.0,447.0,1.0,,2015
16354,COMPOSTELA,REGION XI (Davao Region),COMPOSTELA VALLEY,2788.0,3393.0,1883.0,7503.0,1251.0,136.0,1489.0,73.0,31.0,147.0,399.0,,,2015
16367,LAAK (SAN VICENTE),REGION XI (Davao Region),COMPOSTELA VALLEY,1985.0,5197.0,214.0,2398.0,234.0,3856.0,2009.0,982.0,349.0,172.0,141.0,,,2015
16380,MABINI (DOÑA ALICIA),REGION XI (Davao Region),COMPOSTELA VALLEY,816.0,1243.0,396.0,3734.0,278.0,114.0,2302.0,12.0,29.0,179.0,546.0,5.0,,2015
16393,MACO,REGION XI (Davao Region),COMPOSTELA VALLEY,5977.0,3671.0,568.0,2677.0,625.0,520.0,2243.0,468.0,88.0,993.0,1290.0,30.0,,2015
16406,MARAGUSAN (SAN MARIANO),REGION XI (Davao Region),COMPOSTELA VALLEY,8292.0,4601.0,179.0,826.0,40.0,114.0,93.0,6.0,31.0,11.0,156.0,,,2015
16419,MAWAB,REGION XI (Davao Region),COMPOSTELA VALLEY,1100.0,1712.0,479.0,2009.0,469.0,385.0,900.0,4.0,67.0,870.0,339.0,,,2015
16432,MONKAYO,REGION XI (Davao Region),COMPOSTELA VALLEY,4099.0,4537.0,421.0,2830.0,1225.0,1488.0,3301.0,1259.0,395.0,1367.0,529.0,,,2015
16445,MONTEVISTA,REGION XI (Davao Region),COMPOSTELA VALLEY,1029.0,2705.0,278.0,1276.0,58.0,1792.0,836.0,415.0,112.0,56.0,1509.0,1.0,,2015
16458,NABUNTURAN (Capital),REGION XI (Davao Region),COMPOSTELA VALLEY,3730.0,1908.0,464.0,3669.0,72.0,650.0,2137.0,681.0,363.0,2256.0,2964.0,,,2015
16471,NEW BATAAN,REGION XI (Davao Region),COMPOSTELA VALLEY,5399.0,2801.0,387.0,660.0,544.0,20.0,1704.0,50.0,2.0,14.0,56.0,,,2015
16484,PANTUKAN,REGION XI (Davao Region),COMPOSTELA VALLEY,1785.0,3705.0,814.0,6960.0,1444.0,481.0,2934.0,118.0,35.0,162.0,827.0,10.0,,2015
16497,DON MARCELINO,REGION XI (Davao Region),DAVAO OCCIDENTAL,1489.0,2358.0,74.0,1273.0,1351.0,1036.0,1775.0,1543.0,130.0,133.0,38.0,7.0,,2015
16510,JOSE ABAD SANTOS (TRINIDAD),REGION XI (Davao Region),DAVAO OCCIDENTAL,387.0,3074.0,498.0,3782.0,715.0,1481.0,4803.0,3028.0,324.0,1.0,22.0,2.0,,2015
16523,MALITA,REGION XI (Davao Region),DAVAO OCCIDENTAL,4424.0,4599.0,649.0,4888.0,660.0,2276.0,7491.0,2327.0,69.0,270.0,962.0,12.0,,2015
16536,SANTA MARIA,REGION XI (Davao Region),DAVAO OCCIDENTAL,820.0,899.0,1016.0,7229.0,454.0,604.0,1592.0,828.0,165.0,1.0,20.0,10.0,,2015
16549,SARANGANI,REGION XI (Davao Region),DAVAO OCCIDENTAL,281.0,2419.0,64.0,1226.0,130.0,506.0,792.0,131.0,78.0,189.0,21.0,5.0,,2015
16562,ALAMADA,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),3509.0,2928.0,401.0,978.0,291.0,1648.0,3749.0,1289.0,159.0,14.0,24.0,3.0,,2015
16575,CARMEN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),4181.0,3521.0,1331.0,5000.0,1204.0,2386.0,3367.0,380.0,116.0,14.0,401.0,4.0,,2015
16588,KABACAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),4516.0,1101.0,3128.0,6888.0,1109.0,504.0,1096.0,233.0,5.0,1.0,1501.0,12.0,,2015
16601,CITY OF KIDAPAWAN (Capital),REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),22736.0,5954.0,1014.0,812.0,41.0,559.0,1005.0,202.0,16.0,435.0,451.0,25.0,,2015
16614,LIBUNGAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),842.0,1031.0,1246.0,3585.0,934.0,992.0,1072.0,136.0,13.0,379.0,1244.0,2.0,,2015
16627,MAGPET,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),4804.0,4210.0,174.0,615.0,60.0,374.0,658.0,239.0,14.0,19.0,13.0,1.0,,2015
16640,MAKILALA,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),8294.0,4952.0,571.0,1783.0,80.0,816.0,2381.0,157.0,14.0,214.0,93.0,1.0,,2015
16653,MATALAM,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),3762.0,2577.0,2341.0,5986.0,244.0,1125.0,1829.0,717.0,3.0,3.0,224.0,5.0,,2015
16666,MIDSAYAP,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1649.0,1924.0,2881.0,7622.0,1625.0,6776.0,366.0,79.0,24.0,8060.0,3190.0,2.0,,2015
16679,M'LANG,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),7471.0,1908.0,4168.0,6222.0,1432.0,250.0,501.0,23.0,42.0,20.0,1229.0,379.0,,2015
16692,PIGKAWAYAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),805.0,1235.0,2882.0,6358.0,292.0,1509.0,665.0,194.0,23.0,5.0,1854.0,4.0,,2015
16705,PIKIT,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),463.0,1098.0,3814.0,11526.0,2246.0,13290.0,449.0,153.0,11.0,2215.0,832.0,2.0,,2015
16718,PRESIDENT ROXAS,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),2332.0,1572.0,764.0,1476.0,193.0,1984.0,2134.0,185.0,3.0,53.0,209.0,22.0,,2015
16731,TULUNAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1069.0,1910.0,3323.0,5076.0,169.0,322.0,174.0,7.0,23.0,1.0,1437.0,2.0,,2015
16744,ANTIPAS,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),2654.0,1009.0,148.0,439.0,108.0,175.0,1490.0,30.0,4.0,,11.0,3.0,,2015
16757,BANISILAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),1127.0,1245.0,689.0,2105.0,48.0,1762.0,1580.0,712.0,14.0,178.0,186.0,3.0,,2015
16770,ALEOSAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),778.0,1227.0,428.0,3309.0,162.0,2027.0,318.0,23.0,13.0,142.0,418.0,,,2015
16783,ARAKAN,REGION XII (Soccsksargen),COTABATO (NORTH COTABATO),3471.0,3358.0,367.0,1325.0,271.0,746.0,843.0,152.0,74.0,27.0,89.0,,,2015
16796,BANGA,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),3026.0,1600.0,2972.0,6376.0,2145.0,515.0,1747.0,252.0,3.0,37.0,2410.0,17.0,,2015
16809,CITY OF KORONADAL (Capital),REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),5991.0,2992.0,7553.0,9183.0,561.0,322.0,1429.0,157.0,50.0,815.0,13767.0,82.0,,2015
16822,NORALA,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),1419.0,295.0,3372.0,3556.0,367.0,138.0,403.0,41.0,1.0,233.0,776.0,,,2015
16835,POLOMOLOK,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),19935.0,7192.0,1851.0,3299.0,79.0,454.0,1721.0,346.0,127.0,596.0,1110.0,10.0,,2015
16848,SURALLAH,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),5342.0,2009.0,2260.0,3174.0,979.0,996.0,2397.0,118.0,7.0,192.0,2845.0,11.0,,2015
16861,TAMPAKAN,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),2239.0,2290.0,1055.0,1560.0,529.0,81.0,918.0,392.0,4.0,7.0,368.0,1.0,,2015
16874,TANTANGAN,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),1846.0,2253.0,1104.0,1901.0,1072.0,304.0,118.0,30.0,1.0,74.0,1691.0,2.0,,2015
16887,T'BOLI,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),3343.0,10050.0,212.0,2708.0,645.0,776.0,2511.0,271.0,663.0,38.0,222.0,2.0,,2015
16900,TUPI,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),3447.0,4554.0,1918.0,2616.0,332.0,291.0,2893.0,284.0,89.0,90.0,181.0,,,2015
16913,SANTO NIÑO,REGION XII (Soccsksargen),SOUTH COTABATO (excluding General Santos City),1259.0,497.0,2920.0,2335.0,169.0,46.0,85.0,11.0,1.0,71.0,2325.0,,,2015
