PSGC,Region/ Province,Municipality/City,Poverty Incidence,Standard Error,Coefficient of Variation,90% confidence interval min,90% confidence interval max
97222,Zamboanga del Norte,Jose Dalman (Ponot),56.5,3.6,6.4,50.5,62.5
97223,Zamboanga del Norte,Gutalac,59.7,3.2,5.3,54.5,64.8
97224,Zamboanga del Norte,Baliguian,52.6,4.1,7.7,45.9,59.2
97225,Zamboanga del Norte,Godod,59.3,4.2,7.0,52.5,66.1
97226,Zamboanga del Norte,Bacungan (Leon T. Postigo),55.8,3.8,6.8,49.5,62.0
97227,Zamboanga del Norte,Kalawit,56.5,4.7,8.4,48.7,64.3
97302,Zamboanga del Sur,Aurora,29.8,2.4,8.0,25.9,33.7
97303,Zamboanga del Sur,Bayog,37.9,3.1,8.1,32.8,42.9
97305,Zamboanga del Sur,Dimataling,36.6,3.9,10.6,30.2,42.9
97306,Zamboanga del Sur,Dinas,36.8,3.3,9.0,31.4,42.3
97307,Zamboanga del Sur,Dumalinao,32.8,2.5,7.6,28.7,36.9
97308,Zamboanga del Sur,Dumingag,39.8,2.6,6.6,35.4,44.1
97311,Zamboanga del Sur,Kumalarang,37.7,4.8,12.8,29.8,45.6
97312,Zamboanga del Sur,Labangan,32.4,2.9,8.9,27.7,37.1
97313,Zamboanga del Sur,Lapuyan,41.0,3.3,8.1,35.6,46.4
97315,Zamboanga del Sur,Mahayag,35.4,2.7,7.5,31.0,39.7
97317,Zamboanga del Sur,Margosatubig,32.3,5.2,15.9,23.8,40.8
97318,Zamboanga del Sur,Midsalip,45.3,2.8,6.1,40.8,49.9
97319,Zamboanga del Sur,Molave,18.6,2.7,14.7,14.1,23.1
97322,Zamboanga del Sur,Pagadian City,14.1,1.9,13.2,11.0,17.1
97323,Zamboanga del Sur,Ramon Magsaysay,32.6,2.8,8.6,28.0,37.2
97324,Zamboanga del Sur,San Miguel,32.7,3.7,11.3,26.6,38.8
97325,Zamboanga del Sur,San Pablo,38.8,2.9,7.4,34.1,43.5
97327,Zamboanga del Sur,Tabina,37.9,4.0,10.6,31.3,44.5
97328,Zamboanga del Sur,Tambulig,32.3,2.9,8.9,27.6,37.1
97330,Zamboanga del Sur,Tukuran,33.4,3.6,10.9,27.4,39.3
97333,Zamboanga del Sur,Lakewood,39.1,4.6,11.8,31.5,46.8
97337,Zamboanga del Sur,Josefina,28.1,3.4,12.1,22.5,33.7
97338,Zamboanga del Sur,Pitogo,36.9,4.4,11.9,29.7,44.1
97340,Zamboanga del Sur,Sominot,38.4,3.6,9.4,32.5,44.3
97341,Zamboanga del Sur,Vincenzo A. Sagun,30.8,3.5,11.3,25.1,36.5
97343,Zamboanga del Sur,Guipos,31.6,3.5,11.0,25.9,37.4
97344,Zamboanga del Sur,Tigbao,39.5,3.8,9.7,33.2,45.8
98301,Zamboanga Sibugay,Alicia,37.3,3.2,8.6,32.1,42.6
98302,Zamboanga Sibugay,Buug,25.3,3.0,11.7,20.5,30.2
98303,Zamboanga Sibugay,Diplahan,28.9,3.4,11.7,23.3,34.5
98304,Zamboanga Sibugay,Imelda,29.3,3.4,11.7,23.6,34.9
98305,Zamboanga Sibugay,Ipil,22.3,2.5,11.3,18.2,26.4
98306,Zamboanga Sibugay,Kabasalan,30.1,2.6,8.6,25.8,34.4
98307,Zamboanga Sibugay,Mabuhay,42.9,4.2,9.7,36.1,49.8
98308,Zamboanga Sibugay,Malangas,30.8,3.5,11.4,25.0,36.6
98309,Zamboanga Sibugay,Naga,32.8,3.0,9.2,27.8,37.7
98310,Zamboanga Sibugay,Olutanga,36.6,4.3,11.7,29.6,43.7
98311,Zamboanga Sibugay,Payao,38.8,3.9,9.9,32.5,45.1
98312,Zamboanga Sibugay,Roseller Lim,32.3,2.7,8.4,27.8,36.7
98313,Zamboanga Sibugay,Siay,33.0,2.9,8.7,28.3,37.7
98314,Zamboanga Sibugay,Talusan,42.3,5.2,12.2,33.8,50.8
98315,Zamboanga Sibugay,Titay,33.5,2.9,8.8,28.7,38.4
98316,Zamboanga Sibugay,Tungawan,36.3,3.4,9.5,30.6,42.0
101301,Bukidnon,Baungon,34.7,3.3,9.5,29.2,40.1
101302,Bukidnon,Damulog,35.4,3.1,8.9,30.3,40.6
101303,Bukidnon,Dangcagan,27.6,3.2,11.7,22.3,33.0
101304,Bukidnon,Don Carlos,27.1,2.2,8.0,23.5,30.6
101305,Bukidnon,Impasug-ong,33.8,3.6,10.5,27.9,39.7
101306,Bukidnon,Kadingilan,33.6,3.1,9.3,28.5,38.8
101307,Bukidnon,Kalilangan,31.9,3.0,9.4,27.0,36.8
101308,Bukidnon,Kibawe,28.5,2.4,8.5,24.5,32.5
101309,Bukidnon,Kitaotao,35.6,2.6,7.2,31.4,39.8
101310,Bukidnon,Lantapan,33.9,3.1,9.0,28.9,38.9
101311,Bukidnon,Libona,27.7,3.3,11.8,22.4,33.1
101312,Bukidnon,Malaybalay City,21.6,1.7,7.7,18.9,24.3
101313,Bukidnon,Malitbog,35.6,3.9,10.8,29.3,42.0
101314,Bukidnon,Manolo Fortich,23.1,2.0,8.8,19.8,26.4
101315,Bukidnon,Maramag,23.4,2.1,8.9,20.0,26.9
101316,Bukidnon,Pangantucan,31.7,3.0,9.3,26.9,36.6
101317,Bukidnon,Quezon,29.8,2.1,7.0,26.4,33.3
101318,Bukidnon,San Fernando,36.3,2.5,6.9,32.2,40.4
101319,Bukidnon,Sumilao,32.3,4.3,13.4,25.2,39.4
101320,Bukidnon,Talakag,43.4,2.2,5.1,39.7,47.1
101321,Bukidnon,Valencia City,21.9,2.0,9.1,18.6,25.2
101322,Bukidnon,Cabanglasan,34.0,3.4,9.9,28.5,39.6
101801,Camiguin,Catarman,26.6,2.8,10.5,22.0,31.2
101802,Camiguin,Guinsiliban,30.4,4.2,13.9,23.4,37.3
101803,Camiguin,Mahinog,26.3,2.7,10.4,21.8,30.9
101804,Camiguin,Mambajao,21.4,2.4,11.2,17.5,25.4
101805,Camiguin,Sagay,32.7,3.4,10.5,27.0,38.4
103501,Lanao del Norte,Bacolod,20.4,2.5,12.1,16.4,24.5
103502,Lanao del Norte,Baloi,29.1,2.5,8.7,25.0,33.3
103503,Lanao del Norte,Baroy,17.1,2.1,12.0,13.7,20.5
103505,Lanao del Norte,Kapatagan,17.8,2.0,11.3,14.5,21.1
103506,Lanao del Norte,Sultan Naga Dimaporo,27.7,2.1,7.5,24.3,31.1
103507,Lanao del Norte,Kauswagan,23.2,2.9,12.4,18.5,28.0
103508,Lanao del Norte,Kolambugan,18.6,1.8,9.5,15.7,21.5
103509,Lanao del Norte,Lala,18.5,2.0,10.6,15.3,21.8
103510,Lanao del Norte,Linamon,20.5,2.7,13.0,16.1,24.9
103511,Lanao del Norte,Magsaysay,31.9,2.6,8.0,27.7,36.1
103512,Lanao del Norte,Maigo,18.8,2.4,12.7,14.8,22.7
103513,Lanao del Norte,Matungao,41.0,4.1,10.0,34.2,47.7
103514,Lanao del Norte,Munai,36.3,2.7,7.4,31.9,40.8
103515,Lanao del Norte,Nunungan,44.2,2.6,5.9,39.9,48.5
103516,Lanao del Norte,Pantao Ragat,42.5,3.1,7.2,37.5,47.6
103517,Lanao del Norte,Poona Piagapo,51.4,2.9,5.6,46.7,56.1
103518,Lanao del Norte,Salvador,29.1,3.0,10.1,24.3,34.0
103519,Lanao del Norte,Sapad,25.1,3.1,12.4,20.0,30.2
103520,Lanao del Norte,Tagoloan,36.5,5.1,14.0,28.1,44.8
103521,Lanao del Norte,Tangcal,44.1,3.9,8.9,37.6,50.6
103522,Lanao del Norte,Tubod,18.1,2.1,11.8,14.6,21.6
103523,Lanao del Norte,Pantar,36.7,2.8,7.7,32.1,41.4
104201,Misamis Occidental,Aloran,23.5,1.5,6.5,21.0,26.0
104202,Misamis Occidental,Baliangao,26.8,3.0,11.3,21.8,31.7
104203,Misamis Occidental,Bonifacio,35.0,2.2,6.4,31.3,38.6
104204,Misamis Occidental,Calamba,24.0,2.1,8.5,20.6,27.4
104205,Misamis Occidental,Clarin,22.5,2.0,8.7,19.3,25.7
104206,Misamis Occidental,Concepcion,49.9,3.5,7.0,44.2,55.6
104207,Misamis Occidental,Jimenez,20.4,2.0,9.9,17.1,23.8
104208,Misamis Occidental,Lopez Jaena,28.2,2.6,9.3,23.9,32.5
104209,Misamis Occidental,Oroquieta City,15.6,1.4,8.8,13.3,17.8
104210,Misamis Occidental,Ozamiz City,21.1,1.6,7.6,18.5,23.8
104211,Misamis Occidental,Panaon,18.1,2.5,13.9,14.0,22.2
104212,Misamis Occidental,Plaridel,23.8,2.0,8.3,20.5,27.0
104213,Misamis Occidental,Sapang Dalaga,35.4,2.5,7.0,31.3,39.5
104214,Misamis Occidental,Sinacaban,24.2,2.3,9.7,20.3,28.0
104215,Misamis Occidental,Tangub City,27.5,1.8,6.5,24.6,30.4
104216,Misamis Occidental,Tudela,24.4,1.9,7.8,21.3,27.5
104217,Misamis Occidental,Don Victoriano Chiongbian,35.7,4.0,11.3,29.1,42.4
104301,Misamis Oriental,Alubijid,14.9,1.9,12.7,11.8,18.0
104302,Misamis Oriental,Balingasag,20.2,1.9,9.4,17.0,23.3
104303,Misamis Oriental,Balingoan,18.5,2.8,15.4,13.8,23.1
104304,Misamis Oriental,Binuangan,17.1,2.9,16.8,12.4,21.9
104306,Misamis Oriental,Claveria,22.1,2.2,10.0,18.5,25.7
104307,Misamis Oriental,El Salvador City,13.3,2.1,15.6,9.9,16.8
104308,Misamis Oriental,Gingoog City,22.7,1.4,6.3,20.4,25.1
104309,Misamis Oriental,Gitagum,15.8,2.9,18.1,11.1,20.6
104310,Misamis Oriental,Initao,17.0,2.3,13.8,13.2,20.9
104311,Misamis Oriental,Jasaan,16.7,2.1,12.7,13.2,20.2
104312,Misamis Oriental,Kinoguitan,17.1,2.0,11.5,13.9,20.3
104313,Misamis Oriental,Lagonglong,18.9,2.6,13.8,14.6,23.2
104314,Misamis Oriental,Laguindingan,15.2,2.4,15.6,11.3,19.1
104315,Misamis Oriental,Libertad,17.9,3.5,19.3,12.2,23.6
104316,Misamis Oriental,Lugait,14.1,2.5,18.0,9.9,18.3
104317,Misamis Oriental,Magsaysay,25.8,2.2,8.4,22.2,29.4
104318,Misamis Oriental,Manticao,17.7,2.7,15.1,13.3,22.1
104319,Misamis Oriental,Medina,18.2,2.0,11.2,14.8,21.5
104320,Misamis Oriental,Naawan,16.7,2.4,14.5,12.7,20.6
104321,Misamis Oriental,Opol,12.7,1.9,15.2,9.5,15.8
104322,Misamis Oriental,Salay,17.3,2.2,12.6,13.7,20.8
104323,Misamis Oriental,Sugbongcogon,17.9,2.8,15.7,13.3,22.5
104324,Misamis Oriental,Tagoloan,16.8,2.7,15.8,12.5,21.2
104325,Misamis Oriental,Talisayan,19.9,2.5,12.4,15.8,23.9
104326,Misamis Oriental,Villanueva,16.0,3.2,19.9,10.8,21.2
112301,Davao del Norte,Asuncion (Saug),18.1,2.3,12.5,14.4,21.8
112303,Davao del Norte,Carmen,14.2,1.7,12.3,11.3,17.0
112305,Davao del Norte,Kapalong,20.9,3.3,15.9,15.4,26.4
112314,Davao del Norte,New Corella,19.6,2.8,14.0,15.1,24.1
112315,Davao del Norte,Panabo City,8.7,1.0,11.3,7.0,10.3
112317,Davao del Norte,Island Garden City of Samal,12.3,1.3,10.9,10.1,14.5
112318,Davao del Norte,Santo Tomas,12.1,1.8,14.9,9.1,15.0
112319,Davao del Norte,Tagum City,5.5,0.9,15.6,4.1,6.9
112322,Davao del Norte,Talaingod,49.6,7.1,14.3,37.9,61.2
112323,Davao del Norte,Braulio E. Dujali,11.4,2.7,23.9,6.9,15.9
112324,Davao del Norte,San Isidro,25.1,3.5,13.9,19.4,30.9
112401,Davao del Sur,Bansalan,17.3,2.1,12.2,13.8,20.7
112403,Davao del Sur,Digos City,5.5,0.9,16.3,4.0,6.9
112404,Davao del Sur,Hagonoy,14.1,1.7,11.8,11.4,16.9
112406,Davao del Sur,Kiblawan,29.9,3.4,11.3,24.3,35.5
112407,Davao del Sur,Magsaysay,23.5,2.4,10.4,19.5,27.6
112408,Davao del Sur,Malalag,17.4,2.1,12.0,14.0,20.8
112410,Davao del Sur,Matanao,21.0,1.7,8.2,18.2,23.9
112411,Davao del Sur,Padada,9.5,1.4,15.0,7.2,11.8
112412,Davao del Sur,Santa Cruz,20.7,2.8,13.4,16.2,25.3
112414,Davao del Sur,Sulop,16.1,1.9,11.8,13.0,19.3
112501,Davao Oriental,Baganga,36.4,2.0,5.6,33.0,39.7
112502,Davao Oriental,Banaybanay,26.1,1.5,5.7,23.6,28.5
112503,Davao Oriental,Boston,29.5,3.8,12.9,23.3,35.7
112504,Davao Oriental,Caraga,40.0,3.6,9.1,34.1,46.0
112505,Davao Oriental,Cateel,32.7,3.1,9.5,27.6,37.8
112506,Davao Oriental,Governor Generoso,35.1,3.4,9.6,29.5,40.6
112507,Davao Oriental,Lupon,26.1,2.7,10.5,21.5,30.6
112508,Davao Oriental,Manay,37.1,4.4,11.9,29.8,44.3
112509,Davao Oriental,Mati City (Capital),21.5,2.1,9.8,18.0,25.0
112510,Davao Oriental,San Isidro,31.2,2.8,9.0,26.6,35.9
112511,Davao Oriental,Tarragona,38.2,4.2,10.9,31.4,45.0
118201,Compostela Valley,Compostela,25.3,1.5,5.9,22.8,27.7
118202,Compostela Valley,Laak (San Vicente),24.9,1.5,5.8,22.5,27.3
118203,Compostela Valley,Mabini (Doña Alicia),22.6,3.2,14.1,17.4,27.8
118204,Compostela Valley,Maco,19.8,1.5,7.8,17.3,22.4
118205,Compostela Valley,Maragusan (San Mariano),22.7,2.4,10.4,18.9,26.6
118206,Compostela Valley,Mawab,18.1,2.6,14.5,13.7,22.4
118207,Compostela Valley,Monkayo,28.0,2.5,9.0,23.9,32.2
118208,Compostela Valley,Montevista,27.9,2.8,10.0,23.3,32.4
118209,Compostela Valley,Nabunturan,17.5,2.0,11.7,14.1,20.9
118210,Compostela Valley,New Bataan,25.6,3.0,11.6,20.7,30.5
118211,Compostela Valley,Pantukan,27.8,3.8,13.7,21.5,34.0
118601,Davao Occidental,Don Marcelino,37.9,4.2,11.1,31.0,44.8
118602,Davao Occidental,Jose Abad Santos (Trinidad),47.2,3.6,7.7,41.2,53.1
118603,Davao Occidental,Malita,35.8,3.1,8.6,30.8,40.9
118604,Davao Occidental,Santa Maria,31.7,3.3,10.5,26.2,37.2
118605,Davao Occidental,Sarangani,35.5,4.2,11.9,28.5,42.4
124701,North Cotabato,Alamada,44.3,5.0,11.4,36.1,52.5
124702,North Cotabato,Carmen,39.3,4.9,12.4,31.2,47.4
124703,North Cotabato,Kabacan,24.2,3.4,13.9,18.6,29.8
124704,North Cotabato,Kidapawan City,14.0,2.3,16.0,10.2,17.8
124705,North Cotabato,Libungan,25.2,3.9,15.6,18.8,31.6
124706,North Cotabato,Magpet,41.7,3.9,9.3,35.3,48.1
124707,North Cotabato,Makilala,20.3,2.6,12.7,16.0,24.6
124708,North Cotabato,Matalam,35.9,3.0,8.3,31.0,40.8
124709,North Cotabato,Midsayap,24.7,2.9,11.6,19.9,29.5
124710,North Cotabato,M'lang,20.6,3.0,14.8,15.7,25.5
124711,North Cotabato,Pigkawayan,33.2,2.7,8.1,28.8,37.6
124712,North Cotabato,Pikit,44.0,3.3,7.5,38.6,49.4
124713,North Cotabato,President Roxas,37.5,3.5,9.2,31.7,43.3
124714,North Cotabato,Tulunan,35.4,3.3,9.3,30.0,40.8
124715,North Cotabato,Antipas,28.6,4.6,16.0,21.0,36.2
124716,North Cotabato,Banisilan,43.0,4.0,9.2,36.4,49.6
124717,North Cotabato,Aleosan,47.1,4.3,9.2,40.0,54.2
124718,North Cotabato,Arakan,42.1,3.7,8.8,36.0,48.2
126302,South Cotabato,Banga,19.5,3.0,15.5,14.6,24.4
126306,South Cotabato,Koronodal City,12.1,2.0,16.7,8.8,15.4
126311,South Cotabato,Norala,24.6,3.9,15.7,18.2,31.0
126312,South Cotabato,Polomolok,15.0,2.9,19.3,10.2,19.8
126313,South Cotabato,Surallah,17.9,3.0,16.4,13.0,22.8
126314,South Cotabato,Tampakan,30.9,4.1,13.3,24.2,37.6
126315,South Cotabato,Tantangan,26.8,4.1,15.3,20.1,33.5
126316,South Cotabato,T'boli,45.7,3.7,8.1,39.6,51.8
126317,South Cotabato,Tupi,22.5,4.0,17.9,15.9,29.1
126318,South Cotabato,Santo Niño,17.3,3.5,20.5,11.5,23.1
126319,South Cotabato,Lake Sebu,49.3,5.2,10.5,40.8,57.9
126501,Sultan Kudarat,Bagumbayan,33.1,3.9,11.7,26.7,39.5
126502,Sultan Kudarat,Columbio,36.2,4.7,13.0,28.5,43.9
126503,Sultan Kudarat,Esperanza,27.5,3.1,11.4,22.4,32.6
126504,Sultan Kudarat,Isulan,20.6,3.6,17.4,14.7,26.5
126505,Sultan Kudarat,Kalamansig,42.2,3.8,9.0,36.0,48.5
126506,Sultan Kudarat,Lebak,34.7,3.2,9.1,29.4,40.0
126507,Sultan Kudarat,Lutayan,39.9,5.3,13.2,31.2,48.6
126508,Sultan Kudarat,Lambayong,34.6,3.4,9.8,29.0,40.2
126509,Sultan Kudarat,Palimbang,60.5,4.1,6.8,53.8,67.2
126510,Sultan Kudarat,President Quirino,26.7,3.6,13.3,20.8,32.6
126511,Sultan Kudarat,Tacurong City,10.3,2.0,19.8,7.0,13.6
126512,Sultan Kudarat,Sen. Ninoy Aquino,38.2,3.4,8.9,32.6,43.8
128001,Sarangani,Alabel,29.2,4.7,16.0,21.5,36.9
128002,Sarangani,Glan,39.3,3.1,7.8,34.2,44.4
128003,Sarangani,Kiamba,33.4,4.0,12.0,26.8,40.0
128004,Sarangani,Maasim,41.9,4.8,11.6,34.0,49.8
128005,Sarangani,Maitum,38.6,3.4,8.7,33.0,44.2
128006,Sarangani,Malapatan,45.7,4.8,10.5,37.8,53.6
128007,Sarangani,Malungon,34.2,3.4,9.9,28.6,39.8
160201,Agusan del Norte,Buenavista,24.8,2.1,8.4,21.4,28.2
160203,Agusan del Norte,Cabadbaran City,19.0,2.0,10.7,15.7,22.4
160204,Agusan del Norte,Carmen,27.2,3.8,14.1,20.9,33.5
160205,Agusan del Norte,Jabonga,31.3,3.0,9.7,26.3,36.3
160206,Agusan del Norte,Kitcharao,23.9,3.0,12.4,19.0,28.7
160207,Agusan del Norte,Las Nieves,37.2,2.8,7.5,32.7,41.8
160208,Agusan del Norte,Magallanes,21.0,3.2,15.4,15.7,26.3
160209,Agusan del Norte,Nasipit,19.7,2.1,10.6,16.3,23.1
160210,Agusan del Norte,Santiago,28.7,4.3,14.9,21.7,35.7
160211,Agusan del Norte,Tubay,28.8,2.9,10.2,24.0,33.7
160212,Agusan del Norte,Remedios T. Romualdez,27.7,3.4,12.2,22.2,33.3
160301,Agusan del Sur,Bayugan City,31.5,2.4,7.5,27.6,35.4
160302,Agusan del Sur,Bunawan,30.3,4.1,13.6,23.6,37.1
160303,Agusan del Sur,Esperanza,45.7,2.3,5.1,41.9,49.5
160304,Agusan del Sur,La Paz,50.1,3.6,7.3,44.1,56.1
160305,Agusan del Sur,Loreto,44.4,3.5,7.9,38.6,50.2
160306,Agusan del Sur,Prosperidad,34.2,2.6,7.6,30.0,38.5
160307,Agusan del Sur,Rosario,35.4,4.5,12.7,28.0,42.8
160308,Agusan del Sur,San Francisco,25.7,2.4,9.5,21.7,29.7
160309,Agusan del Sur,San Luis,47.3,3.4,7.2,41.8,52.9
160310,Agusan del Sur,Santa Josefa,31.0,3.2,10.4,25.7,36.3
160311,Agusan del Sur,Talacogon,36.2,3.5,9.8,30.4,42.0
160312,Agusan del Sur,Trento,29.6,3.8,13.0,23.3,35.9
160313,Agusan del Sur,Veruela,39.9,3.5,8.7,34.2,45.5
160314,Agusan del Sur,Sibagat,40.2,3.4,8.5,34.6,45.8
166701,Surigao del Norte,Alegria,37.4,3.2,8.5,32.1,42.6
166702,Surigao del Norte,Bacuag,31.8,3.8,11.9,25.5,38.0
166704,Surigao del Norte,Burgos,31.6,4.5,14.3,24.1,39.0
166706,Surigao del Norte,Claver,32.3,2.6,7.9,28.1,36.5
166707,Surigao del Norte,Dapa,38.1,2.5,6.6,34.0,42.3
166708,Surigao del Norte,Del Carmen,35.5,2.8,8.0,30.9,40.2
166710,Surigao del Norte,General Luna,40.7,2.9,7.0,36.0,45.4
166711,Surigao del Norte,Gigaquit,39.2,3.8,9.8,32.9,45.5
166714,Surigao del Norte,Mainit,39.0,3.1,8.1,33.8,44.1
166715,Surigao del Norte,Malimono,35.2,3.4,9.6,29.6,40.7
166716,Surigao del Norte,Pilar,37.4,3.2,8.7,32.1,42.7
166717,Surigao del Norte,Placer,32.7,3.0,9.2,27.7,37.6
166718,Surigao del Norte,San Benito,38.7,4.6,11.9,31.2,46.3
166719,Surigao del Norte,San Francisco (Anao-Aon),32.1,3.4,10.5,26.6,37.6
166720,Surigao del Norte,San Isidro,36.8,3.7,10.1,30.7,42.9
166721,Surigao del Norte,Santa Monica (Sapao),33.7,3.7,10.9,27.6,39.7
166722,Surigao del Norte,Sison,36.2,3.4,9.4,30.7,41.8
166723,Surigao del Norte,Socorro,32.0,4.1,13.0,25.2,38.8
166724,Surigao del Norte,Surigao City,24.7,1.5,6.0,22.3,27.2
166725,Surigao del Norte,Tagana-an,37.2,3.1,8.3,32.1,42.3
166727,Surigao del Norte,Tubod,29.4,3.2,10.9,24.1,34.6
166801,Surigao del Sur,Barobo,33.2,3.6,11.0,27.2,39.2
166802,Surigao del Sur,Bayabas,31.1,4.8,15.5,23.2,39.0
166803,Surigao del Sur,Bislig City,21.6,2.7,12.5,17.2,26.0
166804,Surigao del Sur,Cagwait,28.0,3.2,11.6,22.6,33.3
166805,Surigao del Sur,Cantilan,19.2,2.1,10.7,15.8,22.5
166806,Surigao del Sur,Carmen,27.3,4.2,15.3,20.5,34.2
166807,Surigao del Sur,Carrascal,23.0,3.6,15.6,17.1,29.0
166808,Surigao del Sur,Cortes,28.4,3.8,13.5,22.1,34.7
166809,Surigao del Sur,Hinatuan,31.3,2.5,8.0,27.2,35.4
166810,Surigao del Sur,Lanuza,29.5,3.1,10.5,24.4,34.6
166811,Surigao del Sur,Lianga,30.0,3.1,10.2,25.0,35.1
166812,Surigao del Sur,Lingig,36.3,3.3,9.1,30.9,41.8
166813,Surigao del Sur,Madrid,21.5,2.6,12.1,17.2,25.7
166814,Surigao del Sur,Marihatag,37.8,3.3,8.8,32.4,43.3
166815,Surigao del Sur,San Agustin,32.0,3.4,10.6,26.4,37.6
166816,Surigao del Sur,San Miguel,38.8,3.1,8.1,33.7,43.9
166817,Surigao del Sur,Tagbina,32.7,2.5,7.6,28.6,36.7
166818,Surigao del Sur,Tago,29.7,2.3,7.8,25.9,33.5
166819,Surigao del Sur,Tandag City,19.1,2.0,10.6,15.8,22.5
168501,Dinagat Islands,Basilisa (Rizal),33.2,2.5,7.4,29.2,37.3
168502,Dinagat Islands,Cagdianao,36.8,3.2,8.7,31.5,42.1
168503,Dinagat Islands,Dinagat,35.3,3.7,10.3,29.3,41.3
168504,Dinagat Islands,Libjo (Albor),38.5,3.4,8.9,32.9,44.1
168505,Dinagat Islands,Loreto,31.5,3.1,9.9,26.4,36.6
168506,Dinagat Islands,San Jose,27.6,2.5,9.1,23.5,31.7
168507,Dinagat Islands,Tubajon,35.7,4.4,12.4,28.5,43.0
150702,Basilan,Lamitan City,52.7,3.3,6.3,47.3,58.2
150703,Basilan,Lantawan,64.7,4.4,6.8,57.5,71.9
150704,Basilan,Maluso,72.8,3.7,5.0,66.7,78.8
150705,Basilan,Sumisip,72.2,3.1,4.3,67.1,77.3
150706,Basilan,Tipo-Tipo,76.6,4.1,5.3,69.9,83.3
150707,Basilan,Tuburan,75.5,5.2,6.9,67.0,84.1
150708,Basilan,Akbar,70.1,6.6,9.4,59.3,81.0
150709,Basilan,Al-barka,73.6,3.7,5.0,67.6,79.6
150710,Basilan,Hadji Mohammad Ajul,81.6,5.3,6.5,73.0,90.3
150711,Basilan,Ungkaya Pukan,76.8,4.1,5.3,70.1,83.4
150712,Basilan,Hadji Muhtamad,75.2,4.5,5.9,67.8,82.5
150713,Basilan,Tabuan-Lasa,85.9,3.5,4.1,80.2,91.6
153601,Lanao del Sur,Bacolod-Kalawi,66.6,3.6,5.4,60.7,72.6
153602,Lanao del Sur,Balabagan,73.5,3.3,4.5,68.0,78.9
153603,Lanao del Sur,Balindong (Watu),67.4,2.5,3.7,63.3,71.4
153604,Lanao del Sur,Bayang,70.4,2.7,3.9,65.9,74.9
153605,Lanao del Sur,Binidayan,69.8,3.5,5.1,64.0,75.6
153606,Lanao del Sur,Bubong,67.3,3.0,4.4,62.4,72.1
153607,Lanao del Sur,Butig,80.7,4.4,5.4,73.5,87.9
153609,Lanao del Sur,Ganassi,74.2,2.9,3.8,69.5,78.9
153610,Lanao del Sur,Kapai,88.9,2.4,2.7,85.0,92.9
153611,Lanao del Sur,Lumba-Bayabao (Maguing),76.6,2.2,2.9,72.9,80.2
153612,Lanao del Sur,Lumbatan,76.9,3.4,4.4,71.3,82.4
153613,Lanao del Sur,Madalum,74.0,2.4,3.2,70.1,77.9
153614,Lanao del Sur,Madamba,76.5,3.4,4.4,70.9,82.0
153615,Lanao del Sur,Malabang,71.0,2.7,3.7,66.7,75.4
153616,Lanao del Sur,Marantao,67.3,2.7,4.0,62.8,71.7
153617,Lanao del Sur,Marawi City,63.2,2.2,3.6,59.5,66.9
153618,Lanao del Sur,Masiu,74.9,2.2,2.9,71.3,78.5
153619,Lanao del Sur,Mulondo,78.2,2.7,3.5,73.7,82.7
153620,Lanao del Sur,Pagayawan (Tatarikan),89.6,2.6,2.9,85.2,93.9
153621,Lanao del Sur,Piagapo,83.9,2.1,2.5,80.6,87.3
153622,Lanao del Sur,Poona Bayabao (Gata),72.3,3.2,4.4,67.1,77.4
153623,Lanao del Sur,Pualas,75.9,3.2,4.2,70.7,81.1
153624,Lanao del Sur,Ditsaan-Ramain,73.0,2.6,3.6,68.7,77.3
153625,Lanao del Sur,Saguiaran,75.3,2.8,3.8,70.6,79.9
153626,Lanao del Sur,Tamparan,73.6,2.6,3.5,69.4,77.8
153627,Lanao del Sur,Taraka,72.9,3.3,4.5,67.5,78.2
153628,Lanao del Sur,Tubaran,78.3,3.2,4.0,73.1,83.5
153629,Lanao del Sur,Tugaya,70.3,3.6,5.1,64.4,76.3
153630,Lanao del Sur,Wao,65.1,2.9,4.4,60.3,69.8
153631,Lanao del Sur,Marogong,86.6,3.1,3.6,81.4,91.7
153632,Lanao del Sur,Calanogas,86.1,2.8,3.2,81.6,90.6
153633,Lanao del Sur,Buadiposo-Buntong,66.9,2.6,3.9,62.6,71.2
153634,Lanao del Sur,Maguing,76.1,2.6,3.4,71.8,80.3
153635,Lanao del Sur,Picong (Sultan Gumander),86.6,2.9,3.3,81.9,91.3
153636,Lanao del Sur,Lumbayanague,76.5,3.0,4.0,71.5,81.5
153637,Lanao del Sur,Amai Manabilang,75.7,3.5,4.7,69.9,81.6
153638,Lanao del Sur,Tagoloan II,85.0,2.6,3.1,80.7,89.3
153639,Lanao del Sur,Kapatagan,85.2,2.8,3.3,80.6,89.8
153640,Lanao del Sur,Sultan Dumalondong,88.1,4.3,4.9,81.0,95.1
153641,Lanao del Sur,Lumbaca-Unayan,82.3,3.9,4.7,75.9,88.7
153801,Maguindanao,Ampatuan,58.9,7.3,12.4,46.9,70.9
153802,Maguindanao,Buldon,66.8,6.0,9.0,56.9,76.7
153803,Maguindanao,Buluan,63.9,10.6,16.5,46.5,81.3
153805,Maguindanao,Datu Paglas,65.1,5.9,9.1,55.3,74.8
153806,Maguindanao,Datu Piang,52.1,9.0,17.2,37.4,66.9
