Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Water Sealed,Closed pit,Open Pit,none
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Minglanilla,PH072232000,21.696,303,870,1.753
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Moalboal,PH072233000,4.371,331,633,773
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Naga,PH072234000,16.162,973,1.044,3.807
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Oslob,PH072235000,3.810,142,116,1.294
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Pilar,PH072236000,2.626,15,124,271
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Pinamungahan,PH072237000,7.051,1.919,556,2.504
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Poro,PH072238000,4.114,201,129,956
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Ronda,PH072239000,2.645,254,491,833
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Samboan,PH072240000,3.573,216,138,524
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Fernando,PH072241000,8.093,658,350,3.135
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Francisco,PH072242000,6.881,299,1.773,1.207
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,San Remigio,PH072243000,6.634,964,1.032,2.285
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Santa Fe,PH072244000,2.390,84,21,2.871
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Santander,PH072245000,3.045,51,214,429
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Sibonga,PH072246000,5.676,1.437,632,1.664
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Sogod,PH072247000,4.105,482,793,1.607
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tabogon,PH072248000,2.954,490,520,3.209
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tabuelan,PH072249000,2.627,298,370,1.911
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Talisay,PH072250000,37.046,763,868,3.083
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Toledo,PH072251000,20.521,2.202,1.886,7.326
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tuburan,PH072252000,6.227,1.044,1.526,3.306
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Tudela,PH072253000,2.152,15,90,315
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Enrique Villanueva,PH076101000,1.302,0,0,130
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Larena,PH076102000,2.809,16,36,86
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Lazi,PH076103000,3.162,203,172,976
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Maria,PH076104000,2.319,136,167,561
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,San Juan,PH076105000,2.751,29,23,410
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,Siquijor (Capital),PH076106000,5.013,122,79,414
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Arteche,PH082601000,1.775,199,125,1.085
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Balangiga,PH082602000,2.245,15,10,388
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Balangkayan,PH082603000,1.500,55,29,257
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,City of Borongan (Capital),PH082604000,10.673,759,111,1.685
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Can-Avid,PH082605000,3.181,78,184,553
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Dolores,PH082606000,5.239,216,329,2.180
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,General Macarthur,PH082607000,1.725,53,83,470
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Giporlos,PH082608000,1.868,47,248,292
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Guiuan,PH082609000,7.040,273,426,1.881
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Hernani,PH082610000,1.066,216,100,174
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Jipapad,PH082611000,732,100,46,548
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Lawaan,PH082612000,1.990,5,36,278
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Llorente,PH082613000,3.255,204,135,482
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Maslog,PH082614000,579,4,9,308
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Maydolong,PH082615000,2.410,24,36,280
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Mercedes,PH082616000,955,30,29,114
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Oras,PH082617000,4.994,502,321,1.315
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Quinapondan,PH082618000,1.955,25,211,382
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Salcedo,PH082619000,3.438,201,139,408
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,San Julian,PH082620000,2.222,32,110,698
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,San Policarpo,PH082621000,2.174,127,82,515
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Sulat,PH082622000,3.028,139,71,315
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,Taft,PH082623000,3.017,151,108,421
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Abuyog,PH083701000,9.547,608,386,1.722
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Alangalang,PH083702000,6.379,2.467,444,669
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Albuera,PH083703000,7.672,315,325,722
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Babatngon,PH083705000,3.268,256,711,608
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Barugo,PH083706000,4.241,706,123,1.035
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Bato,PH083707000,4.212,493,133,2.788
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,City of Baybay,PH083708000,19.237,504,731,2.549
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Burauen,PH083710000,8.567,701,173,1.045
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Calubian,PH083713000,3.661,122,86,2.873
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Capoocan,PH083714000,3.731,251,90,1.900
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Carigara,PH083715000,7.279,478,436,1.637
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Dagami,PH083717000,5.013,312,157,1.118
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Dulag,PH083718000,7.106,1.656,123,211
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Hilongos,PH083719000,8.968,1.915,614,1.335
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Hindang,PH083720000,3.898,416,75,216
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Inopacan,PH083721000,3.914,278,65,317
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Isabel,PH083722000,7.970,134,683,1.166
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Jaro,PH083723000,5.183,750,676,1.897
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Javier (Bugho),PH083724000,3.636,830,309,387
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Julita,PH083725000,2.642,322,5,100
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Kananga,PH083726000,6.572,1.004,840,1.940
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,La Paz,PH083728000,3.959,143,24,85
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Leyte,PH083729000,3.916,619,424,2.646
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Macarthur,PH083730000,2.998,635,121,311
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Mahaplag,PH083731000,3.964,429,83,1.331
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Matag-Ob,PH083733000,2.355,851,186,505
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Matalom,PH083734000,4.531,439,367,1.656
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Mayorga,PH083735000,2.892,116,10,159
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Merida,PH083736000,5.254,611,306,517
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Ormoc City,PH083738000,34.874,1.592,1.373,2.814
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Palo,PH083739000,10.939,1.082,172,623
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Palompon,PH083740000,8.131,680,1.313,2.579
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Pastrana,PH083741000,2.541,431,56,416
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,San Isidro,PH083742000,2.812,453,265,3.144
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,San Miguel,PH083743000,2.486,586,63,481
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Santa Fe,PH083744000,2.404,653,116,464
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tabango,PH083745000,3.101,244,648,3.150
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tabontabon,PH083746000,1.769,312,38,43
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,City of Tacloban (Capital),PH083747000,39.381,2.080,1.026,1.998
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tanauan,PH083748000,8.895,765,496,783
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tolosa,PH083749000,3.089,370,93,364
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tunga,PH083750000,1.197,70,5,47
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Villaba,PH083751000,5.200,289,343,2.971
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Allen,PH084801000,4.056,54,222,562
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Biri,PH084802000,1.470,284,111,309
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Bobon,PH084803000,3.359,200,78,543
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Capul,PH084804000,1.285,377,15,724
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Catarman (Capital),PH084805000,11.652,1.475,864,1.988
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Catubig,PH084806000,4.447,781,73,605
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Gamay,PH084807000,2.779,203,190,1.498
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Laoang,PH084808000,6.871,1.181,600,2.245
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lapinig,PH084809000,1.405,25,30,732
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Las Navas,PH084810000,4.178,1.336,452,636
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lavezares,PH084811000,3.716,950,255,509
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Mapanas,PH084812000,1.220,270,64,752
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Mondragon,PH084813000,4.166,203,219,2.013
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Palapag,PH084814000,4.554,817,266,841
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Pambujan,PH084815000,3.183,976,285,873
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Rosario,PH084816000,846,502,85,478
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Antonio,PH084817000,1.187,29,98,521
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Isidro,PH084818000,3.170,232,246,1.261
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Jose,PH084819000,1.776,317,536,859
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Roque,PH084820000,3.295,403,286,767
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Vicente,PH084821000,717,0,0,705
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Silvino Lobos,PH084822000,532,587,387,890
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Victoria,PH084823000,2.240,14,86,553
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lope De Vega,PH084824000,1.338,355,77,669
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Almagro,PH086001000,1.356,93,56,600
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Basey,PH086002000,7.207,581,248,2.420
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,City of Calbayog,PH086003000,20.022,930,2.811,10.025
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Calbiga,PH086004000,2.755,182,219,1.300
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,City of Catbalogan (Capital),PH086005000,12.081,814,1.338,3.862
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Daram,PH086006000,3.722,137,352,3.210
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Gandara,PH086007000,2.544,640,335,2.780
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Hinabangan,PH086008000,1.355,117,105,806
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Jiabong,PH086009000,1.758,528,111,1.003
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Marabut,PH086010000,1.569,46,38,1.265
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Matuguinao,PH086011000,446,44,89,665
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Motiong,PH086012000,1.599,123,46,1.109
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Pinabacdao,PH086013000,1.763,138,382,867
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Jose De Buan,PH086014000,502,29,9,619
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Sebastian,PH086015000,980,69,64,345
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santa Margarita,PH086016000,2.936,373,100,1.475
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santa Rita,PH086017000,3.399,431,484,3.135
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santo Niño,PH086018000,1.588,15,19,1.083
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Talalora,PH086019000,641,29,202,655
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Tarangnan,PH086020000,2.560,138,121,1.944
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Villareal,PH086021000,2.349,176,261,2.224
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Paranas (Wright),PH086022000,3.894,159,227,1.436
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Zumarraga,PH086023000,1.168,20,212,1.676
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Tagapul-An,PH086024000,763,40,124,765
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Jorge,PH086025000,1.756,323,58,999
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Pagsanghan,PH086026000,1.098,29,49,552
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Anahawan,PH086401000,1.837,0,0,22
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Bontoc,PH086402000,5.384,129,72,666
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Hinunangan,PH086403000,6.323,141,40,115
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Hinundayan,PH086404000,2.682,156,86,35
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Libagon,PH086405000,2.781,24,5,156
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Liloan,PH086406000,4.802,84,11,203
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,City of Maasin (Capital),PH086407000,16.408,235,267,1.344
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Macrohon,PH086408000,4.690,483,88,499
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Malitbog,PH086409000,3.596,259,31,317
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Padre Burgos,PH086410000,2.144,43,36,109
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Pintuyan,PH086411000,1.942,5,11,101
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Saint Bernard,PH086412000,5.329,54,26,292
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Francisco,PH086413000,2.476,230,30,166
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Juan (Cabalian),PH086414000,3.050,70,63,65
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Ricardo,PH086415000,1.967,120,21,62
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Silago,PH086416000,2.615,153,41,38
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Sogod,PH086417000,7.600,552,49,563
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Tomas Oppus,PH086418000,3.357,115,35,25
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Limasawa,PH086419000,1.273,19,0,50
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Almeria,PH087801000,3.269,30,70,238
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Biliran,PH087802000,2.465,10,26,907
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Cabucgayan,PH087803000,2.872,110,151,1.029
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Caibiran,PH087804000,2.670,15,30,1.393
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Culaba,PH087805000,1.868,63,43,510
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Kawayan,PH087806000,3.307,50,54,836
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Maripipi,PH087807000,1.436,5,70,54
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,Naval (Capital),PH087808000,8.165,382,322,1.389
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,City of Dapitan,PH097201000,12.665,1.972,583,1.299
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,City of Dipolog (Capital),PH097202000,24.410,1.209,185,513
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Katipunan,PH097203000,5.145,1.655,947,1.532
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,La Libertad,PH097204000,1.536,143,12,145
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Labason,PH097205000,5.883,881,491,901
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Liloy,PH097206000,6.752,381,459,1.177
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Manukan,PH097207000,5.319,358,566,865
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Mutia,PH097208000,2.158,178,67,101
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Piñan (New Piñan),PH097209000,3.464,581,209,165
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Polanco,PH097210000,6.813,1.321,150,165
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Pres. Manuel A. Roxas,PH097211000,5.259,856,917,721
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Rizal,PH097212000,2.920,185,41,154
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Salug,PH097213000,4.406,1.394,328,533
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sergio Osmeña Sr.,PH097214000,3.311,1.603,415,928
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Siayan,PH097215000,1.951,2.693,1.475,670
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sibuco,PH097216000,1.766,539,968,3.262
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sibutad,PH097217000,3.118,172,151,390
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sindangan,PH097218000,12.851,3.358,1.089,2.308
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Siocon,PH097219000,4.214,941,692,2.216
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Sirawai,PH097220000,1.973,1.122,985,1.862
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Tampilisan,PH097221000,3.551,624,347,453
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Jose Dalman (Ponot),PH097222000,2.909,1.846,324,321
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Gutalac,PH097223000,2.770,1.310,1.029,1.882
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Baliguian,PH097224000,1.710,1.059,448,796
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Godod,PH097225000,1.702,988,407,596
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Bacungan (Leon T. Postigo),PH097226000,2.789,907,550,778
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,Kalawit,PH097227000,3.070,768,185,620
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Aurora,PH097302000,7.159,1.142,688,1.249
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Bayog,PH097303000,3.791,710,1.110,526
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dimataling,PH097305000,3.925,454,892,781
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dinas,PH097306000,5.413,766,307,819
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dumalinao,PH097307000,4.852,687,527,553
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Dumingag,PH097308000,5.291,2.438,1.040,407
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Kumalarang,PH097311000,3.111,606,650,1.198
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Labangan,PH097312000,5.733,1.056,435,741
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Lapuyan,PH097313000,2.094,1.246,802,1.190
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Mahayag,PH097315000,7.116,1.140,750,271
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Margosatubig,PH097317000,4.684,1.780,1.090,290
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Midsalip,PH097318000,2.890,1.606,941,1.078
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Molave,PH097319000,7.989,1.665,664,513
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,City of Pagadian (Capital),PH097322000,28.461,2.836,3.925,2.508
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Ramon Magsaysay (Liargo),PH097323000,4.349,756,544,302
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,San Miguel,PH097324000,2.475,822,213,156
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,San Pablo,PH097325000,4.023,910,439,405
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tabina,PH097327000,4.193,294,139,504
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tambulig,PH097328000,4.610,816,1.480,535
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tukuran,PH097330000,5.364,813,775,1.208
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,City of Zamboanga,PH097332000,124.340,24.132,17.413,6.039
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Lakewood,PH097333000,3.122,494,243,129
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Josefina,PH097337000,1.335,530,333,150
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Pitogo,PH097338000,4.507,513,156,711
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Sominot (Don Mariano Marcos),PH097340000,1.601,1.028,642,252
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Vincenzo A. Sagun,PH097341000,3.626,674,84,105
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Guipos,PH097343000,3.472,479,207,59
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,Tigbao,PH097344000,2.404,896,392,224
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Alicia,PH098301000,3.109,1.606,1.490,962
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Buug,PH098302000,6.145,723,201,600
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Diplahan,PH098303000,4.785,1.248,243,251
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Imelda,PH098304000,3.631,1.178,214,437
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Ipil (Capital),PH098305000,9.913,1.580,965,1.872
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Kabasalan,PH098306000,5.020,2.256,602,400
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Mabuhay,PH098307000,1.315,1.134,1.414,1.644
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Malangas,PH098308000,4.164,1.021,485,773
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Naga,PH098309000,3.954,1.527,1.097,1.049
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Olutanga,PH098310000,2.968,804,1.528,182
