Region,Region code,Province,Province code,City_Municipality,City_Mun Code,Elementary_school,Secondary_school,Enrollment_Elementary_Male,Enrollment_Elementary_Female,Enrollment_Secondary_Male,Enrollment_Secondary_Female
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Braulio E. Dujali,PH112323000,11,3,1.829,1.777,1.088,1.010
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Carmen,PH112303000,21,6,6.065,5.487,2.588,2.536
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,City of Panabo,PH112315000,45,12,14.539,13.467,6.316,6.537
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,City of Tagum (Capital),PH112319000,29,11,19.333,17.852,9.022,9.588
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Island Garden City of Samal,PH112317000,51,21,8.689,7.906,3.936,3.931
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Kapalong,PH112305000,47,13,7.054,6.491,2.847,2.901
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,New Corella,PH112314000,27,5,4.520,4.072,1.840,1.907
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,San Isidro,PH112324000,15,4,2.317,2.040,950,866
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Santo Tomas,PH112318000,26,9,9.454,8.684,3.855,4.055
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Talaingod,PH112322000,28,10,2.914,2.691,783,779
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Bansalan,PH112401000,27,5,4.637,4.369,1.261,1.169
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,City of Digos (Capital),PH112403000,36,9,13.426,12.624,5.906,6.323
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,City of Davao,PH112402000,284,79,115.134,106.060,46.074,48.931
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Don Marcelino,PH118601000,22,4,4.651,4.207,1.545,1.583
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Hagonoy,PH112404000,22,2,4.149,3.862,1.250,1.149
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Jose Abad Santos (Trinidad),PH118602000,31,5,8.084,7.725,1.922,2.065
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Kiblawan,PH112406000,30,4,3.438,3.060,1.233,1.170
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Magsaysay,PH112407000,26,5,4.710,4.195,1.378,1.442
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Malalag,PH112408000,17,1,2.913,2.701,865,969
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Malita (Capital),PH118603000,69,7,11.635,10.990,3.257,3.788
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Matanao,PH112410000,36,5,5.149,4.580,2.150,2.241
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Padada,PH112411000,12,3,2.005,1.844,678,688
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Santa Cruz,PH112412000,27,7,8.483,7.827,2.978,3.135
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Santa Maria,PH118604000,28,5,5.090,4.522,2.037,2.192
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Sarangani,PH118605000,16,2,2.084,1.937,504,615
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Sulop,PH112414000,24,3,2.666,2.420,1.083,1.191
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Baganga,PH112501000,27,5,5.335,4.827,1.827,1.877
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Banaybanay,PH112502000,18,4,3.904,3.503,1.436,1.527
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Boston,PH112503000,12,2,1.246,1.231,523,514
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Caraga,PH112504000,42,5,3.936,3.506,1.437,1.421
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Cateel,PH112505000,27,4,4.122,3.580,1.375,1.512
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,City of Mati (Capital),PH112509000,54,17,11.913,10.726,5.073,5.714
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Governor Generoso,PH112506000,22,6,5.655,5.266,2.250,2.420
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Lupon,PH112507000,35,10,5.448,5.126,2.243,2.483
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Manay,PH112508000,39,6,3.972,3.552,1.370,1.484
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,San Isidro,PH112510000,22,3,2.885,2.623,1.028,1.133
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Tarragona,PH112511000,21,2,2.497,2.280,716,829
Region XII (SOCCSKSARGEN),PH120000000,Maguindanao,PH128000000,City of Cotabato,PH129804000,28,15,16.848,16.574,6.692,7.654
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Alamada,PH124701000,38,7,5.702,5.200,2.061,2.127
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Aleosan,PH124717000,25,8,3.564,3.241,1.480,1.437
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Antipas,PH124715000,15,4,2.281,2.064,794,904
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Arakan,PH124718000,39,15,4.760,4.445,1.936,2.040
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Banisilan,PH124716000,28,6,4.081,3.904,1.505,1.612
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Carmen,PH124702000,43,12,8.653,8.374,2.788,3.111
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,City of Kidapawan (Capital),PH124704000,58,25,11.565,10.513,5.416,5.751
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Kabacan,PH124703000,32,10,8.613,8.286,2.200,2.371
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Libungan,PH124705000,29,7,4.053,3.709,1.690,1.708
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Magpet,PH124706000,42,15,4.981,4.584,1.880,1.824
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Makilala,PH124707000,49,19,7.215,6.550,2.761,2.798
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Matalam,PH124708000,50,13,7.229,6.568,2.740,2.799
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Midsayap,PH124709000,55,16,11.500,10.693,3.776,3.989
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,M'Lang,PH124710000,39,9,7.663,6.973,3.323,3.152
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Pigkawayan,PH124711000,41,10,5.295,5.041,2.378,2.446
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Pikit,PH124712000,54,11,13.357,13.362,3.682,3.995
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,President Roxas,PH124713000,37,10,4.521,3.978,1.380,1.306
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Tulunan,PH124714000,32,7,4.867,4.405,1.797,1.840
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Alabel (Capital),PH128001000,42,20,7.472,6.924,3.220,3.479
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Glan,PH128002000,53,22,10.426,9.421,3.766,4.022
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Kiamba,PH128003000,31,7,5.726,5.393,1.942,2.259
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maasim,PH128004000,31,15,6.094,5.707,2.073,2.318
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maitum,PH128005000,25,5,3.892,3.824,1.195,1.373
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malapatan,PH128006000,29,12,6.585,6.292,2.694,3.027
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malungon,PH128007000,76,37,9.576,8.859,3.744,4.063
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Banga,PH126302000,31,11,6.574,5.856,2.578,2.371
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,City of Koronadal (Capital),PH126306000,45,9,12.860,11.894,6.430,6.479
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,City of General Santos (Dadiangas),PH126303000,74,26,46.552,43.537,21.636,22.388
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Lake Sebu,PH126319000,47,8,6.858,6.342,1.667,1.668
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Norala,PH126311000,25,6,3.776,3.247,1.934,1.789
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Polomolok,PH126312000,38,10,12.082,11.104,4.598,4.551
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Santo Niño,PH126318000,13,5,3.180,2.957,1.520,1.490
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Surallah,PH126313000,34,11,7.715,7.123,3.139,3.263
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tampakan,PH126314000,18,7,3.746,3.423,1.679,1.654
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tantangan,PH126315000,21,7,3.481,3.220,1.226,1.113
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,T'Boli,PH126316000,52,13,9.402,8.728,2.882,3.025
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tupi,PH126317000,25,7,5.929,5.558,2.853,2.952
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Bagumbayan,PH126501000,41,10,5.392,4.846,1.934,1.937
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,City of Tacurong,PH126511000,24,7,7.212,6.604,2.862,3.138
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Columbio,PH126502000,25,6,2.844,2.557,969,1.029
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Esperanza,PH126503000,35,8,5.118,4.908,2.328,2.584
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Isulan (Capital),PH126504000,27,5,6.848,6.339,2.382,2.613
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Kalamansig,PH126505000,24,8,4.678,4.343,1.426,1.530
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lambayong (Mariano Marcos),PH126508000,28,8,5.334,5.077,2.048,2.141
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lebak,PH126506000,39,10,8.329,7.693,2.187,2.471
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lutayan,PH126507000,18,3,3.686,3.548,915,1.159
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Palimbang,PH126509000,33,11,5.584,5.323,1.492,1.848
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,President Quirino,PH126510000,22,4,3.489,3.371,1.254,1.545
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Sen. Ninoy Aquino,PH126512000,39,7,3.095,2.892,1.005,935
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Buenavista,PH160201000,37,11,5.379,4.888,2.038,2.083
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Butuan (Capital),PH160202000,107,37,28.108,26.098,12.916,13.395
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Carmen,PH160204000,12,4,1.971,1.868,887,877
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Cabadbaran,PH160203000,27,7,6.236,5.778,2.095,1.871
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Jabonga,PH160205000,18,5,2.190,2.015,841,849
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Kitcharao,PH160206000,11,2,1.650,1.496,660,641
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Las Nieves,PH160207000,26,9,3.117,2.783,1.399,1.465
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Magallanes,PH160208000,10,2,1.795,1.680,772,794
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Nasipit,PH160209000,18,4,3.408,3.178,979,905
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Remedios T. Romualdez,PH160212000,9,2,1.712,1.358,779,696
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Santiago,PH160210000,11,2,1.856,1.607,909,984
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Tubay,PH160211000,14,3,2.273,2.060,642,659
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Bunawan,PH160302000,21,2,3.904,3.535,1.348,1.478
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,City of Bayugan,PH160301000,56,10,9.589,8.601,4.313,4.635
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Esperanza,PH160303000,53,10,6.274,5.661,1.897,1.946
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,La Paz,PH160304000,28,2,2.988,2.912,689,739
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Loreto,PH160305000,39,11,4.658,4.322,1.747,1.865
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Prosperidad (Capital),PH160306000,40,12,7.661,7.200,3.090,3.040
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Rosario,PH160307000,22,5,4.609,4.188,1.379,1.361
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Francisco,PH160308000,30,6,6.657,6.151,3.461,3.510
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Luis,PH160309000,32,5,3.673,3.289,1.174,1.205
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Santa Josefa,PH160310000,17,6,2.374,2.108,1.104,1.097
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Sibagat,PH160314000,29,5,3.141,2.917,1.026,1.026
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Talacogon,PH160311000,28,12,3.902,3.400,1.973,2.042
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Trento,PH160312000,31,9,5.213,4.688,2.293,2.290
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Veruela,PH160313000,28,5,3.833,3.372,1.474,1.464
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Basilisa (Rizal),PH168501000,28,8,1.835,1.590,876,861
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Cagdianao,PH168502000,19,4,1.573,1.428,808,723
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Dinagat,PH168503000,12,3,805,703,441,395
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Libjo (Albor),PH168504000,17,7,1.700,1.530,833,818
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Loreto,PH168505000,10,3,859,785,375,352
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,San Jose (Capital),PH168506000,13,3,1.928,1.763,1.098,1.089
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Tubajon,PH168507000,9,3,739,670,347,323
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Alegria,PH166701000,9,1,1.278,1.196,766,688
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Bacuag,PH166702000,14,3,1.159,1.029,652,606
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Burgos,PH166704000,5,1,330,333,154,150
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Claver,PH166706000,16,2,3.011,2.604,1.250,1.331
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Dapa,PH166707000,21,5,2.250,2.039,1.335,1.435
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Del Carmen,PH166708000,19,3,1.468,1.287,539,520
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,General Luna,PH166710000,17,4,1.477,1.421,806,809
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Gigaquit,PH166711000,18,2,1.766,1.584,544,556
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Mainit,PH166714000,23,5,2.373,2.194,1.211,1.135
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Malimono,PH166715000,16,6,1.473,1.407,731,637
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Pilar,PH166716000,12,2,752,754,345,292
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Placer,PH166717000,19,4,2.425,2.105,1.098,1.121
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Benito,PH166718000,6,1,508,457,115,133
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Francisco (Anao-Aon),PH166719000,11,2,1.194,1.042,564,543
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Isidro,PH166720000,12,2,657,566,331,318
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Santa Monica (Sapao),PH166721000,10,3,742,630,417,382
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Sison,PH166722000,13,3,1.211,1.054,564,514
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Socorro,PH166723000,18,4,2.062,1.867,912,899
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,City of Surigao (Capital),PH166724000,65,23,11.605,10.491,5.891,6.042
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tagana-An,PH166725000,14,3,1.443,1.333,668,651
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tubod,PH166727000,9,2,1.087,1.073,613,572
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Barobo,PH166801000,31,7,4.691,4.242,1.867,1.877
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Bayabas,PH166802000,8,1,702,626,172,184
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cagwait,PH166804000,14,3,1.818,1.659,705,720
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cantilan,PH166805000,23,6,2.604,2.333,1.041,936
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carmen,PH166806000,10,2,944,904,277,233
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carrascal,PH166807000,17,3,1.827,1.728,864,834
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,City of Bislig,PH166803000,51,18,7.510,6.786,2.954,2.905
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,City of Tandag (Capital),PH166819000,26,5,4.857,4.602,2.352,2.426
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cortes,PH166808000,15,4,1.486,1.323,753,681
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Hinatuan,PH166809000,39,12,3.691,3.342,1.812,1.758
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lanuza,PH166810000,13,5,1.106,1.001,529,496
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lianga,PH166811000,18,4,2.603,2.416,1.096,1.084
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Lingig,PH166812000,42,5,3.132,2.873,1.012,983
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Madrid,PH166813000,13,2,1.274,1.147,640,639
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Marihatag,PH166814000,13,4,1.757,1.635,559,602
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,San Agustin,PH166815000,13,3,1.712,1.539,637,636
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,San Miguel,PH166816000,42,8,4.118,3.863,1.404,1.404
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Tagbina,PH166817000,39,16,3.607,3.321,1.665,1.592
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Tago,PH166818000,30,5,3.393,3.070,1.447,1.484
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Bangued (Capital),PH140101000,24,2,3.208,2.864,1.132,1.179
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Boliney,PH140102000,8,1,300,249,96,70
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Bucay,PH140103000,17,3,1.317,1.164,755,692
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Bucloc,PH140104000,4,0,172,156,0,0
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Daguioman,PH140105000,3,1,118,120,128,92
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Danglas,PH140106000,5,1,285,294,211,195
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Dolores,PH140107000,10,1,766,733,238,212
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,La Paz,PH140108000,14,2,1.108,1.124,363,310
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lacub,PH140109000,7,1,305,269,68,73
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lagangilang,PH140110000,15,2,1.039,916,340,325
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lagayan,PH140111000,8,1,371,339,142,157
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Langiden,PH140112000,5,1,236,217,98,81
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Licuan-Baay (Licuan),PH140113000,13,1,343,319,77,76
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Luba,PH140114000,15,2,508,449,113,97
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Malibcong,PH140115000,10,1,299,239,72,61
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Manabo,PH140116000,10,1,870,746,381,297
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Peñarrubia,PH140117000,7,1,506,469,133,106
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Pidigan,PH140118000,11,1,802,756,334,246
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Pilar,PH140119000,13,3,751,672,472,372
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Sallapadan,PH140120000,13,1,461,415,74,80
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Isidro,PH140121000,7,1,344,297,165,172
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Juan,PH140122000,11,2,848,801,440,390
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Quintin,PH140123000,6,1,350,320,152,141
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tayum,PH140124000,7,2,1.030,902,412,405
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tineg,PH140125000,13,2,436,433,157,178
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tubo,PH140126000,15,3,361,337,220,163
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Villaviciosa,PH140127000,7,0,412,433,0,0
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Calanasan (Bayag),PH148101000,25,5,925,835,427,430
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Conner,PH148102000,36,8,2.321,2.048,1.093,1.129
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Flora,PH148103000,17,3,1.477,1.311,562,528
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Kabugao (Capital),PH148104000,35,4,1.480,1.232,308,276
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Luna,PH148105000,23,6,1.520,1.375,785,766
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Pudtol,PH148106000,18,4,1.294,1.071,555,464
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Santa Marcela,PH148107000,13,4,992,896,521,489
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Atok,PH141101000,22,2,1.321,1.240,306,308
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,City of Baguio,PH141102000,45,23,18.534,17.333,10.144,10.826
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bakun,PH141103000,29,4,1.036,943,294,348
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bokod,PH141104000,38,3,974,891,412,438
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Buguias,PH141105000,43,6,2.983,2.711,1.250,1.308
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Itogon,PH141106000,39,7,3.907,3.581,879,903
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kabayan,PH141107000,22,4,1.101,941,390,449
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kapangan,PH141108000,27,4,1.449,1.237,702,666
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kibungan,PH141109000,24,3,1.314,1.255,250,301
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,La Trinidad (Capital),PH141110000,23,7,5.569,5.183,2.067,2.312
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Mankayan,PH141111000,35,9,2.724,2.489,1.353,1.318
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Sablan,PH141112000,13,2,593,558,213,195
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tuba,PH141113000,33,6,2.771,2.439,1.059,1.019
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tublay,PH141114000,19,2,1.296,1.188,786,930
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Aguinaldo,PH142708000,25,4,1.764,1.533,500,627
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Alfonso Lista (Potia),PH142707000,27,5,2.824,2.473,1.292,1.396
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Asipulo,PH142711000,22,4,1.158,1.103,372,569
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Banaue,PH142701000,23,3,1.547,1.486,300,331
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hingyon,PH142709000,15,2,824,725,310,340
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hungduan,PH142702000,14,2,721,575,214,254
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Kiangan,PH142703000,15,1,1.187,1.107,143,131
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lagawe (Capital),PH142704000,18,3,1.602,1.398,299,241
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lamut,PH142705000,23,7,2.182,1.945,795,929
