,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
626,Jose Abad Santos,JOSE ABAD SANTOS (TRINIDAD),387.0,3074.0,498.0,3782.0,715.0,1481.0,4803.0,3028.0,324.0,1.0,22.0,2.0,,2015.0
627,Jose Dalman,JOSE DALMAN (PONOT),391.0,1099.0,97.0,1643.0,38.0,858.0,360.0,1080.0,287.0,,251.0,,,2015.0
628,Josefina,JOSEFINA,971.0,1004.0,2.0,174.0,2.0,232.0,15.0,143.0,13.0,,,,,2015.0
629,Jose Panganiban,,,,,,,,,,,,,,,
630,Jovellar,,,,,,,,,,,,,,,
631,Juban,,,,,,,,,,,,,,,
632,Julita,JULITA,263.0,374.0,431.0,2366.0,17.0,223.0,15.0,,11.0,5.0,135.0,,,2015.0
633,Kabacan,KABACAN,4516.0,1101.0,3128.0,6888.0,1109.0,504.0,1096.0,233.0,5.0,1.0,1501.0,12.0,,2015.0
634,Kabankalan,CITY OF KABANKALAN,2613.0,4020.0,1912.0,10318.0,1479.0,6664.0,4602.0,1766.0,101.0,1805.0,5043.0,28.0,,2015.0
635,Kabasalan,KABASALAN,1642.0,4192.0,184.0,421.0,47.0,343.0,707.0,256.0,13.0,22.0,1683.0,7.0,,2015.0
636,Kabayan,KABAYAN,11.0,5.0,1.0,3.0,,,1948.0,1516.0,1.0,,4.0,,,2015.0
637,Kabugao,KABUGAO (Capital),47.0,69.0,70.0,7.0,46.0,465.0,1749.0,558.0,128.0,,3.0,,,2015.0
638,Kabuntalan,KABUNTALAN (TUMBAO),39.0,10.0,32.0,210.0,256.0,1829.0,3.0,3.0,155.0,2.0,43.0,,,2015.0
639,Kadingilan,KADINGILAN,2665.0,1405.0,34.0,192.0,301.0,330.0,1551.0,843.0,3.0,4.0,126.0,,,2015.0
640,Kalamansig,KALAMANSIG,1013.0,3330.0,192.0,1551.0,841.0,271.0,1514.0,1639.0,448.0,3.0,33.0,122.0,,2015.0
641,Kalawit,KALAWIT,173.0,1446.0,341.0,1144.0,299.0,987.0,50.0,317.0,2.0,10.0,61.0,,,2015.0
642,Kalayaan (LA),KALAYAAN,1670.0,1489.0,24.0,113.0,11.0,242.0,940.0,35.0,,306.0,298.0,19.0,,2015.0
643,Kalayaan (PN),KALAYAAN,1.0,,,,,,,,,,30.0,,,2015.0
644,Kalibo,KALIBO (Capital),7984.0,2628.0,869.0,325.0,163.0,47.0,117.0,,,,5797.0,,,2015.0
645,Kalilangan,KALILANGAN,2682.0,1729.0,244.0,931.0,27.0,406.0,2129.0,594.0,8.0,10.0,109.0,,,2015.0
646,Kalingalan Caluang,KALINGALAN CALUANG,39.0,32.0,92.0,1307.0,18.0,2558.0,315.0,20.0,759.0,394.0,14.0,,,2015.0
647,Kananga,KANANGA,3303.0,5276.0,200.0,1463.0,60.0,964.0,679.0,114.0,55.0,81.0,725.0,1.0,,2015.0
648,Kapai,KAPAI,296.0,100.0,,405.0,,12.0,1309.0,259.0,340.0,,1.0,1.0,,2015.0
649,Kapalong,KAPALONG,1954.0,1474.0,1159.0,5310.0,1523.0,298.0,1397.0,9.0,419.0,3007.0,715.0,,,2015.0
650,Kapangan,KAPANGAN,1372.0,157.0,95.0,119.0,,183.0,431.0,1187.0,27.0,26.0,601.0,,,2015.0
651,Kapatagan (LN),KAPATAGAN,4129.0,6143.0,375.0,2541.0,228.0,202.0,564.0,175.0,14.0,476.0,151.0,,,2015.0
652,Kapatagan (LS),KAPATAGAN,334.0,1555.0,47.0,16.0,13.0,304.0,29.0,,137.0,168.0,,1.0,,2015.0
653,Kasibu,KASIBU,829.0,975.0,348.0,276.0,413.0,175.0,1944.0,2988.0,45.0,6.0,446.0,3.0,,2015.0
654,Katipunan,KATIPUNAN,527.0,1582.0,205.0,1909.0,213.0,537.0,1506.0,1741.0,43.0,177.0,1362.0,1.0,,2015.0
655,Kauswagan,KAUSWAGAN,1530.0,2411.0,30.0,367.0,13.0,149.0,432.0,355.0,159.0,217.0,253.0,,,2015.0
656,Kawayan,KAWAYAN,2651.0,1462.0,104.0,158.0,17.0,6.0,,24.0,7.0,70.0,132.0,,,2015.0
657,Kawit,KAWIT,1494.0,430.0,91.0,1405.0,154.0,5.0,16.0,,2.0,193.0,17129.0,99.0,,2015.0
658,Kayapa,KAYAPA,27.0,,2.0,50.0,19.0,188.0,2998.0,2242.0,6.0,,7.0,5.0,,2015.0
659,Kiamba,KIAMBA,474.0,3803.0,1544.0,4453.0,551.0,366.0,1264.0,522.0,392.0,39.0,180.0,,,2015.0
660,Kiangan,KIANGAN,537.0,758.0,35.0,22.0,13.0,,1190.0,314.0,,102.0,510.0,4.0,,2015.0
661,Kibawe,KIBAWE,2368.0,1796.0,218.0,806.0,51.0,1082.0,1264.0,464.0,2.0,120.0,701.0,,,2015.0
662,Kiblawan,KIBLAWAN,4681.0,4162.0,172.0,1221.0,370.0,1653.0,462.0,363.0,134.0,3.0,253.0,,,2015.0
663,Kibungan,KIBUNGAN,596.0,148.0,49.0,4.0,3.0,2.0,1593.0,1077.0,107.0,,8.0,,,2015.0
664,Kidapawan,CITY OF KIDAPAWAN (Capital),22736.0,5954.0,1014.0,812.0,41.0,559.0,1005.0,202.0,16.0,435.0,451.0,25.0,,2015.0
665,Kinoguitan,KINOGUITAN,1272.0,1239.0,70.0,224.0,5.0,137.0,14.0,1.0,,1.0,83.0,,,2015.0
666,Kitaotao,KITAOTAO,2064.0,4136.0,284.0,993.0,75.0,431.0,2433.0,169.0,5.0,24.0,283.0,,,2015.0
667,Kitcharao,,,,,,,,,,,,,,,
668,Kolambugan,KOLAMBUGAN,1611.0,1095.0,105.0,1689.0,44.0,183.0,1364.0,171.0,,1.0,183.0,,,2015.0
669,Koronadal,CITY OF KORONADAL (Capital),5991.0,2992.0,7553.0,9183.0,561.0,322.0,1429.0,157.0,50.0,815.0,13767.0,82.0,,2015.0
670,Kumalarang,KUMALARANG,793.0,712.0,10.0,186.0,3.0,130.0,3477.0,446.0,172.0,1.0,75.0,,,2015.0
671,Laak,LAAK (SAN VICENTE),1985.0,5197.0,214.0,2398.0,234.0,3856.0,2009.0,982.0,349.0,172.0,141.0,,,2015.0
672,Labangan,LABANGAN,1034.0,1882.0,309.0,2136.0,402.0,652.0,316.0,162.0,3.0,683.0,1186.0,2.0,,2015.0
673,Labason,LABASON,1905.0,2127.0,551.0,1325.0,459.0,354.0,385.0,209.0,2.0,22.0,1844.0,3.0,,2015.0
674,Labo,,,,,,,,,,,,,,,
675,Labrador,LABRADOR,69.0,35.0,833.0,1205.0,,2.0,83.0,10.0,,1.0,3241.0,1.0,,2015.0
676,La Carlota,LA CARLOTA CITY,8926.0,1921.0,241.0,1578.0,25.0,288.0,1897.0,607.0,10.0,92.0,629.0,73.0,,2015.0
677,La Castellana,LA CASTELLANA,3008.0,2303.0,760.0,2691.0,241.0,408.0,4659.0,2007.0,167.0,671.0,286.0,7.0,,2015.0
678,Lacub,LACUB,6.0,,1.0,2.0,,,587.0,49.0,,,2.0,,,2015.0
679,Lagangilang,LAGANGILANG,358.0,254.0,346.0,750.0,127.0,79.0,484.0,158.0,5.0,,583.0,3.0,,2015.0
680,Lagawe,LAGAWE (Capital),1109.0,718.0,71.0,41.0,7.0,23.0,425.0,159.0,5.0,7.0,1384.0,3.0,,2015.0
681,Lagayan,LAGAYAN,3.0,55.0,42.0,78.0,107.0,2.0,211.0,401.0,30.0,,2.0,1.0,,2015.0
682,Lagonglong,LAGONGLONG,1811.0,884.0,147.0,1307.0,17.0,104.0,145.0,53.0,13.0,,103.0,,,2015.0
683,Lagonoy,,,,,,,,,,,,,,,
684,Laguindingan,LAGUINDINGAN,2197.0,1456.0,2.0,255.0,17.0,,71.0,6.0,12.0,5.0,1593.0,,,2015.0
685,Lake Sebu,LAKE SEBU,1050.0,5623.0,750.0,1838.0,456.0,3297.0,4217.0,1151.0,5.0,60.0,128.0,3.0,,2015.0
686,Lakewood,LAKEWOOD,526.0,591.0,16.0,131.0,2.0,84.0,1879.0,667.0,51.0,119.0,32.0,1.0,,2015.0
687,Lala,LALA,1338.0,656.0,2081.0,8164.0,69.0,49.0,282.0,167.0,,784.0,1853.0,,,2015.0
688,La Libertad (NR),LA LIBERTAD,1740.0,1852.0,1143.0,1541.0,193.0,640.0,961.0,264.0,18.0,126.0,672.0,14.0,,2015.0
689,La Libertad (ZN),LA LIBERTAD,27.0,234.0,23.0,165.0,22.0,411.0,508.0,389.0,,1.0,91.0,,,2015.0
690,Lallo,LAL-LO,308.0,117.0,1340.0,2849.0,1206.0,891.0,166.0,23.0,6.0,,3365.0,,,2015.0
691,Lambayong,LAMBAYONG (MARIANO MARCOS),253.0,443.0,2039.0,7939.0,3733.0,7.0,1485.0,9.0,1.0,47.0,1817.0,42.0,,2015.0
692,Lambunao,LAMBUNAO,1042.0,1361.0,2364.0,5848.0,511.0,1958.0,562.0,3.0,281.0,1073.0,925.0,6.0,,2015.0
693,Lamitan,CITY OF LAMITAN,3636.0,3302.0,549.0,2927.0,565.0,2722.0,557.0,40.0,81.0,122.0,535.0,29.0,,2015.0
694,Lamut,LAMUT,318.0,277.0,1364.0,1361.0,20.0,94.0,737.0,100.0,,5.0,1324.0,,,2015.0
695,Langiden,LANGIDEN,2.0,202.0,10.0,239.0,,,65.0,178.0,4.0,,5.0,,,2015.0
696,Languyan,LANGUYAN,1062.0,258.0,73.0,56.0,85.0,3710.0,3.0,2.0,714.0,342.0,62.0,,,2015.0
697,Lantapan,LANTAPAN,3897.0,4935.0,118.0,537.0,10.0,129.0,984.0,378.0,186.0,986.0,807.0,,,2015.0
698,Lantawan,LANTAWAN,586.0,799.0,285.0,1532.0,7.0,896.0,193.0,156.0,110.0,15.0,29.0,1.0,,2015.0
699,Lanuza,LANUZA,368.0,761.0,372.0,610.0,3.0,,204.0,210.0,14.0,,241.0,,,2015.0
700,Laoac,LAOAC,374.0,29.0,3005.0,2739.0,16.0,3.0,2.0,,,1.0,1259.0,1.0,,2015.0
701,Laoag,LAOAG CITY (Capital),2142.0,513.0,2289.0,1702.0,225.0,429.0,40.0,,,113.0,17829.0,3.0,,2015.0
702,Laoang,LAOANG,176.0,1880.0,444.0,3203.0,312.0,3985.0,449.0,42.0,46.0,120.0,1624.0,2.0,,2015.0
703,La Paz (AA),LA PAZ,141.0,208.0,421.0,968.0,104.0,659.0,326.0,114.0,221.0,1.0,279.0,,,2015.0
704,La Paz (AS),LA PAZ,39.0,1180.0,22.0,242.0,17.0,423.0,652.0,820.0,887.0,705.0,288.0,22.0,,2015.0
705,La Paz (LE),LA PAZ,751.0,1720.0,110.0,520.0,1283.0,237.0,178.0,56.0,4.0,28.0,91.0,2.0,,2015.0
706,La Paz (TC),LA PAZ,1045.0,139.0,3366.0,4594.0,420.0,1.0,14.0,2.0,1.0,6.0,4467.0,7.0,,2015.0
707,Lapinig,LAPINIG,18.0,471.0,210.0,1670.0,,18.0,91.0,,,,5.0,,,2015.0
708,Lapu Lapu,LAPU-LAPU CITY (OPON),1570.0,2358.0,767.0,2754.0,739.0,702.0,104.0,7.0,767.0,1650.0,88150.0,5.0,,2015.0
709,Lapuyan,LAPUYAN,930.0,3083.0,80.0,838.0,2.0,234.0,448.0,99.0,1.0,1.0,77.0,,,2015.0
710,Larena,LARENA,1134.0,683.0,3.0,34.0,,22.0,183.0,16.0,2.0,1.0,1037.0,,,2015.0
711,Lasam,LASAM,319.0,528.0,2591.0,2274.0,56.0,286.0,64.0,,54.0,5.0,2849.0,,,2015.0
712,Las Navas,LAS NAVAS,261.0,3358.0,53.0,433.0,4.0,658.0,753.0,868.0,213.0,93.0,439.0,,,2015.0
713,Las Nieves,,,,,,,,,,,,,,,
714,Las Pinas,CITY OF LAS PIÑAS,31603.0,6259.0,314.0,595.0,41.0,61.0,807.0,6.0,11.0,4868.0,97136.0,224.0,,2015.0
715,La Trinidad,LA TRINIDAD (Capital),2679.0,442.0,231.0,194.0,3.0,41.0,1724.0,990.0,31.0,131.0,27691.0,,,2015.0
716,Laua-An,LAUA-AN,107.0,1076.0,863.0,2235.0,101.0,114.0,793.0,487.0,67.0,4.0,232.0,1.0,,2015.0
717,Laur,LAUR,2331.0,1133.0,1623.0,2620.0,159.0,73.0,547.0,32.0,13.0,35.0,225.0,2.0,,2015.0
718,Laurel,LAUREL,3553.0,1445.0,1283.0,1251.0,248.0,142.0,38.0,1.0,96.0,464.0,39.0,3.0,,2015.0
719,Lavezares,LAVEZARES,173.0,2382.0,272.0,1462.0,135.0,78.0,764.0,134.0,26.0,337.0,370.0,,,2015.0
720,Lawaan,LAWAAN,155.0,408.0,40.0,907.0,50.0,157.0,18.0,10.0,6.0,,1270.0,,,2015.0
721,Lazi,LAZI,959.0,2070.0,32.0,333.0,62.0,159.0,253.0,175.0,3.0,6.0,959.0,,,2015.0
722,Lebak,LEBAK,930.0,2977.0,992.0,4554.0,1229.0,2668.0,3899.0,1828.0,142.0,9.0,1159.0,1.0,,2015.0
723,Leganes,LEGANES,94.0,95.0,250.0,660.0,11.0,95.0,11.0,,3.0,321.0,5493.0,,,2015.0
724,Legazpi,,,,,,,,,,,,,,,
725,Lemery (BS),LEMERY,11567.0,5000.0,418.0,458.0,6.0,12.0,23.0,,31.0,79.0,2536.0,11.0,,2015.0
726,Lemery (IO),LEMERY,468.0,735.0,1969.0,3626.0,96.0,496.0,252.0,149.0,1.0,21.0,26.0,,,2015.0
727,Leon,LEON,502.0,968.0,1237.0,2701.0,192.0,995.0,1484.0,449.0,2.0,139.0,2084.0,2.0,,2015.0
728,Leyte,LEYTE,622.0,4638.0,305.0,1880.0,8.0,1226.0,33.0,90.0,58.0,82.0,158.0,1.0,,2015.0
729,Lezo,LEZO,355.0,188.0,864.0,1405.0,12.0,27.0,60.0,,,,679.0,,,2015.0
730,Lian,LIAN,1620.0,1222.0,2048.0,3073.0,569.0,291.0,165.0,70.0,1.0,1130.0,2766.0,1.0,,2015.0
731,Lianga,LIANGA,717.0,2042.0,10.0,581.0,4.0,13.0,644.0,71.0,11.0,2.0,2207.0,,,2015.0
732,Libacao,LIBACAO,876.0,316.0,422.0,545.0,526.0,1466.0,1421.0,984.0,,,19.0,,,2015.0
733,Libagon,LIBAGON,1499.0,395.0,13.0,482.0,28.0,2.0,633.0,,1.0,1.0,124.0,,,2015.0
734,Libertad (AE),LIBERTAD,131.0,649.0,588.0,1093.0,302.0,1.0,132.0,356.0,1.0,29.0,355.0,2.0,,2015.0
735,Libertad (MO),LIBERTAD,1319.0,728.0,13.0,193.0,,18.0,29.0,1.0,14.0,7.0,396.0,,,2015.0
736,Libjo,LIBJO (ALBOR),1577.0,2168.0,42.0,214.0,1.0,22.0,23.0,10.0,5.0,4.0,37.0,,,2015.0
737,Libmanan,,,,,,,,,,,,,,,
738,Libon,,,,,,,,,,,,,,,
739,Libona,LIBONA,3362.0,2225.0,370.0,616.0,8.0,454.0,1432.0,470.0,20.0,538.0,462.0,,,2015.0
740,Libungan,LIBUNGAN,842.0,1031.0,1246.0,3585.0,934.0,992.0,1072.0,136.0,13.0,379.0,1244.0,2.0,,2015.0
741,Licab,LICAB,1708.0,536.0,1678.0,2373.0,83.0,,,,,,8.0,1.0,,2015.0
742,Licuan-Baay,LICUAN-BAAY (LICUAN),,,7.0,1.0,,1.0,908.0,50.0,1.0,,,,,2015.0
743,Lidlidda,LIDLIDDA,5.0,,9.0,305.0,21.0,,437.0,19.0,,,206.0,2.0,,2015.0
744,Ligao,,,,,,,,,,,,,,,
745,Lila,LILA,597.0,456.0,,1.0,,,48.0,,,,988.0,,,2015.0
746,Liliw,LILIW,6648.0,873.0,16.0,73.0,1.0,36.0,32.0,6.0,,1.0,1621.0,2.0,,2015.0
747,Liloan (CU),LILOAN,1207.0,1014.0,445.0,1356.0,20.0,37.0,224.0,26.0,1.0,721.0,22793.0,3.0,,2015.0
748,Liloan (SL),LILOAN,3142.0,1241.0,11.0,15.0,6.0,3.0,96.0,,2.0,3.0,571.0,,,2015.0
749,Liloy,LILOY,3035.0,1807.0,157.0,1139.0,93.0,585.0,216.0,66.0,7.0,39.0,2104.0,121.0,,2015.0
750,Limasawa,LIMASAWA,16.0,1.0,62.0,786.0,,,130.0,43.0,,,328.0,,,2015.0
751,Limay,LIMAY,5109.0,2302.0,122.0,3073.0,1095.0,71.0,1519.0,65.0,10.0,41.0,1900.0,38.0,,2015.0
752,Linamon,LINAMON,1711.0,732.0,28.0,489.0,91.0,6.0,778.0,89.0,2.0,,547.0,,,2015.0
753,Linapacan,LINAPACAN,24.0,1428.0,7.0,49.0,18.0,1468.0,236.0,25.0,44.0,31.0,40.0,,,2015.0
754,Lingayen,LINGAYEN (Capital),952.0,531.0,1912.0,3772.0,192.0,71.0,48.0,,,63.0,14238.0,1.0,,2015.0
755,Lingig,LINGIG,216.0,2286.0,157.0,275.0,113.0,157.0,1145.0,1303.0,,1081.0,361.0,,,2015.0
756,Lipa,LIPA CITY,45047.0,5712.0,767.0,1073.0,91.0,342.0,374.0,53.0,49.0,88.0,19782.0,229.0,,2015.0
757,Llanera,LLANERA,663.0,452.0,4332.0,2796.0,26.0,13.0,1.0,,,8.0,1299.0,,,2015.0
758,Llorente,LLORENTE,520.0,664.0,813.0,2192.0,3.0,1.0,97.0,123.0,22.0,1.0,332.0,,,2015.0
759,Loay,LOAY,777.0,296.0,54.0,149.0,13.0,9.0,88.0,,,2.0,2190.0,,,2015.0
760,Lobo,LOBO,4266.0,538.0,274.0,348.0,70.0,24.0,2965.0,244.0,2.0,5.0,308.0,8.0,,2015.0
761,Loboc,LOBOC,750.0,363.0,6.0,31.0,39.0,46.0,137.0,6.0,9.0,7.0,2089.0,,,2015.0
762,Looc (OM),LOOC,703.0,803.0,106.0,240.0,203.0,320.0,21.0,1.0,19.0,,5.0,,,2015.0
763,Looc (RN),LOOC,1082.0,581.0,502.0,1477.0,14.0,96.0,139.0,70.0,1.0,,1417.0,1.0,,2015.0
764,Loon,LOON,1889.0,905.0,25.0,146.0,30.0,24.0,1143.0,100.0,1247.0,428.0,4005.0,10.0,,2015.0
765,Lope De Vega,LOPE DE VEGA,63.0,1310.0,20.0,323.0,15.0,9.0,659.0,278.0,93.0,1.0,76.0,,,2015.0
766,Lopez,LOPEZ,856.0,1777.0,832.0,1416.0,455.0,5140.0,2014.0,415.0,342.0,1260.0,6290.0,66.0,,2015.0
767,Lopez Jaena,LOPEZ JAENA,2518.0,1957.0,50.0,300.0,8.0,134.0,569.0,2.0,2.0,179.0,111.0,,,2015.0
768,Loreto (AS),LORETO,149.0,1181.0,475.0,2396.0,230.0,1420.0,1189.0,912.0,756.0,104.0,216.0,,,2015.0
769,Loreto (DI),LORETO,1740.0,357.0,38.0,22.0,14.0,34.0,26.0,,10.0,1.0,17.0,,,2015.0
770,Los Banos,LOS BAÑOS,21993.0,2197.0,1082.0,980.0,322.0,205.0,387.0,1.0,75.0,12.0,1763.0,3.0,,2015.0
771,Luba,LUBA,,,,,,,1361.0,5.0,1.0,1.0,2.0,,,2015.0
772,Lubang,LUBANG,1366.0,447.0,59.0,78.0,17.0,199.0,2.0,4.0,455.0,2.0,2146.0,2.0,,2015.0
773,Lubao,LUBAO,9294.0,1415.0,5024.0,5774.0,586.0,81.0,220.0,4.0,3.0,371.0,11656.0,64.0,,2015.0
774,Lubuagan,LUBUAGAN,21.0,136.0,,2.0,8.0,4.0,1308.0,250.0,,,2.0,,,2015.0
775,Lucban,LUCBAN,8284.0,543.0,287.0,279.0,26.0,108.0,465.0,17.0,30.0,201.0,1727.0,2.0,,2015.0
776,Lucena,LUCENA CITY (Capital),24166.0,16153.0,747.0,2343.0,665.0,94.0,319.0,15.0,16.0,6467.0,8799.0,52.0,,2015.0
777,Lugait,LUGAIT,773.0,1231.0,42.0,702.0,4.0,21.0,173.0,90.0,3.0,4.0,1607.0,,,2015.0
778,Lugus,LUGUS,14.0,12.0,13.0,31.0,51.0,1715.0,,4.0,541.0,1181.0,373.0,,,2015.0
779,Luisiana,LUISIANA,1158.0,1214.0,66.0,246.0,5.0,76.0,98.0,1.0,16.0,98.0,1869.0,,,2015.0
780,Lumba-Bayabao,LUMBA-BAYABAO (MAGUING),167.0,11.0,77.0,213.0,7.0,4.0,430.0,200.0,4463.0,1.0,195.0,,,2015.0
781,Lumbaca-Unayan,LUMBACA UNAYAN,59.0,,1.0,,3.0,20.0,8.0,489.0,518.0,,1.0,,,2015.0
782,Lumban,LUMBAN,903.0,501.0,673.0,1593.0,90.0,12.0,460.0,202.0,22.0,67.0,2826.0,1.0,,2015.0
783,Lumbatan,LUMBATAN,172.0,597.0,127.0,646.0,17.0,826.0,356.0,27.0,144.0,1.0,,,,2015.0
784,Lumbayanague,LUMBAYANAGUE,96.0,18.0,10.0,129.0,552.0,862.0,25.0,705.0,102.0,,,,,2015.0
785,Luna (AO),LUNA,35.0,67.0,650.0,976.0,219.0,441.0,87.0,46.0,160.0,3.0,1490.0,,,2015.0
786,Luna (IA),LUNA,236.0,23.0,1664.0,1123.0,1.0,5.0,2.0,,,2.0,1585.0,5.0,,2015.0
787,Luna (LU),LUNA,189.0,504.0,2060.0,1954.0,56.0,173.0,268.0,1.0,,1.0,3282.0,2.0,,2015.0
788,Lupao,LUPAO,1471.0,248.0,3935.0,3301.0,117.0,34.0,107.0,10.0,1.0,,852.0,4.0,,2015.0
789,Lupi,,,,,,,,,,,,,,,
790,Lupon,LUPON,1933.0,2717.0,1088.0,5824.0,253.0,382.0,1189.0,170.0,53.0,,1625.0,16.0,,2015.0
791,Lutayan,LUTAYAN,216.0,1902.0,2562.0,6502.0,716.0,488.0,203.0,18.0,10.0,3.0,457.0,15.0,,2015.0
792,Luuk,LUUK,247.0,70.0,100.0,846.0,276.0,3730.0,36.0,3.0,447.0,16.0,2.0,,,2015.0
793,Maasim,MAASIM,808.0,2847.0,1227.0,3257.0,155.0,178.0,1138.0,57.0,186.0,13.0,2816.0,578.0,,2015.0
794,Maasin (IO),MAASIN,318.0,343.0,1133.0,2821.0,208.0,186.0,690.0,45.0,124.0,236.0,1280.0,,,2015.0
795,Maasin (SL),CITY OF MAASIN (Capital),4721.0,4455.0,404.0,2099.0,159.0,136.0,1354.0,299.0,13.0,41.0,4938.0,,,2015.0
796,Ma-Ayon,MA-AYON,66.0,384.0,1327.0,3871.0,534.0,1241.0,539.0,680.0,45.0,87.0,505.0,1.0,,2015.0
797,Mabalacat,MABALACAT CITY,26660.0,2255.0,1536.0,2157.0,240.0,151.0,70.0,2.0,137.0,14.0,23413.0,15.0,,2015.0
798,Mabinay,MABINAY,1696.0,3977.0,758.0,3889.0,629.0,4213.0,757.0,565.0,,49.0,1171.0,5.0,,2015.0
799,Mabini (BS),MABINI,3804.0,572.0,142.0,191.0,48.0,23.0,1169.0,30.0,6.0,4.0,3959.0,6.0,,2015.0
800,Mabini (BL),MABINI,1833.0,821.0,36.0,1270.0,36.0,156.0,603.0,14.0,1.0,4.0,1479.0,1.0,,2015.0
801,Mabini (CV),MABINI (DOÑA ALICIA),816.0,1243.0,396.0,3734.0,278.0,114.0,2302.0,12.0,29.0,179.0,546.0,5.0,,2015.0
802,Mabini (PS),MABINI,1160.0,623.0,466.0,1467.0,273.0,442.0,244.0,87.0,38.0,40.0,1077.0,,,2015.0
803,Mabitac,MABITAC,222.0,796.0,230.0,1743.0,126.0,7.0,740.0,2.0,2.0,90.0,607.0,10.0,,2015.0
804,Mabuhay,MABUHAY,1028.0,1473.0,98.0,2058.0,283.0,1658.0,10.0,3.0,,81.0,294.0,,,2015.0
805,Macabebe,MACABEBE,3978.0,441.0,873.0,2473.0,116.0,113.0,19.0,2.0,1.0,3.0,8286.0,16.0,,2015.0
806,Macalelon,MACALELON,112.0,1208.0,108.0,815.0,162.0,1499.0,57.0,76.0,302.0,102.0,1488.0,2.0,,2015.0
807,Macarthur,MACARTHUR,876.0,1396.0,336.0,1756.0,67.0,93.0,174.0,42.0,19.0,17.0,333.0,,,2015.0
808,Maco,MACO,5977.0,3671.0,568.0,2677.0,625.0,520.0,2243.0,468.0,88.0,993.0,1290.0,30.0,,2015.0
809,Maconacon,MACONACON,15.0,6.0,296.0,493.0,,17.0,60.0,6.0,84.0,,,,,2015.0
810,Macrohon,MACROHON,1430.0,998.0,141.0,371.0,60.0,28.0,181.0,31.0,7.0,23.0,2788.0,,,2015.0
811,Madalag,MADALAG,109.0,716.0,309.0,329.0,78.0,648.0,1147.0,503.0,,,421.0,,,2015.0
812,Madalum,MADALUM,510.0,1401.0,188.0,458.0,90.0,5.0,824.0,16.0,205.0,2.0,2.0,,,2015.0
813,Madamba,MADAMBA,79.0,1398.0,33.0,279.0,114.0,13.0,389.0,70.0,250.0,4.0,1.0,,,2015.0
814,Maddela,MADDELA,178.0,264.0,835.0,1206.0,3257.0,48.0,1138.0,385.0,9.0,2.0,1589.0,3.0,,2015.0
815,Madrid,MADRID,580.0,364.0,924.0,409.0,889.0,3.0,,,,,335.0,,,2015.0
816,Madridejos,MADRIDEJOS,955.0,2155.0,64.0,205.0,14.0,465.0,6.0,,,72.0,4171.0,6.0,,2015.0
817,Magalang,MAGALANG,5189.0,748.0,5784.0,3187.0,172.0,9.0,44.0,2.0,32.0,8.0,9249.0,60.0,,2015.0
818,Magallanes (AN),,,,,,,,,,,,,,,
819,Magallanes (CE),MAGALLANES,2241.0,894.0,14.0,5.0,5.0,249.0,101.0,9.0,2.0,3.0,1254.0,,,2015.0
820,Magallanes (SO),,,,,,,,,,,,,,,
821,Magarao,,,,,,,,,,,,,,,
822,Magdalena,MAGDALENA,554.0,513.0,134.0,1215.0,9.0,12.0,273.0,2.0,1.0,2311.0,826.0,,,2015.0
823,Magdiwang,MAGDIWANG,483.0,694.0,249.0,881.0,4.0,82.0,490.0,40.0,74.0,5.0,59.0,18.0,,2015.0
824,Magpet,MAGPET,4804.0,4210.0,174.0,615.0,60.0,374.0,658.0,239.0,14.0,19.0,13.0,1.0,,2015.0
825,Magsaysay (DS),MAGSAYSAY,1873.0,3582.0,2205.0,3615.0,100.0,483.0,1552.0,66.0,27.0,,68.0,,,2015.0
826,Magsaysay (LN),MAGSAYSAY,671.0,1067.0,54.0,311.0,209.0,908.0,284.0,47.0,274.0,1.0,13.0,,,2015.0
827,Magsaysay (MO),MAGSAYSAY (LINUGOS),281.0,2618.0,123.0,1254.0,123.0,908.0,432.0,23.0,7.0,52.0,1164.0,,,2015.0
828,Magsaysay (OM),MAGSAYSAY,518.0,409.0,499.0,2173.0,714.0,61.0,962.0,335.0,44.0,59.0,2044.0,1.0,,2015.0
829,Magsaysay (PN),MAGSAYSAY,40.0,134.0,49.0,19.0,8.0,2292.0,,,,188.0,3.0,,,2015.0
830,Magsingal,MAGSINGAL,360.0,48.0,347.0,528.0,3281.0,215.0,51.0,101.0,5.0,49.0,2958.0,,,2015.0
831,Maguing,MAGUING,10.0,232.0,136.0,94.0,105.0,47.0,10.0,88.0,2845.0,120.0,51.0,,,2015.0
832,Mahaplag,MAHAPLAG,1533.0,4219.0,55.0,133.0,6.0,105.0,60.0,6.0,35.0,35.0,51.0,,,2015.0
833,Mahatao,MAHATAO,433.0,10.0,,,,,,,,,,,,2015.0
834,Mahayag,MAHAYAG,2720.0,3499.0,323.0,1495.0,432.0,491.0,414.0,81.0,49.0,90.0,175.0,,,2015.0
835,Mahinog,MAHINOG,2209.0,766.0,,23.0,,2.0,8.0,17.0,,,110.0,,,2015.0
836,Maigo,MAIGO,1808.0,1082.0,49.0,563.0,13.0,163.0,431.0,365.0,,,534.0,,,2015.0
