,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,Lake river rain and others_count,Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
843,Makilala,MAKILALA,8294.0,4936.0,672.0,1835.0,84.0,869.0,2313.0,157.0,22.0,153.0,21.0,,,2015.0
844,Malabang,MALABANG,514.0,249.0,549.0,2288.0,7.0,567.0,1367.0,153.0,539.0,85.0,380.0,15.0,,2015.0
845,Malabon,CITY OF MALABON,62428.0,19561.0,412.0,416.0,18.0,11.0,,,,1728.0,1575.0,42.0,,2015.0
846,Malabuyoc,MALABUYOC,1674.0,721.0,191.0,300.0,69.0,132.0,234.0,401.0,8.0,84.0,3.0,,,2015.0
847,Malalag,MALALAG,2344.0,2921.0,636.0,2180.0,528.0,462.0,857.0,370.0,32.0,4.0,33.0,,,2015.0
848,Malangas,MALANGAS,903.0,2573.0,290.0,1330.0,177.0,1680.0,372.0,115.0,31.0,294.0,300.0,2.0,,2015.0
849,Malapatan,MALAPATAN,1677.0,4288.0,974.0,4374.0,139.0,575.0,1778.0,933.0,1146.0,19.0,49.0,6.0,,2015.0
850,Malasiqui,MALASIQUI,3134.0,553.0,9688.0,12759.0,2368.0,10.0,8.0,3.0,1.0,1.0,512.0,10.0,,2015.0
851,Malay,MALAY,6305.0,3814.0,477.0,914.0,66.0,158.0,458.0,61.0,,,411.0,,,2015.0
852,Malaybalay,CITY OF MALAYBALAY (Capital),18542.0,10413.0,1042.0,2866.0,63.0,365.0,3599.0,477.0,533.0,577.0,494.0,,,2015.0
853,Malibcong,MALIBCONG,2.0,,,,,,712.0,32.0,,,,,,2015.0
854,Malilipot,,,,,,,,,,,,,,,
855,Malimono,MALIMONO,3109.0,732.0,5.0,16.0,2.0,59.0,21.0,,,32.0,19.0,,,2015.0
856,Malinao (AK),MALINAO,1016.0,711.0,988.0,1358.0,144.0,631.0,426.0,130.0,,,15.0,,,2015.0
857,Malinao (AY),,,,,,,,,,,,,,,
858,Malita,MALITA,5275.0,4693.0,671.0,4978.0,700.0,2498.0,7264.0,2267.0,62.0,151.0,59.0,9.0,,2015.0
859,Malitbog (BK),MALITBOG,1297.0,2600.0,29.0,91.0,7.0,158.0,594.0,170.0,34.0,1.0,18.0,,,2015.0
860,Malitbog (SL),MALITBOG,1879.0,1364.0,235.0,439.0,7.0,7.0,292.0,93.0,,1.0,12.0,,,2015.0
861,Mallig,MALLIG,334.0,1134.0,3009.0,2909.0,173.0,11.0,,2.0,,1.0,18.0,,,2015.0
862,Malolos,CITY OF MALOLOS (Capital),39670.0,1431.0,1175.0,2251.0,381.0,126.0,27.0,2.0,6.0,44.0,12403.0,25.0,,2015.0
863,Malungon,MALUNGON,4269.0,7111.0,913.0,3129.0,250.0,4351.0,2423.0,1903.0,136.0,10.0,86.0,,,2015.0
864,Maluso,MALUSO,2783.0,2134.0,262.0,346.0,2.0,132.0,153.0,183.0,218.0,58.0,21.0,2.0,,2015.0
865,Malvar,MALVAR,11317.0,2176.0,12.0,155.0,,1.0,3.0,,3.0,7.0,67.0,20.0,,2015.0
866,Mamasapano,MAMASAPANO,240.0,46.0,323.0,540.0,318.0,2432.0,18.0,5.0,,8.0,3.0,,,2015.0
867,Mambajao,MAMBAJAO (Capital),7574.0,669.0,5.0,81.0,3.0,,199.0,16.0,,,,,,2015.0
868,Mamburao,MAMBURAO (Capital),1875.0,705.0,3233.0,3418.0,179.0,57.0,216.0,114.0,101.0,29.0,98.0,,,2015.0
869,Mambusao,MAMBUSAO,567.0,726.0,1840.0,3130.0,726.0,2153.0,146.0,13.0,109.0,86.0,203.0,3.0,,2015.0
870,Manabo,MANABO,3.0,10.0,140.0,65.0,940.0,1.0,1246.0,56.0,3.0,,11.0,,,2015.0
871,Manaoag,MANAOAG,5490.0,819.0,3513.0,4233.0,737.0,,9.0,1.0,,1.0,129.0,7.0,,2015.0
872,Manapla,MANAPLA,1919.0,617.0,829.0,7269.0,71.0,1488.0,703.0,6.0,14.0,3.0,119.0,,,2015.0
873,Manay,MANAY,2223.0,1586.0,284.0,721.0,124.0,971.0,2622.0,241.0,773.0,9.0,112.0,,,2015.0
874,Mandaluyong,CITY OF MANDALUYONG,89749.0,7551.0,107.0,254.0,55.0,1.0,36.0,2.0,,875.0,1637.0,89.0,,2015.0
875,Mandaon,,,,,,,,,,,,,,,
876,Mandaue,MANDAUE CITY,41243.0,34721.0,2808.0,9940.0,221.0,209.0,12.0,3.0,,2314.0,2942.0,134.0,,2015.0
877,Mangaldan,MANGALDAN,11436.0,1078.0,2466.0,7920.0,136.0,194.0,8.0,,,,195.0,4.0,,2015.0
878,Mangatarem,MANGATAREM,1555.0,514.0,8445.0,5676.0,93.0,15.0,27.0,24.0,3.0,,196.0,6.0,,2015.0
879,Mangudadatu,MANGUDADATU,99.0,56.0,725.0,1055.0,497.0,1342.0,3.0,59.0,,,,,,2015.0
880,Manila,CITY OF MANILA,347935.0,69597.0,1181.0,1488.0,100.0,48.0,233.0,9.0,13.0,9313.0,5068.0,169.0,,2015.0
881,Manito,,,,,,,,,,,,,,,
882,Manjuyod,MANJUYOD,3053.0,1805.0,624.0,974.0,169.0,259.0,2746.0,24.0,,265.0,23.0,1.0,,2015.0
883,Mankayan,MANKAYAN,421.0,187.0,17.0,23.0,114.0,24.0,1397.0,5675.0,18.0,107.0,104.0,1.0,,2015.0
884,Manolo Fortich,MANOLO FORTICH,10890.0,7529.0,51.0,260.0,25.0,476.0,1380.0,506.0,52.0,37.0,42.0,,,2015.0
885,Mansalay,MANSALAY,827.0,1640.0,1440.0,3399.0,819.0,734.0,731.0,526.0,187.0,788.0,25.0,170.0,,2015.0
886,Manticao,MANTICAO,1499.0,796.0,620.0,2063.0,142.0,455.0,538.0,246.0,27.0,16.0,58.0,,,2015.0
887,Manukan,MANUKAN,1324.0,803.0,652.0,2188.0,120.0,1317.0,449.0,797.0,142.0,10.0,20.0,1.0,,2015.0
888,Mapanas,MAPANAS,20.0,320.0,715.0,1116.0,,,596.0,14.0,2.0,,2.0,,,2015.0
889,Mapandan,MAPANDAN,4617.0,263.0,1574.0,1483.0,214.0,201.0,,,,,315.0,,,2015.0
890,Mapun,MAPUN (CAGAYAN DE TAWI-TAWI),220.0,244.0,74.0,623.0,101.0,1757.0,,6.0,1342.0,49.0,9.0,1.0,,2015.0
891,Marabut,MARABUT,203.0,3224.0,69.0,209.0,2.0,160.0,1.0,,91.0,16.0,5.0,,,2015.0
892,Maragondon,MARAGONDON,5650.0,542.0,183.0,1323.0,217.0,58.0,36.0,5.0,19.0,134.0,155.0,17.0,,2015.0
893,Maragusan,MARAGUSAN (SAN MARIANO),8402.0,4567.0,185.0,825.0,41.0,112.0,92.0,5.0,58.0,2.0,60.0,,,2015.0
894,Maramag,MARAMAG,12160.0,6012.0,576.0,815.0,20.0,682.0,1866.0,526.0,26.0,197.0,115.0,9.0,,2015.0
895,Marantao,MARANTAO,285.0,135.0,860.0,2062.0,8.0,58.0,264.0,12.0,1392.0,,7.0,,,2015.0
896,Marawi,MARAWI CITY,11360.0,6590.0,2444.0,4529.0,608.0,635.0,1027.0,424.0,1662.0,9.0,345.0,99.0,,2015.0
897,Marcos,MARCOS,494.0,96.0,788.0,266.0,59.0,2602.0,241.0,3.0,,,14.0,,,2015.0
898,Margosatubig,MARGOSATUBIG,2831.0,2178.0,236.0,969.0,36.0,951.0,846.0,164.0,13.0,552.0,46.0,1.0,,2015.0
899,Maria,MARIA,1173.0,1035.0,35.0,698.0,61.0,101.0,32.0,9.0,3.0,17.0,,,,2015.0
900,Maria Aurora,MARIA AURORA,1518.0,969.0,3128.0,1674.0,300.0,72.0,1584.0,32.0,69.0,21.0,36.0,2.0,,2015.0
901,Maribojoc,MARIBOJOC,3911.0,654.0,5.0,14.0,2.0,16.0,106.0,3.0,14.0,4.0,16.0,3.0,,2015.0
902,Marihatag,MARIHATAG,48.0,2582.0,342.0,542.0,49.0,28.0,37.0,44.0,19.0,1.0,7.0,,,2015.0
903,Marikina,CITY OF MARIKINA,89537.0,6991.0,290.0,389.0,14.0,16.0,91.0,,,224.0,657.0,29.0,,2015.0
904,Marilao,MARILAO,23807.0,3997.0,5026.0,4961.0,122.0,121.0,92.0,5.0,3.0,1806.0,12780.0,106.0,,2015.0
905,Maripipi,MARIPIPI,214.0,336.0,147.0,586.0,153.0,34.0,192.0,4.0,,1.0,1.0,,,2015.0
906,Mariveles,MARIVELES,23357.0,2642.0,409.0,1547.0,282.0,514.0,1137.0,110.0,244.0,42.0,544.0,19.0,,2015.0
907,Marogong,MAROGONG,604.0,1070.0,5.0,2.0,7.0,121.0,427.0,24.0,770.0,,,,,2015.0
908,Masbate,,,,,,,,,,,,,,,
909,Masinloc,MASINLOC,2738.0,1507.0,2320.0,3203.0,85.0,269.0,281.0,73.0,18.0,195.0,205.0,,,2015.0
910,Masiu,MASIU,30.0,6.0,58.0,466.0,1144.0,340.0,171.0,33.0,2068.0,,,,,2015.0
911,Maslog,MASLOG,13.0,920.0,,1.0,11.0,,127.0,5.0,,,,,,2015.0
912,Masantol,MASANTOL,4376.0,484.0,2346.0,4428.0,25.0,28.0,4.0,,,16.0,226.0,13.0,,2015.0
913,Mataasnakahoy,MATAASNAKAHOY,5699.0,1032.0,94.0,62.0,1.0,,,,,,13.0,,,2015.0
914,Matag-Ob,MATAG-OB,1640.0,1985.0,16.0,172.0,13.0,194.0,359.0,143.0,11.0,36.0,1.0,,,2015.0
915,Matalam,MATALAM,3937.0,2560.0,2427.0,5982.0,250.0,1226.0,1641.0,706.0,72.0,2.0,8.0,5.0,,2015.0
916,Matalom,MATALOM,1875.0,2316.0,142.0,1301.0,90.0,1065.0,573.0,155.0,2.0,13.0,1.0,4.0,,2015.0
917,Matanao,MATANAO,4691.0,3120.0,1596.0,3166.0,394.0,395.0,189.0,170.0,3.0,115.0,22.0,,,2015.0
918,Matanog,MATANOG,409.0,714.0,75.0,1292.0,33.0,268.0,752.0,685.0,585.0,,2.0,2.0,,2015.0
919,Mati,CITY OF MATI (Capital),12616.0,7831.0,959.0,5039.0,944.0,1064.0,3234.0,252.0,203.0,76.0,267.0,7.0,,2015.0
920,Matnog,,,,,,,,,,,,,,,
921,Matuguinao,MATUGUINAO,180.0,991.0,1.0,1.0,,,157.0,156.0,37.0,,,,,2015.0
922,Matungao,MATUNGAO,234.0,462.0,38.0,643.0,105.0,9.0,686.0,,9.0,1.0,19.0,,,2015.0
923,Mauban,MAUBAN,2643.0,3743.0,1162.0,4816.0,549.0,770.0,1108.0,309.0,67.0,19.0,194.0,1.0,,2015.0
924,Mawab,MAWAB,1325.0,1898.0,697.0,2237.0,653.0,407.0,923.0,13.0,66.0,81.0,34.0,,,2015.0
925,Mayantoc,MAYANTOC,1611.0,264.0,2844.0,2677.0,12.0,6.0,30.0,48.0,32.0,34.0,13.0,,,2015.0
926,Maydolong,MAYDOLONG,904.0,1611.0,30.0,370.0,2.0,17.0,179.0,75.0,23.0,2.0,34.0,,,2015.0
927,Mayorga,MAYORGA,61.0,406.0,506.0,2426.0,105.0,708.0,,2.0,,2.0,20.0,,,2015.0
928,Mayoyao,MAYOYAO,711.0,93.0,4.0,3.0,21.0,3.0,3226.0,14.0,,4.0,,,,2015.0
929,Medellin,MEDELLIN,6167.0,3785.0,322.0,1123.0,107.0,587.0,25.0,38.0,34.0,569.0,79.0,,,2015.0
930,Medina,MEDINA,3506.0,1764.0,161.0,654.0,5.0,271.0,537.0,230.0,1.0,8.0,8.0,,,2015.0
931,Mendez,MENDEZ (MENDEZ-NUÑEZ),6229.0,771.0,18.0,8.0,,,4.0,,14.0,50.0,85.0,,,2015.0
932,Mercedes,,,,,,,,,,,,,,,
933,Mercedes (ES),MERCEDES,10.0,1130.0,105.0,231.0,2.0,42.0,,,3.0,1.0,6.0,,,2015.0
934,Merida,MERIDA,3851.0,2167.0,71.0,804.0,174.0,536.0,128.0,74.0,16.0,92.0,9.0,1.0,,2015.0
935,Mexico,MEXICO,18688.0,1573.0,6314.0,3786.0,200.0,19.0,54.0,2.0,,10.0,1822.0,50.0,,2015.0
936,Meycauayan,CITY OF MEYCAUAYAN,29203.0,6910.0,1448.0,3188.0,98.0,290.0,,,7.0,3769.0,7609.0,21.0,,2015.0
937,Miag-ao,MIAGAO,2095.0,2306.0,3753.0,4392.0,102.0,453.0,656.0,99.0,18.0,79.0,171.0,,,2015.0
938,Midsalip,MIDSALIP,1672.0,1835.0,250.0,503.0,51.0,337.0,1020.0,1110.0,4.0,,,,,2015.0
939,Midsayap,MIDSAYAP,2900.0,1930.0,3812.0,8230.0,2085.0,8699.0,303.0,82.0,26.0,4941.0,1186.0,4.0,,2015.0
940,Milagros,,,,,,,,,,,,,,,
941,Milaor,,,,,,,,,,,,,,,
942,Mina,MINA,397.0,338.0,2181.0,1879.0,30.0,26.0,3.0,,,3.0,134.0,1.0,,2015.0
943,Minalabac,,,,,,,,,,,,,,,
944,Minalin,MINALIN,8033.0,740.0,660.0,417.0,6.0,3.0,1.0,,,1.0,70.0,,,2015.0
945,Minglanilla,MINGLANILLA,15147.0,4689.0,1875.0,4893.0,383.0,538.0,2228.0,2.0,7.0,145.0,692.0,,,2015.0
946,Mlang,M'LANG,8176.0,2007.0,4599.0,6199.0,1462.0,239.0,453.0,24.0,41.0,16.0,147.0,282.0,,2015.0
947,Moalboal,MOALBOAL,3497.0,1322.0,57.0,214.0,194.0,17.0,1196.0,299.0,14.0,365.0,109.0,,,2015.0
948,Mobo,,,,,,,,,,,,,,,
949,Mogpog,MOGPOG,2151.0,1890.0,228.0,1948.0,101.0,676.0,854.0,172.0,9.0,4.0,208.0,,,2015.0
950,Moises Padilla,MOISES PADILLA (MAGALLON),1447.0,2117.0,554.0,1597.0,246.0,1221.0,460.0,1149.0,20.0,22.0,36.0,1.0,,2015.0
951,Molave,MOLAVE,5979.0,3386.0,78.0,410.0,220.0,443.0,397.0,513.0,20.0,51.0,18.0,,,2015.0
952,Moncada,MONCADA,5023.0,1027.0,2341.0,5245.0,110.0,3.0,1.0,,,25.0,17.0,1.0,,2015.0
953,Mondragon,MONDRAGON,519.0,472.0,2088.0,1929.0,992.0,928.0,553.0,36.0,53.0,7.0,14.0,2.0,,2015.0
954,Monkayo,MONKAYO,5260.0,4823.0,473.0,2840.0,1291.0,1634.0,3132.0,1333.0,499.0,116.0,50.0,,,2015.0
955,Monreal,,,,,,,,,,,,,,,
956,Montevista,MONTEVISTA,1725.0,2877.0,354.0,1406.0,62.0,1878.0,851.0,417.0,115.0,12.0,370.0,,,2015.0
957,Morong (BN),MORONG,1223.0,1051.0,1822.0,1286.0,10.0,15.0,1248.0,38.0,33.0,6.0,102.0,13.0,,2015.0
958,Morong (RL),MORONG,10566.0,1327.0,71.0,862.0,30.0,106.0,112.0,2.0,1.0,19.0,82.0,2.0,,2015.0
959,Motiong,MOTIONG,473.0,1986.0,19.0,477.0,10.0,30.0,4.0,42.0,1.0,,1.0,,,2015.0
960,Mulanay,MULANAY,1600.0,2355.0,892.0,2586.0,887.0,2392.0,441.0,205.0,129.0,2.0,228.0,1.0,,2015.0
961,Mulondo,MULONDO,237.0,340.0,1100.0,482.0,,2.0,,,40.0,,45.0,,,2015.0
962,Munai,MUNAI,718.0,2467.0,36.0,173.0,136.0,213.0,283.0,1498.0,496.0,,,,,2015.0
963,Muntinlupa,CITY OF MUNTINLUPA,70351.0,6366.0,7553.0,13422.0,495.0,564.0,211.0,4.0,1.0,1232.0,21912.0,175.0,,2015.0
964,Murcia,MURCIA,4767.0,1444.0,1106.0,2870.0,423.0,1711.0,4902.0,807.0,8.0,336.0,137.0,6.0,,2015.0
965,Mutia,MUTIA,854.0,1143.0,38.0,203.0,18.0,33.0,232.0,135.0,30.0,,,,,2015.0
966,Naawan,NAAWAN,2416.0,855.0,128.0,865.0,9.0,84.0,146.0,158.0,8.0,51.0,6.0,,,2015.0
967,Nabas,NABAS,436.0,906.0,2533.0,1935.0,227.0,615.0,801.0,359.0,,,106.0,,,2015.0
968,Nabua,,,,,,,,,,,,,,,
969,Nabunturan,NABUNTURAN (Capital),5838.0,2069.0,742.0,4312.0,181.0,1337.0,1867.0,704.0,441.0,890.0,513.0,,,2015.0
970,Naga (CS),,,,,,,,,,,,,,,
971,Naga (CU),CITY OF NAGA,6640.0,3298.0,1834.0,5366.0,1029.0,2848.0,3921.0,136.0,252.0,59.0,793.0,1.0,,2015.0
972,Naga (ZS),NAGA,1013.0,2976.0,180.0,559.0,147.0,1367.0,1023.0,18.0,126.0,1043.0,110.0,,,2015.0
973,Nagbukel,NAGBUKEL,37.0,2.0,215.0,351.0,502.0,5.0,62.0,1.0,,,7.0,,,2015.0
974,Nagcarlan,NAGCARLAN,13211.0,1954.0,55.0,120.0,9.0,14.0,152.0,98.0,19.0,3.0,55.0,2.0,,2015.0
975,Nagtipunan,NAGTIPUNAN,300.0,741.0,486.0,1255.0,51.0,71.0,1729.0,243.0,14.0,5.0,3.0,,,2015.0
976,Naguilian (IA),NAGUILIAN,1337.0,151.0,1263.0,4515.0,12.0,49.0,8.0,5.0,,,72.0,1.0,,2015.0
977,Naguilian (LU),NAGUILIAN,3455.0,357.0,2638.0,2279.0,542.0,476.0,2189.0,13.0,1.0,,207.0,4.0,,2015.0
978,Naic,NAIC,5749.0,3096.0,4748.0,9843.0,95.0,100.0,281.0,3.0,,94.0,2064.0,58.0,,2015.0
979,Nampicuan,NAMPICUAN,1539.0,403.0,287.0,841.0,7.0,,,,,,9.0,,,2015.0
980,Narra,NARRA,2678.0,1895.0,4989.0,5345.0,1065.0,636.0,116.0,70.0,64.0,,64.0,,,2015.0
981,Narvacan,NARVACAN,1118.0,265.0,1698.0,929.0,5283.0,72.0,248.0,4.0,,1.0,235.0,3.0,,2015.0
982,Nasipit,,,,,,,,,,,,,,,
983,Nasugbu,NASUGBU,11828.0,2347.0,5490.0,6892.0,174.0,2064.0,703.0,314.0,133.0,28.0,690.0,88.0,,2015.0
984,Natividad,NATIVIDAD,806.0,336.0,2164.0,1519.0,230.0,4.0,645.0,4.0,,33.0,48.0,5.0,,2015.0
985,Natonin,NATONIN,,,1.0,7.0,12.0,1.0,1656.0,512.0,,,,,,2015.0
986,Naujan,NAUJAN,3949.0,2956.0,6012.0,7786.0,1347.0,52.0,555.0,385.0,73.0,186.0,36.0,11.0,,2015.0
987,Naval,NAVAL (Capital),7200.0,3945.0,34.0,192.0,9.0,67.0,365.0,87.0,9.0,27.0,77.0,12.0,,2015.0
988,Navotas,CITY OF NAVOTAS,42529.0,13190.0,73.0,367.0,28.0,3.0,60.0,,1.0,3864.0,785.0,4.0,,2015.0
989,New Bataan,NEW BATAAN,5422.0,2763.0,395.0,651.0,554.0,33.0,1706.0,52.0,15.0,12.0,34.0,,,2015.0
990,New Corella,NEW CORELLA,3768.0,3306.0,205.0,2445.0,535.0,398.0,976.0,39.0,243.0,423.0,61.0,4.0,,2015.0
991,New Lucena,NEW LUCENA,550.0,403.0,1292.0,1617.0,57.0,279.0,104.0,25.0,1.0,286.0,392.0,,,2015.0
992,New Washington,NEW WASHINGTON,5197.0,3217.0,768.0,886.0,97.0,542.0,17.0,4.0,,,125.0,,,2015.0
993,Norala,NORALA,1759.0,305.0,3763.0,3686.0,377.0,160.0,427.0,38.0,,11.0,74.0,1.0,,2015.0
994,Northern Kabuntalan,NORTHERN KABUNTALAN,18.0,156.0,994.0,1150.0,44.0,1437.0,1.0,3.0,398.0,21.0,,,,2015.0
995,Norzagaray,NORZAGARAY,16150.0,1705.0,812.0,3449.0,285.0,701.0,543.0,8.0,177.0,100.0,872.0,20.0,,2015.0
996,Noveleta,NOVELETA,6637.0,913.0,599.0,1320.0,205.0,18.0,1.0,,,262.0,1693.0,,,2015.0
997,Nueva Era,NUEVA ERA,183.0,275.0,281.0,527.0,6.0,642.0,504.0,1.0,29.0,1.0,4.0,,,2015.0
998,Nueva Valencia,NUEVA VALENCIA,1097.0,613.0,702.0,2778.0,128.0,3455.0,247.0,31.0,9.0,23.0,90.0,,,2015.0
999,Numancia,NUMANCIA,2637.0,389.0,2267.0,1382.0,425.0,149.0,2.0,,,,182.0,,,2015.0
1000,Nunungan,NUNUNGAN,17.0,328.0,1.0,355.0,2.0,83.0,331.0,272.0,2119.0,,,,,2015.0
1001,Oas,,,,,,,,,,,,,,,
1002,Obando,OBANDO,10827.0,1664.0,74.0,468.0,4.0,,,,1.0,7.0,768.0,8.0,,2015.0
1003,Ocampo,,,,,,,,,,,,,,,
1004,Odiongan,ODIONGAN,3613.0,674.0,2236.0,3819.0,258.0,168.0,329.0,187.0,58.0,2.0,115.0,1.0,,2015.0
1005,Old Panamao,OLD PANAMAO,147.0,899.0,396.0,1150.0,49.0,3188.0,116.0,6.0,569.0,11.0,4.0,,,2015.0
1006,Olongapo,OLONGAPO CITY,44733.0,3386.0,902.0,576.0,107.0,355.0,3861.0,764.0,83.0,3.0,1689.0,23.0,,2015.0
1007,Olutanga,OLUTANGA,2188.0,1672.0,41.0,1737.0,29.0,1068.0,3.0,5.0,5.0,13.0,4.0,,,2015.0
1008,Omar,OMAR,2.0,29.0,20.0,58.0,23.0,3455.0,,3.0,846.0,3.0,2.0,,,2015.0
1009,Opol,OPOL,6664.0,3609.0,280.0,1293.0,17.0,144.0,577.0,895.0,39.0,437.0,142.0,,,2015.0
1010,Orani,ORANI,10357.0,993.0,1244.0,2733.0,63.0,2.0,319.0,2.0,5.0,3.0,63.0,6.0,,2015.0
1011,Oras,ORAS,611.0,1189.0,732.0,3737.0,1612.0,78.0,534.0,51.0,10.0,,64.0,,,2015.0
1012,Orion,ORION,5417.0,720.0,648.0,4263.0,373.0,31.0,92.0,8.0,11.0,11.0,551.0,11.0,,2015.0
1013,Ormoc,ORMOC CITY,23558.0,16566.0,571.0,3728.0,784.0,1340.0,1461.0,349.0,96.0,1154.0,275.0,24.0,,2015.0
1014,Oroquieta,OROQUIETA CITY (Capital),9914.0,4014.0,213.0,1284.0,59.0,57.0,434.0,422.0,15.0,23.0,63.0,,,2015.0
1015,Oslob,OSLOB,3301.0,1902.0,64.0,209.0,5.0,25.0,372.0,91.0,18.0,2.0,7.0,2.0,,2015.0
1016,Oton,OTON,1532.0,364.0,5826.0,4418.0,931.0,3533.0,131.0,26.0,7.0,307.0,3385.0,,,2015.0
1017,Ozamiz,OZAMIS CITY,13614.0,5472.0,1239.0,5844.0,325.0,768.0,1873.0,259.0,443.0,221.0,246.0,,,2015.0
1018,Padada,PADADA,4092.0,1188.0,700.0,734.0,42.0,4.0,,,15.0,2.0,138.0,,,2015.0
1019,Padre Burgos (QN),PADRE BURGOS,288.0,1130.0,402.0,2015.0,47.0,386.0,94.0,1.0,30.0,750.0,35.0,4.0,,2015.0
1020,Padre Burgos (SL),PADRE BURGOS,1131.0,735.0,32.0,322.0,2.0,5.0,62.0,29.0,5.0,,64.0,,,2015.0
1021,Padre Garcia,PADRE GARCIA,9132.0,780.0,499.0,556.0,2.0,1.0,1.0,,,27.0,83.0,28.0,,2015.0
1022,Paete,PAETE,3969.0,177.0,21.0,84.0,5.0,2.0,1298.0,,5.0,1.0,39.0,1.0,,2015.0
1023,Pagadian,PAGADIAN CITY (Capital),19410.0,11579.0,489.0,2957.0,259.0,1498.0,2438.0,77.0,141.0,951.0,1070.0,3.0,,2015.0
1024,Pagagawan,PAGAGAWAN,78.0,15.0,1032.0,1108.0,532.0,2618.0,8.0,,296.0,4.0,2.0,,,2015.0
1025,Pagalungan,PAGALUNGAN,55.0,191.0,982.0,3296.0,96.0,1665.0,4.0,12.0,432.0,2.0,2.0,73.0,,2015.0
1026,Pagayawan,PAGAYAWAN (TATARIKAN),16.0,162.0,36.0,113.0,15.0,8.0,240.0,1157.0,86.0,,,,,2015.0
1027,Pagbilao,PAGBILAO,7343.0,4944.0,172.0,680.0,15.0,908.0,276.0,200.0,31.0,2012.0,694.0,9.0,,2015.0
1028,Paglat,PAGLAT,197.0,371.0,485.0,1415.0,18.0,7.0,8.0,,2.0,1.0,,,,2015.0
1029,Pagsanghan,PAGSANGHAN,69.0,1317.0,17.0,260.0,50.0,7.0,,1.0,,99.0,4.0,,,2015.0
1030,Pagsanjan,PAGSANJAN,7113.0,560.0,296.0,973.0,37.0,127.0,113.0,181.0,1.0,36.0,301.0,9.0,,2015.0
1031,Pagudpud,PAGUDPUD,2919.0,806.0,434.0,482.0,316.0,514.0,150.0,139.0,27.0,,20.0,,,2015.0
1032,Pakil,PAKIL,1714.0,960.0,444.0,966.0,159.0,12.0,317.0,1.0,7.0,,17.0,,,2015.0
1033,Palanan,PALANAN,220.0,29.0,330.0,722.0,61.0,2148.0,269.0,18.0,28.0,1.0,,,,2015.0
1034,Palanas,,,,,,,,,,,,,,,
1035,Palapag,PALAPAG,297.0,1276.0,245.0,207.0,3637.0,428.0,577.0,182.0,66.0,5.0,34.0,3.0,,2015.0
1036,Palauig,PALAUIG,1040.0,344.0,2390.0,2073.0,711.0,979.0,250.0,5.0,11.0,3.0,53.0,2.0,,2015.0
1037,Palayan,PALAYAN CITY (Capital),5014.0,1643.0,768.0,1332.0,23.0,107.0,337.0,23.0,158.0,3.0,38.0,1.0,,2015.0
1038,Palimbang,PALIMBANG,262.0,1504.0,2057.0,4919.0,2297.0,2215.0,2153.0,1363.0,2328.0,11.0,1.0,11.0,,2015.0
1039,Palo,PALO,5728.0,9009.0,129.0,123.0,4.0,549.0,28.0,,,34.0,74.0,52.0,,2015.0
1040,Palompon,PALOMPON,4218.0,3175.0,464.0,2823.0,687.0,841.0,1868.0,135.0,8.0,161.0,127.0,7.0,,2015.0
1041,Paluan,PALUAN,16.0,345.0,694.0,459.0,1094.0,3.0,544.0,331.0,114.0,1.0,,2.0,,2015.0
1042,Pambujan,PAMBUJAN,84.0,608.0,118.0,871.0,3411.0,229.0,108.0,618.0,27.0,2.0,30.0,9.0,,2015.0
1043,Pamplona (CG),PAMPLONA,91.0,12.0,1468.0,1205.0,245.0,2095.0,35.0,5.0,3.0,,89.0,,,2015.0
1044,Pamplona (CS),,,,,,,,,,,,,,,
1045,Pamplona (NR),PAMPLONA,3838.0,1326.0,149.0,857.0,6.0,1447.0,921.0,121.0,,34.0,15.0,,,2015.0
1046,Panabo,CITY OF PANABO,6296.0,1790.0,7008.0,5536.0,937.0,1523.0,703.0,23.0,807.0,14264.0,3602.0,,,2015.0
1047,Panaon,PANAON,1547.0,588.0,10.0,22.0,2.0,43.0,70.0,132.0,5.0,,1.0,,,2015.0
1048,Panay,PANAY,4921.0,1348.0,587.0,432.0,56.0,650.0,32.0,1.0,1166.0,1869.0,25.0,1.0,,2015.0
1049,Pandag,PANDAG,53.0,26.0,1335.0,1980.0,348.0,141.0,2.0,1.0,,1.0,19.0,,,2015.0
1050,Pandami,PANDAMI,36.0,190.0,110.0,1744.0,21.0,1658.0,13.0,1.0,2.0,1090.0,10.0,,,2015.0
1051,Pandan (AE),PANDAN,3514.0,1077.0,956.0,1468.0,26.0,139.0,468.0,157.0,1.0,1.0,18.0,,,2015.0
1052,Pandan (CT),,,,,,,,,,,,,,,
1053,Pandi,PANDI,8312.0,1367.0,4707.0,4161.0,72.0,159.0,,,2.0,615.0,911.0,8.0,,2015.0
1054,Panganiban,,,,,,,,,,,,,,,
1055,Pangantucan,PANGANTUCAN,5179.0,3203.0,32.0,173.0,70.0,567.0,1246.0,853.0,29.0,20.0,24.0,,,2015.0
1056,Pangil,PANGIL,2973.0,995.0,133.0,723.0,300.0,123.0,115.0,1.0,20.0,40.0,56.0,13.0,,2015.0
