,name,city,bldg_type,Occupied Housing Units,Number of Households*,Household Population*,Average Household Size,Ratio of Households to Occupied Housing Units,Ratio of Household Population to Occupied Housing Units,year
5462,Maitum,MAITUM,Others,,,,,,,2015.0
5463,Maitum,MAITUM,Not Reported,8.0,8.0,29.0,3.63,1.0,3.63,2015.0
5464,Majayjay,MAJAYJAY,Single house,5765.0,5917.0,24879.0,4.2,1.03,4.32,2015.0
5465,Majayjay,MAJAYJAY,Duplex,452.0,457.0,1850.0,4.05,1.01,4.09,2015.0
5466,Majayjay,MAJAYJAY,Multi-unit residential,246.0,249.0,983.0,3.95,1.01,4.0,2015.0
5467,Majayjay,MAJAYJAY,Commercial/industrial/agricultural,1.0,1.0,4.0,4.0,1.0,4.0,2015.0
5468,Majayjay,MAJAYJAY,Institutional living quarter,,,,,,,2015.0
5469,Majayjay,MAJAYJAY,Others,,,,,,,2015.0
5470,Majayjay,MAJAYJAY,Not Reported,,,,,,,2015.0
5471,Makati,CITY OF MAKATI,Single house,48866.0,50295.0,236875.0,4.71,1.03,4.85,2015.0
5472,Makati,CITY OF MAKATI,Duplex,14444.0,14976.0,57019.0,3.81,1.04,3.95,2015.0
5473,Makati,CITY OF MAKATI,Multi-unit residential,84171.0,87851.0,282274.0,3.21,1.04,3.35,2015.0
5474,Makati,CITY OF MAKATI,Commercial/industrial/agricultural,721.0,742.0,2367.0,3.19,1.03,3.28,2015.0
5475,Makati,CITY OF MAKATI,Institutional living quarter,14.0,14.0,56.0,4.0,1.0,4.0,2015.0
5476,Makati,CITY OF MAKATI,Others,62.0,65.0,239.0,3.68,1.05,3.85,2015.0
5477,Makati,CITY OF MAKATI,Not Reported,152.0,152.0,603.0,3.97,1.0,3.97,2015.0
5478,Makato,MAKATO,Single house,6514.0,6557.0,27129.0,4.14,1.01,4.16,2015.0
5479,Makato,MAKATO,Duplex,20.0,20.0,76.0,3.8,1.0,3.8,2015.0
5480,Makato,MAKATO,Multi-unit residential,,,,,,,2015.0
5481,Makato,MAKATO,Commercial/industrial/agricultural,,,,,,,2015.0
5482,Makato,MAKATO,Institutional living quarter,,,,,,,2015.0
5483,Makato,MAKATO,Others,,,,,,,2015.0
5484,Makato,MAKATO,Not Reported,4.0,4.0,18.0,4.5,1.0,4.5,2015.0
5485,Makilala,MAKILALA,Single house,17922.0,18102.0,78474.0,4.34,1.01,4.38,2015.0
5486,Makilala,MAKILALA,Duplex,825.0,830.0,3405.0,4.1,1.01,4.13,2015.0
5487,Makilala,MAKILALA,Multi-unit residential,412.0,413.0,1457.0,3.53,1.0,3.54,2015.0
5488,Makilala,MAKILALA,Commercial/industrial/agricultural,7.0,7.0,24.0,3.43,1.0,3.43,2015.0
5489,Makilala,MAKILALA,Institutional living quarter,2.0,2.0,5.0,2.5,1.0,2.5,2015.0
5490,Makilala,MAKILALA,Others,,,,,,,2015.0
5491,Makilala,MAKILALA,Not Reported,2.0,2.0,9.0,4.5,1.0,4.5,2015.0
5492,Malabang,MALABANG,Single house,5609.0,6133.0,40276.0,6.57,1.09,7.18,2015.0
5493,Malabang,MALABANG,Duplex,434.0,448.0,2803.0,6.26,1.03,6.46,2015.0
5494,Malabang,MALABANG,Multi-unit residential,105.0,108.0,659.0,6.1,1.03,6.28,2015.0
5495,Malabang,MALABANG,Commercial/industrial/agricultural,22.0,22.0,179.0,8.14,1.0,8.14,2015.0
5496,Malabang,MALABANG,Institutional living quarter,2.0,2.0,16.0,8.0,1.0,8.0,2015.0
5497,Malabang,MALABANG,Others,,,,,,,2015.0
5498,Malabang,MALABANG,Not Reported,,,,,,,2015.0
5499,Malabon,CITY OF MALABON,Single house,43931.0,47190.0,206867.0,4.38,1.07,4.71,2015.0
5500,Malabon,CITY OF MALABON,Duplex,12670.0,13167.0,54382.0,4.13,1.04,4.29,2015.0
5501,Malabon,CITY OF MALABON,Multi-unit residential,24823.0,25509.0,101933.0,4.0,1.03,4.11,2015.0
5502,Malabon,CITY OF MALABON,Commercial/industrial/agricultural,230.0,255.0,817.0,3.2,1.11,3.55,2015.0
5503,Malabon,CITY OF MALABON,Institutional living quarter,2.0,2.0,7.0,3.5,1.0,3.5,2015.0
5504,Malabon,CITY OF MALABON,Others,13.0,13.0,52.0,4.0,1.0,4.0,2015.0
5505,Malabon,CITY OF MALABON,Not Reported,55.0,55.0,225.0,4.09,1.0,4.09,2015.0
5506,Malabuyoc,MALABUYOC,Single house,3610.0,3678.0,18684.0,5.08,1.02,5.18,2015.0
5507,Malabuyoc,MALABUYOC,Duplex,110.0,111.0,525.0,4.73,1.01,4.77,2015.0
5508,Malabuyoc,MALABUYOC,Multi-unit residential,15.0,15.0,74.0,4.93,1.0,4.93,2015.0
5509,Malabuyoc,MALABUYOC,Commercial/industrial/agricultural,6.0,6.0,40.0,6.67,1.0,6.67,2015.0
5510,Malabuyoc,MALABUYOC,Institutional living quarter,,,,,,,2015.0
5511,Malabuyoc,MALABUYOC,Others,,,,,,,2015.0
5512,Malabuyoc,MALABUYOC,Not Reported,6.0,7.0,46.0,6.57,1.17,7.67,2015.0
5513,Malalag,MALALAG,Single house,9789.0,10111.0,37743.0,3.73,1.03,3.86,2015.0
5514,Malalag,MALALAG,Duplex,208.0,227.0,806.0,3.55,1.09,3.88,2015.0
5515,Malalag,MALALAG,Multi-unit residential,7.0,8.0,24.0,3.0,1.14,3.43,2015.0
5516,Malalag,MALALAG,Commercial/industrial/agricultural,5.0,5.0,20.0,4.0,1.0,4.0,2015.0
5517,Malalag,MALALAG,Institutional living quarter,,,,,,,2015.0
5518,Malalag,MALALAG,Others,,,,,,,2015.0
5519,Malalag,MALALAG,Not Reported,16.0,16.0,47.0,2.94,1.0,2.94,2015.0
5520,Malangas,MALANGAS,Single house,7715.0,7819.0,32425.0,4.15,1.01,4.2,2015.0
5521,Malangas,MALANGAS,Duplex,192.0,193.0,738.0,3.82,1.01,3.84,2015.0
5522,Malangas,MALANGAS,Multi-unit residential,43.0,43.0,146.0,3.4,1.0,3.4,2015.0
5523,Malangas,MALANGAS,Commercial/industrial/agricultural,2.0,2.0,10.0,5.0,1.0,5.0,2015.0
5524,Malangas,MALANGAS,Institutional living quarter,,,,,,,2015.0
5525,Malangas,MALANGAS,Others,,,,,,,2015.0
5526,Malangas,MALANGAS,Not Reported,10.0,10.0,37.0,3.7,1.0,3.7,2015.0
5527,Malapatan,MALAPATAN,Single house,15073.0,15195.0,73573.0,4.84,1.01,4.88,2015.0
5528,Malapatan,MALAPATAN,Duplex,568.0,571.0,2565.0,4.49,1.01,4.52,2015.0
5529,Malapatan,MALAPATAN,Multi-unit residential,140.0,141.0,524.0,3.72,1.01,3.74,2015.0
5530,Malapatan,MALAPATAN,Commercial/industrial/agricultural,10.0,10.0,37.0,3.7,1.0,3.7,2015.0
5531,Malapatan,MALAPATAN,Institutional living quarter,,,,,,,2015.0
5532,Malapatan,MALAPATAN,Others,3.0,3.0,18.0,6.0,1.0,6.0,2015.0
5533,Malapatan,MALAPATAN,Not Reported,37.0,38.0,174.0,4.58,1.03,4.7,2015.0
5534,Malasiqui,MALASIQUI,Single house,26678.0,27082.0,122362.0,4.52,1.02,4.59,2015.0
5535,Malasiqui,MALASIQUI,Duplex,1423.0,1453.0,6044.0,4.16,1.02,4.25,2015.0
5536,Malasiqui,MALASIQUI,Multi-unit residential,478.0,481.0,1739.0,3.62,1.01,3.64,2015.0
5537,Malasiqui,MALASIQUI,Commercial/industrial/agricultural,16.0,17.0,71.0,4.18,1.06,4.44,2015.0
5538,Malasiqui,MALASIQUI,Institutional living quarter,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
5539,Malasiqui,MALASIQUI,Others,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
5540,Malasiqui,MALASIQUI,Not Reported,12.0,12.0,44.0,3.67,1.0,3.67,2015.0
5541,Malay,MALAY,Single house,10346.0,10371.0,44876.0,4.33,1.0,4.34,2015.0
5542,Malay,MALAY,Duplex,796.0,807.0,2950.0,3.66,1.01,3.71,2015.0
5543,Malay,MALAY,Multi-unit residential,1397.0,1407.0,3631.0,2.58,1.01,2.6,2015.0
5544,Malay,MALAY,Commercial/industrial/agricultural,62.0,62.0,233.0,3.76,1.0,3.76,2015.0
5545,Malay,MALAY,Institutional living quarter,,,,,,,2015.0
5546,Malay,MALAY,Others,,,,,,,2015.0
5547,Malay,MALAY,Not Reported,17.0,17.0,55.0,3.24,1.0,3.24,2015.0
5548,Malaybalay,CITY OF MALAYBALAY (Capital),Single house,34077.0,34523.0,155189.0,4.5,1.01,4.55,2015.0
5549,Malaybalay,CITY OF MALAYBALAY (Capital),Duplex,2357.0,2401.0,9728.0,4.05,1.02,4.13,2015.0
5550,Malaybalay,CITY OF MALAYBALAY (Capital),Multi-unit residential,1736.0,1772.0,5975.0,3.37,1.02,3.44,2015.0
5551,Malaybalay,CITY OF MALAYBALAY (Capital),Commercial/industrial/agricultural,216.0,219.0,859.0,3.92,1.01,3.98,2015.0
5552,Malaybalay,CITY OF MALAYBALAY (Capital),Institutional living quarter,,,,,,,2015.0
5553,Malaybalay,CITY OF MALAYBALAY (Capital),Others,4.0,4.0,11.0,2.75,1.0,2.75,2015.0
5554,Malaybalay,CITY OF MALAYBALAY (Capital),Not Reported,50.0,52.0,232.0,4.46,1.04,4.64,2015.0
5555,Malibcong,MALIBCONG,Single house,713.0,716.0,3224.0,4.5,1.0,4.52,2015.0
5556,Malibcong,MALIBCONG,Duplex,27.0,27.0,146.0,5.41,1.0,5.41,2015.0
5557,Malibcong,MALIBCONG,Multi-unit residential,2.0,2.0,8.0,4.0,1.0,4.0,2015.0
5558,Malibcong,MALIBCONG,Commercial/industrial/agricultural,,,,,,,2015.0
5559,Malibcong,MALIBCONG,Institutional living quarter,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
5560,Malibcong,MALIBCONG,Others,,,,,,,2015.0
5561,Malibcong,MALIBCONG,Not Reported,,,,,,,2015.0
5562,Malilipot,,,,,,,,,
5563,Malimono,MALIMONO,Single house,3889.0,3892.0,17558.0,4.51,1.0,4.51,2015.0
5564,Malimono,MALIMONO,Duplex,81.0,81.0,383.0,4.73,1.0,4.73,2015.0
5565,Malimono,MALIMONO,Multi-unit residential,18.0,18.0,84.0,4.67,1.0,4.67,2015.0
5566,Malimono,MALIMONO,Commercial/industrial/agricultural,2.0,2.0,15.0,7.5,1.0,7.5,2015.0
5567,Malimono,MALIMONO,Institutional living quarter,,,,,,,2015.0
5568,Malimono,MALIMONO,Others,,,,,,,2015.0
5569,Malimono,MALIMONO,Not Reported,2.0,2.0,12.0,6.0,1.0,6.0,2015.0
5570,Malinao (AK),MALINAO,Single house,5292.0,5300.0,22699.0,4.28,1.0,4.29,2015.0
5571,Malinao (AK),MALINAO,Duplex,94.0,94.0,375.0,3.99,1.0,3.99,2015.0
5572,Malinao (AK),MALINAO,Multi-unit residential,19.0,19.0,81.0,4.26,1.0,4.26,2015.0
5573,Malinao (AK),MALINAO,Commercial/industrial/agricultural,4.0,4.0,13.0,3.25,1.0,3.25,2015.0
5574,Malinao (AK),MALINAO,Institutional living quarter,,,,,,,2015.0
5575,Malinao (AK),MALINAO,Others,,,,,,,2015.0
5576,Malinao (AK),MALINAO,Not Reported,2.0,2.0,7.0,3.5,1.0,3.5,2015.0
5577,Malinao (AY),,,,,,,,,
5578,Malita,MALITA,Single house,26898.0,27163.0,112238.0,4.13,1.01,4.17,2015.0
5579,Malita,MALITA,Duplex,792.0,828.0,3143.0,3.8,1.05,3.97,2015.0
5580,Malita,MALITA,Multi-unit residential,358.0,474.0,1189.0,2.51,1.32,3.32,2015.0
5581,Malita,MALITA,Commercial/industrial/agricultural,12.0,13.0,43.0,3.31,1.08,3.58,2015.0
5582,Malita,MALITA,Institutional living quarter,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
5583,Malita,MALITA,Others,5.0,5.0,16.0,3.2,1.0,3.2,2015.0
5584,Malita,MALITA,Not Reported,138.0,143.0,597.0,4.17,1.04,4.33,2015.0
5585,Malitbog (BK),MALITBOG,Single house,4831.0,4855.0,23725.0,4.89,1.0,4.91,2015.0
5586,Malitbog (BK),MALITBOG,Duplex,112.0,113.0,516.0,4.57,1.01,4.61,2015.0
5587,Malitbog (BK),MALITBOG,Multi-unit residential,24.0,24.0,101.0,4.21,1.0,4.21,2015.0
5588,Malitbog (BK),MALITBOG,Commercial/industrial/agricultural,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
5589,Malitbog (BK),MALITBOG,Institutional living quarter,,,,,,,2015.0
5590,Malitbog (BK),MALITBOG,Others,,,,,,,2015.0
5591,Malitbog (BK),MALITBOG,Not Reported,6.0,6.0,25.0,4.17,1.0,4.17,2015.0
5592,Malitbog (SL),MALITBOG,Single house,4171.0,4187.0,22221.0,5.31,1.0,5.33,2015.0
5593,Malitbog (SL),MALITBOG,Duplex,92.0,93.0,441.0,4.74,1.01,4.79,2015.0
5594,Malitbog (SL),MALITBOG,Multi-unit residential,41.0,41.0,207.0,5.05,1.0,5.05,2015.0
5595,Malitbog (SL),MALITBOG,Commercial/industrial/agricultural,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
5596,Malitbog (SL),MALITBOG,Institutional living quarter,3.0,3.0,8.0,2.67,1.0,2.67,2015.0
5597,Malitbog (SL),MALITBOG,Others,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
5598,Malitbog (SL),MALITBOG,Not Reported,3.0,3.0,11.0,3.67,1.0,3.67,2015.0
5599,Mallig,MALLIG,Single house,7553.0,7556.0,30323.0,4.01,1.0,4.01,2015.0
5600,Mallig,MALLIG,Duplex,32.0,32.0,118.0,3.69,1.0,3.69,2015.0
5601,Mallig,MALLIG,Multi-unit residential,,,,,,,2015.0
5602,Mallig,MALLIG,Commercial/industrial/agricultural,2.0,2.0,12.0,6.0,1.0,6.0,2015.0
5603,Mallig,MALLIG,Institutional living quarter,,,,,,,2015.0
5604,Mallig,MALLIG,Others,,,,,,,2015.0
5605,Mallig,MALLIG,Not Reported,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
5606,Malolos,CITY OF MALOLOS (Capital),Single house,43432.0,44448.0,195211.0,4.39,1.02,4.49,2015.0
5607,Malolos,CITY OF MALOLOS (Capital),Duplex,6194.0,6334.0,26322.0,4.16,1.02,4.25,2015.0
5608,Malolos,CITY OF MALOLOS (Capital),Multi-unit residential,6570.0,6692.0,26540.0,3.97,1.02,4.04,2015.0
5609,Malolos,CITY OF MALOLOS (Capital),Commercial/industrial/agricultural,50.0,52.0,196.0,3.77,1.04,3.92,2015.0
5610,Malolos,CITY OF MALOLOS (Capital),Institutional living quarter,3.0,5.0,21.0,4.2,1.67,7.0,2015.0
5611,Malolos,CITY OF MALOLOS (Capital),Others,2.0,2.0,2.0,1.0,1.0,1.0,2015.0
5612,Malolos,CITY OF MALOLOS (Capital),Not Reported,4.0,8.0,38.0,4.75,2.0,9.5,2015.0
5613,Malungon,MALUNGON,Single house,23782.0,23853.0,100673.0,4.22,1.0,4.23,2015.0
5614,Malungon,MALUNGON,Duplex,521.0,523.0,1990.0,3.8,1.0,3.82,2015.0
5615,Malungon,MALUNGON,Multi-unit residential,160.0,160.0,570.0,3.56,1.0,3.56,2015.0
5616,Malungon,MALUNGON,Commercial/industrial/agricultural,27.0,27.0,74.0,2.74,1.0,2.74,2015.0
5617,Malungon,MALUNGON,Institutional living quarter,,,,,,,2015.0
5618,Malungon,MALUNGON,Others,,,,,,,2015.0
5619,Malungon,MALUNGON,Not Reported,18.0,18.0,93.0,5.17,1.0,5.17,2015.0
5620,Maluso,MALUSO,Single house,5799.0,6071.0,39257.0,6.47,1.05,6.77,2015.0
5621,Maluso,MALUSO,Duplex,181.0,184.0,1153.0,6.27,1.02,6.37,2015.0
5622,Maluso,MALUSO,Multi-unit residential,16.0,16.0,111.0,6.94,1.0,6.94,2015.0
5623,Maluso,MALUSO,Commercial/industrial/agricultural,2.0,2.0,11.0,5.5,1.0,5.5,2015.0
5624,Maluso,MALUSO,Institutional living quarter,,,,,,,2015.0
5625,Maluso,MALUSO,Others,1.0,1.0,8.0,8.0,1.0,8.0,2015.0
5626,Maluso,MALUSO,Not Reported,20.0,20.0,106.0,5.3,1.0,5.3,2015.0
5627,Malvar,MALVAR,Single house,10316.0,10917.0,47603.0,4.36,1.06,4.61,2015.0
5628,Malvar,MALVAR,Duplex,996.0,1098.0,3985.0,3.63,1.1,4.0,2015.0
5629,Malvar,MALVAR,Multi-unit residential,1491.0,1716.0,4577.0,2.67,1.15,3.07,2015.0
5630,Malvar,MALVAR,Commercial/industrial/agricultural,15.0,15.0,42.0,2.8,1.0,2.8,2015.0
5631,Malvar,MALVAR,Institutional living quarter,,,,,,,2015.0
5632,Malvar,MALVAR,Others,,,,,,,2015.0
5633,Malvar,MALVAR,Not Reported,15.0,15.0,63.0,4.2,1.0,4.2,2015.0
5634,Mamasapano,MAMASAPANO,Single house,3894.0,3912.0,24638.0,6.3,1.0,6.33,2015.0
5635,Mamasapano,MAMASAPANO,Duplex,16.0,16.0,110.0,6.88,1.0,6.88,2015.0
5636,Mamasapano,MAMASAPANO,Multi-unit residential,,,,,,,2015.0
5637,Mamasapano,MAMASAPANO,Commercial/industrial/agricultural,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
5638,Mamasapano,MAMASAPANO,Institutional living quarter,,,,,,,2015.0
5639,Mamasapano,MAMASAPANO,Others,,,,,,,2015.0
5640,Mamasapano,MAMASAPANO,Not Reported,4.0,4.0,25.0,6.25,1.0,6.25,2015.0
5641,Mambajao,MAMBAJAO (Capital),Single house,7846.0,7848.0,35590.0,4.53,1.0,4.54,2015.0
5642,Mambajao,MAMBAJAO (Capital),Duplex,410.0,410.0,1804.0,4.4,1.0,4.4,2015.0
5643,Mambajao,MAMBAJAO (Capital),Multi-unit residential,272.0,275.0,1129.0,4.11,1.01,4.15,2015.0
5644,Mambajao,MAMBAJAO (Capital),Commercial/industrial/agricultural,7.0,7.0,26.0,3.71,1.0,3.71,2015.0
5645,Mambajao,MAMBAJAO (Capital),Institutional living quarter,,,,,,,2015.0
5646,Mambajao,MAMBAJAO (Capital),Others,,,,,,,2015.0
5647,Mambajao,MAMBAJAO (Capital),Not Reported,7.0,7.0,25.0,3.57,1.0,3.57,2015.0
5648,Mamburao,MAMBURAO (Capital),Single house,8809.0,8907.0,38504.0,4.32,1.01,4.37,2015.0
5649,Mamburao,MAMBURAO (Capital),Duplex,760.0,772.0,3025.0,3.92,1.02,3.98,2015.0
5650,Mamburao,MAMBURAO (Capital),Multi-unit residential,329.0,332.0,1188.0,3.58,1.01,3.61,2015.0
5651,Mamburao,MAMBURAO (Capital),Commercial/industrial/agricultural,11.0,11.0,36.0,3.27,1.0,3.27,2015.0
5652,Mamburao,MAMBURAO (Capital),Institutional living quarter,1.0,1.0,8.0,8.0,1.0,8.0,2015.0
5653,Mamburao,MAMBURAO (Capital),Others,,,,,,,2015.0
5654,Mamburao,MAMBURAO (Capital),Not Reported,2.0,2.0,8.0,4.0,1.0,4.0,2015.0
5655,Mambusao,MAMBUSAO,Single house,9568.0,9609.0,39264.0,4.09,1.0,4.1,2015.0
5656,Mambusao,MAMBUSAO,Duplex,56.0,56.0,213.0,3.8,1.0,3.8,2015.0
5657,Mambusao,MAMBUSAO,Multi-unit residential,30.0,30.0,104.0,3.47,1.0,3.47,2015.0
5658,Mambusao,MAMBUSAO,Commercial/industrial/agricultural,5.0,5.0,17.0,3.4,1.0,3.4,2015.0
5659,Mambusao,MAMBUSAO,Institutional living quarter,,,,,,,2015.0
5660,Mambusao,MAMBUSAO,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
5661,Mambusao,MAMBUSAO,Not Reported,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
5662,Manabo,MANABO,Single house,2203.0,2263.0,9847.0,4.35,1.03,4.47,2015.0
5663,Manabo,MANABO,Duplex,160.0,163.0,676.0,4.15,1.02,4.23,2015.0
5664,Manabo,MANABO,Multi-unit residential,47.0,49.0,201.0,4.1,1.04,4.28,2015.0
5665,Manabo,MANABO,Commercial/industrial/agricultural,,,,,,,2015.0
5666,Manabo,MANABO,Institutional living quarter,,,,,,,2015.0
5667,Manabo,MANABO,Others,,,,,,,2015.0
5668,Manabo,MANABO,Not Reported,,,,,,,2015.0
5669,Manaoag,MANAOAG,Single house,13737.0,14026.0,65491.0,4.67,1.02,4.77,2015.0
5670,Manaoag,MANAOAG,Duplex,694.0,704.0,3082.0,4.38,1.01,4.44,2015.0
5671,Manaoag,MANAOAG,Multi-unit residential,189.0,196.0,769.0,3.92,1.04,4.07,2015.0
5672,Manaoag,MANAOAG,Commercial/industrial/agricultural,3.0,3.0,12.0,4.0,1.0,4.0,2015.0
5673,Manaoag,MANAOAG,Institutional living quarter,,,,,,,2015.0
5674,Manaoag,MANAOAG,Others,,,,,,,2015.0
5675,Manaoag,MANAOAG,Not Reported,10.0,10.0,45.0,4.5,1.0,4.5,2015.0
5676,Manapla,MANAPLA,Single house,11635.0,12378.0,52056.0,4.21,1.06,4.47,2015.0
5677,Manapla,MANAPLA,Duplex,512.0,546.0,2270.0,4.16,1.07,4.43,2015.0
5678,Manapla,MANAPLA,Multi-unit residential,90.0,90.0,359.0,3.99,1.0,3.99,2015.0
5679,Manapla,MANAPLA,Commercial/industrial/agricultural,5.0,8.0,15.0,1.88,1.6,3.0,2015.0
5680,Manapla,MANAPLA,Institutional living quarter,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
5681,Manapla,MANAPLA,Others,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
5682,Manapla,MANAPLA,Not Reported,10.0,14.0,57.0,4.07,1.4,5.7,2015.0
5683,Manay,MANAY,Single house,8953.0,9083.0,40327.0,4.44,1.01,4.5,2015.0
5684,Manay,MANAY,Duplex,368.0,372.0,1442.0,3.88,1.01,3.92,2015.0
5685,Manay,MANAY,Multi-unit residential,159.0,159.0,618.0,3.89,1.0,3.89,2015.0
5686,Manay,MANAY,Commercial/industrial/agricultural,17.0,18.0,86.0,4.78,1.06,5.06,2015.0
5687,Manay,MANAY,Institutional living quarter,,,,,,,2015.0
5688,Manay,MANAY,Others,,,,,,,2015.0
5689,Manay,MANAY,Not Reported,31.0,34.0,162.0,4.76,1.1,5.23,2015.0
5690,Mandaluyong,CITY OF MANDALUYONG,Single house,34162.0,35511.0,167356.0,4.71,1.04,4.9,2015.0
5691,Mandaluyong,CITY OF MANDALUYONG,Duplex,11510.0,11994.0,45885.0,3.83,1.04,3.99,2015.0
5692,Mandaluyong,CITY OF MANDALUYONG,Multi-unit residential,47259.0,52422.0,162970.0,3.11,1.11,3.45,2015.0
5693,Mandaluyong,CITY OF MANDALUYONG,Commercial/industrial/agricultural,259.0,291.0,1091.0,3.75,1.12,4.21,2015.0
5694,Mandaluyong,CITY OF MANDALUYONG,Institutional living quarter,27.0,32.0,88.0,2.75,1.19,3.26,2015.0
5695,Mandaluyong,CITY OF MANDALUYONG,Others,35.0,36.0,203.0,5.64,1.03,5.8,2015.0
5696,Mandaluyong,CITY OF MANDALUYONG,Not Reported,67.0,70.0,257.0,3.67,1.04,3.84,2015.0
5697,Mandaon,,,,,,,,,
5698,Mandaue,MANDAUE CITY,Single house,47188.0,48199.0,209374.0,4.34,1.02,4.44,2015.0
5699,Mandaue,MANDAUE CITY,Duplex,12840.0,13071.0,49962.0,3.82,1.02,3.89,2015.0
5700,Mandaue,MANDAUE CITY,Multi-unit residential,32094.0,32742.0,99137.0,3.03,1.02,3.09,2015.0
5701,Mandaue,MANDAUE CITY,Commercial/industrial/agricultural,306.0,386.0,800.0,2.07,1.26,2.61,2015.0
5702,Mandaue,MANDAUE CITY,Institutional living quarter,5.0,5.0,17.0,3.4,1.0,3.4,2015.0
5703,Mandaue,MANDAUE CITY,Others,36.0,47.0,153.0,3.26,1.31,4.25,2015.0
5704,Mandaue,MANDAUE CITY,Not Reported,88.0,97.0,334.0,3.44,1.1,3.8,2015.0
5705,Mangaldan,MANGALDAN,Single house,20221.0,20999.0,95722.0,4.56,1.04,4.73,2015.0
5706,Mangaldan,MANGALDAN,Duplex,1487.0,1520.0,6767.0,4.45,1.02,4.55,2015.0
5707,Mangaldan,MANGALDAN,Multi-unit residential,883.0,896.0,3726.0,4.16,1.01,4.22,2015.0
5708,Mangaldan,MANGALDAN,Commercial/industrial/agricultural,14.0,14.0,58.0,4.14,1.0,4.14,2015.0
5709,Mangaldan,MANGALDAN,Institutional living quarter,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
5710,Mangaldan,MANGALDAN,Others,,,,,,,2015.0
5711,Mangaldan,MANGALDAN,Not Reported,5.0,7.0,37.0,5.29,1.4,7.4,2015.0
5712,Mangatarem,MANGATAREM,Single house,14987.0,15299.0,68088.0,4.45,1.02,4.54,2015.0
5713,Mangatarem,MANGATAREM,Duplex,866.0,872.0,3559.0,4.08,1.01,4.11,2015.0
5714,Mangatarem,MANGATAREM,Multi-unit residential,342.0,344.0,1406.0,4.09,1.01,4.11,2015.0
5715,Mangatarem,MANGATAREM,Commercial/industrial/agricultural,13.0,13.0,57.0,4.38,1.0,4.38,2015.0
5716,Mangatarem,MANGATAREM,Institutional living quarter,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
5717,Mangatarem,MANGATAREM,Others,2.0,2.0,5.0,2.5,1.0,2.5,2015.0
5718,Mangatarem,MANGATAREM,Not Reported,20.0,23.0,80.0,3.48,1.15,4.0,2015.0
5719,Mangudadatu,MANGUDADATU,Single house,3776.0,3776.0,24465.0,6.48,1.0,6.48,2015.0
5720,Mangudadatu,MANGUDADATU,Duplex,18.0,18.0,106.0,5.89,1.0,5.89,2015.0
5721,Mangudadatu,MANGUDADATU,Multi-unit residential,,,,,,,2015.0
5722,Mangudadatu,MANGUDADATU,Commercial/industrial/agricultural,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
5723,Mangudadatu,MANGUDADATU,Institutional living quarter,,,,,,,2015.0
5724,Mangudadatu,MANGUDADATU,Others,,,,,,,2015.0
5725,Mangudadatu,MANGUDADATU,Not Reported,41.0,41.0,435.0,10.61,1.0,10.61,2015.0
5726,Manila,CITY OF MANILA,Single house,108277.0,118203.0,538084.0,4.55,1.09,4.97,2015.0
5727,Manila,CITY OF MANILA,Duplex,57101.0,60966.0,248820.0,4.08,1.07,4.36,2015.0
5728,Manila,CITY OF MANILA,Multi-unit residential,238997.0,250012.0,953978.0,3.82,1.05,3.99,2015.0
5729,Manila,CITY OF MANILA,Commercial/industrial/agricultural,2427.0,2668.0,9526.0,3.57,1.1,3.93,2015.0
5730,Manila,CITY OF MANILA,Institutional living quarter,95.0,104.0,367.0,3.53,1.09,3.86,2015.0
5731,Manila,CITY OF MANILA,Others,1632.0,1651.0,6200.0,3.76,1.01,3.8,2015.0
5732,Manila,CITY OF MANILA,Not Reported,1458.0,1550.0,6034.0,3.89,1.06,4.14,2015.0
5733,Manito,,,,,,,,,
5734,Manjuyod,MANJUYOD,Single house,9557.0,9577.0,40808.0,4.26,1.0,4.27,2015.0
5735,Manjuyod,MANJUYOD,Duplex,276.0,276.0,1056.0,3.83,1.0,3.83,2015.0
5736,Manjuyod,MANJUYOD,Multi-unit residential,85.0,85.0,325.0,3.82,1.0,3.82,2015.0
5737,Manjuyod,MANJUYOD,Commercial/industrial/agricultural,2.0,2.0,14.0,7.0,1.0,7.0,2015.0
5738,Manjuyod,MANJUYOD,Institutional living quarter,,,,,,,2015.0
5739,Manjuyod,MANJUYOD,Others,,,,,,,2015.0
5740,Manjuyod,MANJUYOD,Not Reported,3.0,3.0,10.0,3.33,1.0,3.33,2015.0
5741,Mankayan,MANKAYAN,Single house,6082.0,6082.0,28056.0,4.61,1.0,4.61,2015.0
