,name,city,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
838,Mainit,MAINIT,5572.0,390.0,1.0,,1.0,6.0,3.0,2.0,,2015.0
839,Maitum,MAITUM,7426.0,2790.0,8.0,2.0,98.0,226.0,68.0,13.0,,2015.0
840,Majayjay,MAJAYJAY,6229.0,279.0,3.0,,4.0,19.0,69.0,21.0,,2015.0
841,Makati,CITY OF MAKATI,151308.0,304.0,1341.0,17.0,55.0,46.0,670.0,289.0,65.0,2015.0
842,Makato,MAKATO,6179.0,373.0,,,25.0,4.0,,,,2015.0
843,Makilala,MAKILALA,15580.0,3447.0,2.0,5.0,42.0,227.0,48.0,5.0,,2015.0
844,Malabang,MALABANG,515.0,348.0,1.0,1.0,3620.0,2170.0,7.0,51.0,,2015.0
845,Malabon,CITY OF MALABON,85004.0,784.0,1.0,3.0,15.0,40.0,286.0,58.0,,2015.0
846,Malabuyoc,MALABUYOC,2943.0,836.0,1.0,,16.0,9.0,6.0,6.0,,2015.0
847,Malalag,MALALAG,8002.0,2207.0,8.0,1.0,68.0,71.0,6.0,4.0,,2015.0
848,Malangas,MALANGAS,6434.0,1546.0,8.0,1.0,21.0,52.0,2.0,2.0,1.0,2015.0
849,Malapatan,MALAPATAN,9470.0,5635.0,22.0,5.0,411.0,395.0,6.0,14.0,,2015.0
850,Malasiqui,MALASIQUI,27699.0,1192.0,29.0,4.0,6.0,30.0,27.0,60.0,,2015.0
851,Malay,MALAY,12431.0,200.0,,,4.0,19.0,10.0,,,2015.0
852,Malaybalay,CITY OF MALAYBALAY (Capital),30431.0,7288.0,161.0,5.0,167.0,670.0,158.0,91.0,,2015.0
853,Malibcong,MALIBCONG,219.0,41.0,,,3.0,,483.0,,,2015.0
854,Malilipot,,,,,,,,,,,
855,Malimono,MALIMONO,3766.0,209.0,5.0,,1.0,9.0,,5.0,,2015.0
856,Malinao (AK),MALINAO,5116.0,303.0,,,,,,,,2015.0
857,Malinao (AY),,,,,,,,,,,
858,Malita,MALITA,14576.0,11583.0,279.0,13.0,663.0,1394.0,83.0,36.0,,2015.0
859,Malitbog (BK),MALITBOG,2501.0,2186.0,1.0,,7.0,243.0,44.0,17.0,,2015.0
860,Malitbog (SL),MALITBOG,3857.0,465.0,1.0,,2.0,4.0,,,,2015.0
861,Mallig,MALLIG,7411.0,167.0,,,1.0,1.0,3.0,8.0,,2015.0
862,Malolos,CITY OF MALOLOS (Capital),56792.0,474.0,19.0,5.0,18.0,32.0,82.0,108.0,11.0,2015.0
863,Malungon,MALUNGON,15502.0,6979.0,46.0,1.0,389.0,1519.0,131.0,14.0,,2015.0
864,Maluso,MALUSO,3894.0,1546.0,2.0,1.0,267.0,562.0,11.0,11.0,,2015.0
865,Malvar,MALVAR,13626.0,67.0,5.0,2.0,,1.0,54.0,6.0,,2015.0
866,Mamasapano,MAMASAPANO,2705.0,261.0,3.0,17.0,370.0,572.0,5.0,,,2015.0
867,Mambajao,MAMBAJAO (Capital),8164.0,374.0,,,,9.0,,,,2015.0
868,Mamburao,MAMBURAO (Capital),8534.0,991.0,4.0,3.0,37.0,224.0,164.0,68.0,,2015.0
869,Mambusao,MAMBUSAO,8680.0,983.0,1.0,1.0,7.0,15.0,3.0,12.0,,2015.0
870,Manabo,MANABO,2248.0,178.0,,,11.0,26.0,12.0,,,2015.0
871,Manaoag,MANAOAG,14559.0,298.0,10.0,2.0,1.0,11.0,43.0,15.0,,2015.0
872,Manapla,MANAPLA,11587.0,1312.0,2.0,5.0,17.0,52.0,41.0,22.0,,2015.0
873,Manay,MANAY,5016.0,3526.0,100.0,5.0,540.0,474.0,4.0,1.0,,2015.0
874,Mandaluyong,CITY OF MANDALUYONG,99089.0,217.0,161.0,6.0,112.0,491.0,101.0,166.0,13.0,2015.0
875,Mandaon,,,,,,,,,,,
876,Mandaue,MANDAUE CITY,91317.0,2307.0,118.0,5.0,47.0,272.0,322.0,159.0,,2015.0
877,Mangaldan,MANGALDAN,22852.0,546.0,4.0,1.0,1.0,4.0,17.0,12.0,,2015.0
878,Mangatarem,MANGATAREM,15394.0,1005.0,25.0,,60.0,12.0,53.0,5.0,,2015.0
879,Mangudadatu,MANGUDADATU,1195.0,392.0,1.0,2.0,1357.0,886.0,,3.0,,2015.0
880,Manila,CITY OF MANILA,428934.0,2365.0,1369.0,34.0,66.0,98.0,1018.0,1012.0,258.0,2015.0
881,Manito,,,,,,,,,,,
882,Manjuyod,MANJUYOD,7089.0,2591.0,,44.0,76.0,94.0,49.0,,,2015.0
883,Mankayan,MANKAYAN,7884.0,92.0,2.0,2.0,,7.0,101.0,,,2015.0
884,Manolo Fortich,MANOLO FORTICH,16057.0,4785.0,7.0,2.0,32.0,269.0,75.0,21.0,,2015.0
885,Mansalay,MANSALAY,7093.0,3669.0,6.0,26.0,89.0,314.0,86.0,3.0,,2015.0
886,Manticao,MANTICAO,5568.0,852.0,1.0,1.0,6.0,19.0,13.0,,,2015.0
887,Manukan,MANUKAN,5360.0,2389.0,4.0,2.0,36.0,27.0,4.0,1.0,,2015.0
888,Mapanas,MAPANAS,2160.0,441.0,35.0,,27.0,53.0,69.0,,,2015.0
889,Mapandan,MAPANDAN,8440.0,216.0,1.0,1.0,1.0,4.0,1.0,3.0,,2015.0
890,Mapun,MAPUN (CAGAYAN DE TAWI-TAWI),3106.0,461.0,14.0,7.0,520.0,243.0,74.0,1.0,,2015.0
891,Marabut,MARABUT,3466.0,411.0,3.0,,44.0,43.0,1.0,12.0,,2015.0
892,Maragondon,MARAGONDON,7582.0,485.0,1.0,5.0,28.0,33.0,204.0,1.0,,2015.0
893,Maragusan,MARAGUSAN (SAN MARIANO),10683.0,2695.0,185.0,8.0,386.0,346.0,46.0,,,2015.0
894,Maramag,MARAMAG,18826.0,3758.0,10.0,1.0,100.0,185.0,112.0,12.0,,2015.0
895,Marantao,MARANTAO,4947.0,2.0,4.0,1.0,72.0,57.0,,,,2015.0
896,Marawi,MARAWI CITY,28623.0,383.0,183.0,111.0,17.0,67.0,84.0,7.0,257.0,2015.0
897,Marcos,MARCOS,4468.0,79.0,,,,,12.0,4.0,,2015.0
898,Margosatubig,MARGOSATUBIG,5724.0,2256.0,303.0,5.0,118.0,397.0,16.0,4.0,,2015.0
899,Maria,MARIA,2480.0,589.0,,,13.0,43.0,38.0,1.0,,2015.0
900,Maria Aurora,MARIA AURORA,8709.0,518.0,7.0,10.0,45.0,50.0,65.0,1.0,,2015.0
901,Maribojoc,MARIBOJOC,4273.0,316.0,,1.0,2.0,51.0,36.0,69.0,,2015.0
902,Marihatag,MARIHATAG,3194.0,490.0,,,3.0,7.0,5.0,,,2015.0
903,Marikina,CITY OF MARIKINA,96774.0,488.0,592.0,7.0,24.0,35.0,264.0,44.0,10.0,2015.0
904,Marilao,MARILAO,51904.0,481.0,158.0,4.0,43.0,15.0,158.0,63.0,,2015.0
905,Maripipi,MARIPIPI,1441.0,222.0,,,,5.0,,,,2015.0
906,Mariveles,MARIVELES,29926.0,642.0,67.0,3.0,54.0,31.0,85.0,39.0,,2015.0
907,Marogong,MAROGONG,18.0,27.0,,,1440.0,1544.0,1.0,,,2015.0
908,Masbate,,,,,,,,,,,
909,Masinloc,MASINLOC,10159.0,556.0,18.0,2.0,74.0,23.0,53.0,9.0,,2015.0
910,Masiu,MASIU,4259.0,6.0,,1.0,40.0,10.0,,,,2015.0
911,Maslog,MASLOG,674.0,373.0,,,,30.0,,,,2015.0
912,Masantol,MASANTOL,11243.0,287.0,5.0,1.0,116.0,168.0,83.0,43.0,,2015.0
913,Mataasnakahoy,MATAASNAKAHOY,6862.0,28.0,4.0,,,,7.0,,,2015.0
914,Matag-Ob,MATAG-OB,3416.0,890.0,2.0,,9.0,241.0,11.0,1.0,,2015.0
915,Matalam,MATALAM,13727.0,4125.0,50.0,1.0,145.0,708.0,56.0,4.0,,2015.0
916,Matalom,MATALOM,6571.0,883.0,52.0,,4.0,13.0,11.0,3.0,,2015.0
917,Matanao,MATANAO,12156.0,1556.0,22.0,2.0,34.0,84.0,7.0,,,2015.0
918,Matanog,MATANOG,1467.0,1014.0,15.0,6.0,907.0,1384.0,,24.0,,2015.0
919,Mati,CITY OF MATI (Capital),27839.0,4048.0,44.0,10.0,115.0,318.0,77.0,41.0,,2015.0
920,Matnog,,,,,,,,,,,
921,Matuguinao,MATUGUINAO,634.0,781.0,83.0,1.0,9.0,14.0,1.0,,,2015.0
922,Matungao,MATUNGAO,2065.0,101.0,,,,38.0,,2.0,,2015.0
923,Mauban,MAUBAN,11898.0,1938.0,15.0,2.0,168.0,571.0,752.0,37.0,,2015.0
924,Mawab,MAWAB,6653.0,1513.0,7.0,,55.0,98.0,8.0,,,2015.0
925,Mayantoc,MAYANTOC,6974.0,477.0,67.0,4.0,4.0,15.0,27.0,3.0,,2015.0
926,Maydolong,MAYDOLONG,3080.0,152.0,2.0,1.0,2.0,7.0,2.0,1.0,,2015.0
927,Mayorga,MAYORGA,3016.0,841.0,1.0,,6.0,361.0,5.0,6.0,,2015.0
928,Mayoyao,MAYOYAO,3447.0,586.0,,,20.0,23.0,2.0,1.0,,2015.0
929,Medellin,MEDELLIN,10630.0,1178.0,,2.0,159.0,757.0,68.0,42.0,,2015.0
930,Medina,MEDINA,6362.0,734.0,2.0,,1.0,8.0,1.0,37.0,,2015.0
931,Mendez,MENDEZ (MENDEZ-NUÑEZ),7017.0,112.0,11.0,2.0,5.0,2.0,27.0,3.0,,2015.0
932,Mercedes,,,,,,,,,,,
933,Mercedes (ES),MERCEDES,1413.0,28.0,1.0,,4.0,82.0,2.0,,,2015.0
934,Merida,MERIDA,5838.0,1295.0,2.0,8.0,31.0,733.0,6.0,10.0,,2015.0
935,Mexico,MEXICO,32092.0,159.0,143.0,4.0,5.0,6.0,93.0,16.0,,2015.0
936,Meycauayan,CITY OF MEYCAUAYAN,51598.0,555.0,105.0,5.0,49.0,40.0,148.0,43.0,,2015.0
937,Miag-ao,MIAGAO,13490.0,592.0,4.0,3.0,7.0,16.0,12.0,,,2015.0
938,Midsalip,MIDSALIP,2361.0,3811.0,4.0,2.0,59.0,420.0,9.0,116.0,,2015.0
939,Midsayap,MIDSAYAP,25649.0,5666.0,129.0,62.0,618.0,1994.0,58.0,22.0,,2015.0
940,Milagros,,,,,,,,,,,
941,Milaor,,,,,,,,,,,
942,Mina,MINA,4715.0,272.0,,,,,3.0,2.0,,2015.0
943,Minalabac,,,,,,,,,,,
944,Minalin,MINALIN,9681.0,197.0,6.0,,3.0,9.0,27.0,8.0,,2015.0
945,Minglanilla,MINGLANILLA,29340.0,1202.0,,,8.0,29.0,3.0,17.0,,2015.0
946,Mlang,M'LANG,19140.0,3690.0,30.0,10.0,83.0,484.0,184.0,24.0,,2015.0
947,Moalboal,MOALBOAL,6685.0,547.0,,,3.0,22.0,14.0,13.0,,2015.0
948,Mobo,,,,,,,,,,,
949,Mogpog,MOGPOG,7219.0,885.0,4.0,,43.0,73.0,13.0,4.0,,2015.0
950,Moises Padilla,MOISES PADILLA (MAGALLON),5757.0,2606.0,98.0,,166.0,139.0,95.0,9.0,,2015.0
951,Molave,MOLAVE,8759.0,2452.0,5.0,9.0,38.0,152.0,8.0,92.0,,2015.0
952,Moncada,MONCADA,12982.0,754.0,9.0,4.0,5.0,6.0,27.0,6.0,,2015.0
953,Mondragon,MONDRAGON,5721.0,1760.0,62.0,2.0,6.0,36.0,5.0,1.0,,2015.0
954,Monkayo,MONKAYO,15545.0,4429.0,21.0,1.0,486.0,882.0,87.0,,,2015.0
955,Monreal,,,,,,,,,,,
956,Montevista,MONTEVISTA,6465.0,2996.0,4.0,,48.0,539.0,15.0,,,2015.0
957,Morong (BN),MORONG,6283.0,521.0,7.0,,3.0,14.0,16.0,3.0,,2015.0
958,Morong (RL),MORONG,12476.0,525.0,1.0,1.0,69.0,23.0,73.0,12.0,,2015.0
959,Motiong,MOTIONG,2687.0,327.0,1.0,,5.0,23.0,,,,2015.0
960,Mulanay,MULANAY,9120.0,1692.0,13.0,1.0,179.0,636.0,65.0,12.0,,2015.0
961,Mulondo,MULONDO,2204.0,,,,4.0,35.0,,3.0,,2015.0
962,Munai,MUNAI,2407.0,1908.0,4.0,,1057.0,643.0,1.0,,,2015.0
963,Muntinlupa,CITY OF MUNTINLUPA,119897.0,1025.0,854.0,10.0,35.0,67.0,163.0,186.0,49.0,2015.0
964,Murcia,MURCIA,16561.0,1789.0,18.0,,41.0,78.0,25.0,5.0,,2015.0
965,Mutia,MUTIA,2153.0,515.0,12.0,1.0,,2.0,3.0,,,2015.0
966,Naawan,NAAWAN,4105.0,591.0,6.0,,1.0,11.0,4.0,8.0,,2015.0
967,Nabas,NABAS,7648.0,270.0,,,,,,,,2015.0
968,Nabua,,,,,,,,,,,
969,Nabunturan,NABUNTURAN (Capital),15297.0,3033.0,41.0,2.0,143.0,326.0,52.0,,,2015.0
970,Naga (CS),,,,,,,,,,,
971,Naga (CU),CITY OF NAGA,24269.0,1756.0,,3.0,9.0,104.0,6.0,30.0,,2015.0
972,Naga (ZS),NAGA,6873.0,1485.0,27.0,1.0,112.0,50.0,9.0,4.0,1.0,2015.0
973,Nagbukel,NAGBUKEL,1170.0,11.0,,,,,,1.0,,2015.0
974,Nagcarlan,NAGCARLAN,15129.0,362.0,16.0,6.0,15.0,21.0,133.0,10.0,,2015.0
975,Nagtipunan,NAGTIPUNAN,3201.0,665.0,3.0,1.0,811.0,153.0,63.0,1.0,,2015.0
976,Naguilian (IA),NAGUILIAN,7207.0,198.0,,1.0,1.0,,6.0,,,2015.0
977,Naguilian (LU),NAGUILIAN,11494.0,588.0,3.0,,5.0,9.0,57.0,5.0,,2015.0
978,Naic,NAIC,24791.0,777.0,39.0,19.0,51.0,67.0,341.0,46.0,,2015.0
979,Nampicuan,NAMPICUAN,2948.0,132.0,,1.0,,,,5.0,,2015.0
980,Narra,NARRA,14027.0,2110.0,,,363.0,319.0,103.0,,,2015.0
981,Narvacan,NARVACAN,9688.0,118.0,6.0,,5.0,2.0,23.0,14.0,,2015.0
982,Nasipit,,,,,,,,,,,
983,Nasugbu,NASUGBU,28742.0,1196.0,511.0,3.0,5.0,27.0,71.0,196.0,,2015.0
984,Natividad,NATIVIDAD,5363.0,343.0,25.0,3.0,9.0,25.0,19.0,7.0,,2015.0
985,Natonin,NATONIN,1961.0,217.0,,,,5.0,2.0,4.0,,2015.0
986,Naujan,NAUJAN,20709.0,2270.0,19.0,2.0,46.0,119.0,106.0,77.0,,2015.0
987,Naval,NAVAL (Capital),10937.0,908.0,,,103.0,44.0,14.0,18.0,,2015.0
988,Navotas,CITY OF NAVOTAS,59566.0,553.0,540.0,3.0,2.0,13.0,157.0,70.0,,2015.0
989,New Bataan,NEW BATAAN,7951.0,1831.0,22.0,,224.0,1563.0,46.0,,,2015.0
990,New Corella,NEW CORELLA,8940.0,2721.0,3.0,1.0,129.0,542.0,67.0,,,2015.0
991,New Lucena,NEW LUCENA,4723.0,280.0,,,,2.0,1.0,,,2015.0
992,New Washington,NEW WASHINGTON,10527.0,318.0,,,5.0,3.0,,,,2015.0
993,Norala,NORALA,9846.0,524.0,10.0,3.0,27.0,165.0,22.0,4.0,,2015.0
994,Northern Kabuntalan,NORTHERN KABUNTALAN,2553.0,1208.0,8.0,11.0,98.0,340.0,,4.0,,2015.0
995,Norzagaray,NORZAGARAY,23501.0,979.0,4.0,2.0,93.0,89.0,107.0,47.0,,2015.0
996,Noveleta,NOVELETA,11506.0,110.0,1.0,,2.0,,17.0,12.0,,2015.0
997,Nueva Era,NUEVA ERA,2259.0,180.0,,1.0,,1.0,11.0,1.0,,2015.0
998,Nueva Valencia,NUEVA VALENCIA,7348.0,1228.0,4.0,1.0,103.0,175.0,309.0,5.0,,2015.0
999,Numancia,NUMANCIA,7296.0,130.0,,,3.0,4.0,,,,2015.0
1000,Nunungan,NUNUNGAN,,2056.0,,,926.0,525.0,,1.0,,2015.0
1001,Oas,,,,,,,,,,,
1002,Obando,OBANDO,13502.0,263.0,,1.0,1.0,,49.0,5.0,,2015.0
1003,Ocampo,,,,,,,,,,,
1004,Odiongan,ODIONGAN,10161.0,1250.0,3.0,,13.0,19.0,11.0,3.0,,2015.0
1005,Old Panamao,OLD PANAMAO,110.0,3154.0,6.0,1.0,1503.0,1727.0,24.0,10.0,,2015.0
1006,Olongapo,OLONGAPO CITY,54858.0,1380.0,57.0,7.0,28.0,17.0,103.0,32.0,,2015.0
1007,Olutanga,OLUTANGA,5594.0,1043.0,59.0,,6.0,47.0,,15.0,1.0,2015.0
1008,Omar,OMAR,94.0,2198.0,4.0,3.0,346.0,1740.0,44.0,12.0,,2015.0
1009,Opol,OPOL,12788.0,1210.0,3.0,2.0,9.0,43.0,38.0,4.0,,2015.0
1010,Orani,ORANI,15429.0,271.0,4.0,1.0,5.0,29.0,30.0,21.0,,2015.0
1011,Oras,ORAS,7700.0,600.0,9.0,,207.0,94.0,6.0,2.0,,2015.0
1012,Orion,ORION,11482.0,518.0,2.0,2.0,14.0,8.0,101.0,9.0,,2015.0
1013,Ormoc,ORMOC CITY,42522.0,6031.0,58.0,9.0,166.0,995.0,88.0,37.0,,2015.0
1014,Oroquieta,OROQUIETA CITY (Capital),14587.0,1806.0,16.0,8.0,10.0,23.0,37.0,11.0,,2015.0
1015,Oslob,OSLOB,4976.0,978.0,,1.0,10.0,20.0,11.0,2.0,,2015.0
1016,Oton,OTON,19945.0,435.0,6.0,3.0,26.0,18.0,27.0,,,2015.0
1017,Ozamiz,OZAMIS CITY,27639.0,2294.0,32.0,2.0,19.0,54.0,134.0,130.0,,2015.0
1018,Padada,PADADA,6296.0,576.0,6.0,1.0,3.0,24.0,9.0,,,2015.0
1019,Padre Burgos (QN),PADRE BURGOS,4325.0,507.0,,,120.0,181.0,48.0,1.0,,2015.0
1020,Padre Burgos (SL),PADRE BURGOS,2202.0,181.0,1.0,,,2.0,1.0,,,2015.0
1021,Padre Garcia,PADRE GARCIA,10756.0,41.0,120.0,7.0,,2.0,163.0,20.0,,2015.0
1022,Paete,PAETE,5247.0,269.0,,1.0,2.0,1.0,77.0,5.0,,2015.0
1023,Pagadian,PAGADIAN CITY (Capital),35446.0,4446.0,152.0,5.0,203.0,522.0,81.0,17.0,,2015.0
1024,Pagagawan,PAGAGAWAN,1493.0,1455.0,6.0,6.0,725.0,1968.0,1.0,39.0,,2015.0
1025,Pagalungan,PAGALUNGAN,2633.0,2578.0,4.0,6.0,936.0,621.0,24.0,8.0,,2015.0
1026,Pagayawan,PAGAYAWAN (TATARIKAN),24.0,252.0,1.0,,1231.0,323.0,,2.0,,2015.0
1027,Pagbilao,PAGBILAO,15834.0,1020.0,4.0,1.0,35.0,292.0,78.0,20.0,,2015.0
1028,Paglat,PAGLAT,2033.0,313.0,9.0,3.0,39.0,98.0,2.0,7.0,,2015.0
1029,Pagsanghan,PAGSANGHAN,1529.0,223.0,69.0,,,2.0,,1.0,,2015.0
1030,Pagsanjan,PAGSANJAN,9215.0,401.0,1.0,1.0,8.0,8.0,105.0,8.0,,2015.0
1031,Pagudpud,PAGUDPUD,5580.0,208.0,1.0,,2.0,7.0,7.0,2.0,,2015.0
1032,Pakil,PAKIL,4387.0,149.0,6.0,1.0,12.0,11.0,6.0,25.0,,2015.0
1033,Palanan,PALANAN,1198.0,1647.0,3.0,1.0,253.0,593.0,123.0,8.0,,2015.0
1034,Palanas,,,,,,,,,,,
1035,Palapag,PALAPAG,6002.0,742.0,167.0,,6.0,33.0,1.0,6.0,,2015.0
1036,Palauig,PALAUIG,7347.0,427.0,2.0,,6.0,3.0,72.0,4.0,,2015.0
1037,Palayan,PALAYAN CITY (Capital),8561.0,587.0,21.0,7.0,35.0,188.0,44.0,4.0,,2015.0
1038,Palimbang,PALIMBANG,9260.0,6563.0,25.0,391.0,904.0,1827.0,40.0,111.0,,2015.0
1039,Palo,PALO,13806.0,1116.0,32.0,,56.0,654.0,46.0,20.0,,2015.0
1040,Palompon,PALOMPON,12678.0,1534.0,68.0,,27.0,156.0,44.0,7.0,,2015.0
1041,Paluan,PALUAN,2250.0,820.0,1.0,,16.0,265.0,242.0,9.0,,2015.0
1042,Pambujan,PAMBUJAN,5154.0,938.0,,1.0,3.0,8.0,10.0,1.0,,2015.0
1043,Pamplona (CG),PAMPLONA,4755.0,472.0,2.0,,7.0,9.0,3.0,,,2015.0
1044,Pamplona (CS),,,,,,,,,,,
1045,Pamplona (NR),PAMPLONA,6921.0,1757.0,,,17.0,18.0,1.0,,,2015.0
1046,Panabo,CITY OF PANABO,40053.0,1933.0,19.0,5.0,148.0,261.0,70.0,,,2015.0
1047,Panaon,PANAON,2040.0,357.0,2.0,2.0,,9.0,8.0,2.0,,2015.0
1048,Panay,PANAY,10443.0,530.0,1.0,,28.0,69.0,11.0,6.0,,2015.0
1049,Pandag,PANDAG,1742.0,504.0,1.0,3.0,1234.0,419.0,,3.0,,2015.0
1050,Pandami,PANDAMI,171.0,2064.0,199.0,2.0,722.0,1582.0,119.0,16.0,,2015.0
1051,Pandan (AE),PANDAN,7396.0,312.0,2.0,,53.0,37.0,16.0,9.0,,2015.0
1052,Pandan (CT),,,,,,,,,,,
1053,Pandi,PANDI,19569.0,220.0,7.0,,12.0,9.0,468.0,29.0,,2015.0
1054,Panganiban,,,,,,,,,,,
1055,Pangantucan,PANGANTUCAN,8488.0,2665.0,1.0,,28.0,196.0,17.0,1.0,,2015.0
1056,Pangil,PANGIL,5096.0,342.0,,,2.0,8.0,42.0,2.0,,2015.0
1057,Panglao,PANGLAO,6674.0,305.0,3.0,1.0,3.0,15.0,13.0,6.0,,2015.0
1058,Panglima Estino,PANGLIMA ESTINO (NEW PANAMAO),519.0,1477.0,12.0,2.0,1074.0,1083.0,12.0,5.0,,2015.0
1059,Panglima Sugala,PANGLIMA SUGALA (BALIMBING),1599.0,1580.0,168.0,1.0,1407.0,2226.0,8.0,3.0,,2015.0
1060,Pangutaran,PANGUTARAN,368.0,1015.0,,1.0,2631.0,1550.0,16.0,8.0,,2015.0
1061,Paniqui,PANIQUI,21717.0,592.0,18.0,5.0,10.0,5.0,37.0,28.0,,2015.0
1062,Panitan,PANITAN,8958.0,731.0,3.0,1.0,7.0,13.0,2.0,4.0,,2015.0
1063,Pantabangan,PANTABANGAN,5496.0,495.0,,,15.0,55.0,76.0,2.0,,2015.0
1064,Pantao Ragat,PANTAO RAGAT,3220.0,535.0,,,24.0,364.0,,,,2015.0
1065,Pantar,PANTAR,3414.0,12.0,,,,1.0,,,,2015.0
1066,Pantukan,PANTUKAN,13689.0,3538.0,269.0,4.0,171.0,348.0,1256.0,,,2015.0
1067,Panukulan,PANUKULAN,1937.0,289.0,1.0,,554.0,64.0,45.0,1.0,,2015.0
1068,Paoay,PAOAY,5726.0,76.0,2.0,1.0,1.0,3.0,8.0,5.0,,2015.0
1069,Paombong,PAOMBONG,11655.0,94.0,1.0,1.0,4.0,5.0,13.0,9.0,,2015.0
1070,Paracale,,,,,,,,,,,
1071,Paracelis,PARACELIS,4929.0,617.0,7.0,,175.0,103.0,,3.0,,2015.0
1072,Paranas,PARANAS (WRIGHT),5875.0,413.0,56.0,2.0,,2.0,1.0,,,2015.0
1073,Parang (MA),PARANG,11426.0,1777.0,35.0,8.0,835.0,1132.0,53.0,29.0,12.0,2015.0
1074,Parang (SU),PARANG,717.0,3325.0,30.0,5.0,2384.0,3345.0,7.0,45.0,,2015.0
1075,Paranaque,CITY OF PARAÑAQUE,161556.0,530.0,263.0,11.0,170.0,19.0,361.0,105.0,59.0,2015.0
1076,Pasacao,,,,,,,,,,,
1077,Pasay,PASAY CITY,107240.0,210.0,32.0,,4.0,3.0,41.0,71.0,18.0,2015.0
1078,Pasig,CITY OF PASIG,178773.0,605.0,586.0,9.0,64.0,111.0,258.0,163.0,43.0,2015.0
1079,Pasil,PASIL,1696.0,95.0,,,,,9.0,,,2015.0
1080,Passi,CITY OF PASSI,15932.0,3107.0,43.0,2.0,40.0,164.0,,,,2015.0
1081,Pastrana,PASTRANA,2978.0,1322.0,10.0,,2.0,17.0,2.0,,,2015.0
1082,Pasuquin,PASUQUIN,6588.0,89.0,,,2.0,,17.0,2.0,,2015.0
1083,Pata,PATA,42.0,766.0,,1.0,1992.0,779.0,,3.0,,2015.0
1084,Pateros,PATEROS,14043.0,66.0,4.0,,5.0,5.0,14.0,51.0,,2015.0
1085,Patikul,PATIKUL,8550.0,1365.0,6.0,67.0,357.0,541.0,2.0,60.0,,2015.0
1086,Patnanungan,PATNANUNGAN,1200.0,423.0,4.0,1.0,1329.0,277.0,6.0,47.0,,2015.0
1087,Patnongon,PATNONGON,7797.0,777.0,1.0,,5.0,,4.0,9.0,,2015.0
1088,Pavia,PAVIA,12576.0,217.0,3.0,2.0,5.0,8.0,14.0,,,2015.0
1089,Payao,PAYAO,4846.0,1948.0,3.0,,13.0,121.0,7.0,5.0,,2015.0
1090,Perez,PEREZ,2283.0,353.0,1.0,,2.0,68.0,36.0,33.0,,2015.0
1091,Penablanca,PEÑABLANCA,9663.0,977.0,5.0,1.0,20.0,37.0,36.0,,,2015.0
1092,Penaranda,PEÑARANDA,6568.0,241.0,3.0,1.0,10.0,12.0,17.0,5.0,,2015.0
1093,Penarrubia,PEÑARRUBIA,1280.0,188.0,,,,10.0,,,,2015.0
1094,Piagapo,PIAGAPO,3137.0,132.0,1.0,1.0,199.0,596.0,,1.0,,2015.0
1095,Piat,PIAT,5096.0,415.0,,,4.0,10.0,,,,2015.0
1096,Picong,PICONG (SULTAN GUMANDER),176.0,113.0,3.0,2.0,1040.0,1057.0,2.0,4.0,,2015.0
1097,Piddig,PIDDIG,4973.0,49.0,,,4.0,1.0,13.0,,,2015.0
1098,Pidigan,PIDIGAN,2527.0,168.0,2.0,4.0,2.0,23.0,2.0,,,2015.0
1099,Pigcawayan,PIGKAWAYAN,11780.0,3107.0,14.0,2.0,157.0,701.0,56.0,9.0,,2015.0
1100,Pikit,PIKIT,13561.0,14083.0,134.0,710.0,2116.0,5438.0,46.0,11.0,,2015.0
1101,Pila,PILA,11059.0,302.0,1.0,,4.0,16.0,52.0,13.0,,2015.0
1102,Pilar (AA),PILAR,2044.0,234.0,,,1.0,10.0,,,,2015.0
1103,Pilar (BN),PILAR,9077.0,202.0,14.0,4.0,2.0,2.0,34.0,14.0,,2015.0
1104,Pilar (BL),PILAR,4507.0,1434.0,2.0,1.0,3.0,19.0,9.0,,,2015.0
1105,Pilar (CZ),PILAR,9427.0,968.0,11.0,2.0,33.0,306.0,4.0,6.0,,2015.0
1106,Pilar (CU),,,,,,,,,,,
1107,Pilar (SO),,,,,,,,,,,
1108,Pilar (SN),PILAR,2159.0,239.0,,,1.0,1.0,1.0,,,2015.0
1109,Pili,,,,,,,,,,,
1110,Pililla,PILILLA,13334.0,667.0,199.0,16.0,82.0,71.0,294.0,71.0,,2015.0
1111,Pinabacdao,PINABACDAO,3465.0,298.0,1.0,,,2.0,2.0,1.0,,2015.0
1112,Pinamalayan,PINAMALAYAN,17418.0,1867.0,41.0,1.0,43.0,98.0,46.0,37.0,,2015.0
1113,Pinamungajan,PINAMUNGAHAN,13233.0,595.0,3.0,1.0,3.0,18.0,4.0,17.0,,2015.0
1114,Pinili,PINILI,3889.0,34.0,,,,1.0,6.0,2.0,,2015.0
1115,Pintuyan,PINTUYAN,1990.0,224.0,,3.0,,1.0,,,,2015.0
1116,Pinukpuk,PINUKPUK,4830.0,1242.0,1.0,1.0,186.0,17.0,,2.0,,2015.0
1117,Pio Duran,,,,,,,,,,,
1118,Pio V Corpuz,,,,,,,,,,,
