,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
510,Gandara,43.8,5.0,40.2,47.4,2009
511,Gapan,14.0,14.3,10.7,17.3,2009
512,Garchitorena,59.0,5.4,53.7,64.2,2009
513,Garcia-Hernandez,46.8,6.0,42.2,51.4,2009
514,Gasan,30.7,12.4,24.4,37.0,2009
515,Gattaran,19.2,9.9,16.1,22.4,2009
516,Gen. Emilio Aguinaldo,13.7,15.4,10.2,17.2,2009
517,General Luna (QN),27.5,9.0,23.4,31.6,2009
518,General Luna  (SN),55.4,7.8,48.3,62.5,2009
519,General Macarthur,48.8,8.6,42.0,55.7,2009
520,General Mamerto Natividad,26.8,11.4,21.8,31.8,2009
521,General Nakar,27.8,10.9,22.8,32.8,2009
522,General Santos,22.5,13.1,17.7,27.3,2009
523,General Tinio,15.7,20.8,10.3,21.1,2009
524,General Trias,3.5,29.3,1.8,5.2,2009
525,Gen. Mariano Alvarez,5.7,19.7,3.8,7.5,2009
526,Gen S.K Pendatun,61.0,10.1,50.9,71.1,2009
527,Gerona,17.6,12.4,14.0,21.2,2009
528,Getafe,60.1,4.8,55.4,64.9,2009
529,Gigaquit,59.6,8.0,51.8,67.5,2009
530,Gigmoto,41.5,10.0,34.6,48.3,2009
531,Ginatilan,58.0,6.9,51.4,64.6,2009
532,Gingoog,48.7,4.8,44.8,52.5,2009
533,Giporlos,44.9,9.3,38.0,51.8,2009
534,Gitagum,50.3,9.8,42.1,58.4,2009
535,Glan,47.0,8.8,40.1,53.8,2009
536,Gloria,35.5,10.5,29.4,41.7,2009
537,Goa,41.2,6.8,36.6,45.8,2009
538,Godod,71.1,9.6,59.8,82.3,2009
539,Gonzaga,16.6,14.5,12.6,20.6,2009
540,Governor Generoso,55.7,8.9,47.6,63.9,2009
541,Gregorio Del Pilar,26.1,13.1,20.5,31.7,2009
542,Guagua,7.4,17.9,5.3,9.6,2009
543,Gubat,33.6,7.2,29.6,37.6,2009
544,Guiguinto (BU),4.1,31.3,2.0,6.2,2009
545,Guihulngan,45.0,7.1,39.8,50.3,2009
546,Guimba,25.2,9.1,21.4,28.9,2009
547,Guimbal,15.8,15.0,11.9,19.7,2009
548,Guinayangan,27.5,6.5,24.5,30.4,2009
549,Guindulman,47.2,7.1,41.7,52.7,2009
550,Guindulungan,64.5,10.0,53.9,75.2,2009
551,Guinobatan,37.2,5.9,33.6,40.8,2009
552,Guinsiliban,45.7,11.7,36.9,54.5,2009
553,Guipos,36.0,16.0,26.5,45.4,2009
554,Guiuan,42.0,8.9,35.8,48.1,2009
555,Gumaca,16.7,9.3,14.2,19.3,2009
556,Gutalac,70.4,6.6,62.8,78.0,2009
557,Hadji Mohammad Ajul,30.5,17.8,21.6,39.5,2009
558,Hadji Muhtamad,35.5,18.6,24.7,46.4,2009
559,Hadji Panglima Tahil,53.2,19.7,36.0,70.4,2009
560,Hagonoy (BU),8.6,18.4,6.0,11.3,2009
561,Hagonoy (DS),22.9,14.0,17.6,28.1,2009
562,Hamtic,38.5,8.9,32.9,44.1,2009
563,Hermosa,12.6,16.0,9.3,15.9,2009
564,Hernani,48.7,9.9,40.8,56.7,2009
565,Hilongos,30.6,6.9,27.2,34.1,2009
566,Himamaylan,31.4,11.4,25.5,37.3,2009
567,Hinabangan,43.8,8.1,38.0,49.6,2009
568,Hinatuan,43.6,7.1,38.5,48.6,2009
569,Hindang,32.1,9.8,26.9,37.2,2009
570,Hingyon,25.2,22.7,15.8,34.7,2009
571,Hinigaran,30.6,12.6,24.2,36.9,2009
572,Hinobaan,52.8,10.9,43.4,62.3,2009
573,Hinunangan,37.6,7.1,33.2,42.0,2009
574,Hinundayan,31.7,10.3,26.3,37.1,2009
575,Hungduan,29.9,19.3,20.4,39.4,2009
576,Iba,12.5,22.2,7.9,17.1,2009
577,Ibaan,12.1,15.0,9.1,15.0,2009
578,Ibajay,39.6,8.7,33.9,45.2,2009
579,Igbaras,29.2,12.8,23.0,35.4,2009
580,Iguig,19.5,11.7,15.8,23.3,2009
581,Ilagan,15.3,8.3,13.2,17.4,2009
582,Iligan,24.4,7.6,21.4,27.5,2009
583,Ilog,39.1,12.4,31.1,47.0,2009
584,Iloilo,7.6,13.3,5.9,9.2,2009
585,Imelda,42.4,12.8,33.5,51.4,2009
586,Impasug-Ong,46.1,10.1,38.5,53.8,2009
587,Imus,2.3,16.2,1.7,3.0,2009
588,Inabanga,47.1,5.0,43.2,51.0,2009
589,Indanan,42.7,12.8,33.7,51.6,2009
590,Indang,6.7,13.5,5.2,8.2,2009
591,Infanta (PS),24.0,11.0,19.6,28.3,2009
592,Infanta (QN),15.0,15.2,11.3,18.8,2009
593,Initao,48.9,9.0,41.6,56.1,2009
594,Inopacan,30.7,10.8,25.3,36.2,2009
595,Ipil,32.2,11.0,26.4,38.1,2009
596,Iriga,31.5,7.8,27.5,35.6,2009
597,Irosin,34.2,7.9,29.7,38.6,2009
598,Isabel,23.7,10.1,19.7,27.6,2009
599,Isabela (BAS),,,,,2009
600,Isabela (NO),33.8,11.7,27.3,40.3,2009
601,Igacos,32.8,8.6,28.2,37.5,2009
602,Isulan,26.8,12.3,21.3,32.2,2009
603,Itbayat,12.6,33.4,5.7,19.5,2009
604,Itogon,8.9,29.0,4.7,13.2,2009
605,Ivana,8.9,42.2,2.7,15.1,2009
606,Ivisan,20.2,22.6,12.7,27.7,2009
607,Jabonga,45.7,8.1,39.6,51.8,2009
608,Jaen,19.0,14.2,14.5,23.4,2009
609,Jagna,36.4,6.1,32.8,40.1,2009
610,Jalajala,15.7,16.0,11.6,19.8,2009
611,Jamindan,32.8,13.6,25.5,40.1,2009
612,Janiuay,25.8,10.9,21.2,30.5,2009
613,Jaro,37.4,6.9,33.1,41.6,2009
614,Jasaan,42.1,9.9,35.2,49.0,2009
615,Javier,36.7,7.4,32.2,41.1,2009
616,Jiabong,41.7,8.8,35.6,47.7,2009
617,Jimalalud,50.2,7.3,44.1,56.2,2009
618,Jimenez,40.9,8.6,35.1,46.6,2009
619,Jipapad,60.6,8.6,52.0,69.1,2009
620,Jolo,46.1,17.0,33.3,59.0,2009
621,Jomalig,39.0,13.2,30.5,47.4,2009
622,Jones,15.5,13.7,12.0,19.0,2009
623,Jordan,17.7,18.4,12.3,23.0,2009
624,Jose Abad Santos,72.3,5.6,65.6,79.0,2009
625,Jose Dalman,68.0,8.6,58.3,77.7,2009
626,Josefina,40.9,18.1,28.8,53.1,2009
627,Jose Panganiban,37.3,7.9,32.5,42.2,2009
628,Jovellar,52.7,7.1,46.6,58.8,2009
629,Juban,41.6,8.0,36.1,47.0,2009
630,Julita,33.3,8.6,28.6,38.1,2009
631,Kabacan,35.0,9.5,29.6,40.5,2009
632,Kabankalan,40.9,7.8,35.6,46.1,2009
633,Kabasalan,36.7,10.8,30.2,43.3,2009
634,Kabayan,58.6,12.5,46.6,70.7,2009
635,Kabugao,40.6,13.0,31.9,49.2,2009
636,Kabuntalan,62.8,10.1,52.3,73.3,2009
637,Kadingilan,50.7,10.4,42.1,59.4,2009
638,Kalamansig,50.6,9.6,42.6,58.6,2009
639,Kalawit,65.8,10.3,54.6,77.0,2009
640,Kalayaan (LA),12.8,39.4,4.5,21.0,2009
641,Kalayaan (PN),,,,,2009
642,Kalibo,24.9,13.2,19.5,30.3,2009
643,Kalilangan,51.3,9.9,42.9,59.7,2009
644,Kalingalan Caluang,48.3,15.6,35.9,60.7,2009
645,Kananga,40.6,9.4,34.4,46.9,2009
646,Kapai,43.0,15.1,32.3,53.7,2009
647,Kapalong,21.5,18.5,14.9,28.0,2009
648,Kapangan,37.7,17.5,26.8,48.5,2009
649,Kapatagan (LN),47.6,7.0,42.2,53.1,2009
650,Kapatagan (LS),32.3,14.8,24.5,40.1,2009
651,Kasibu,13.6,15.5,10.1,17.1,2009
652,Katipunan,57.1,7.7,49.9,64.3,2009
653,Kauswagan,49.5,9.1,42.1,56.9,2009
654,Kawayan,33.5,10.4,27.8,39.2,2009
655,Kawit,4.8,22.5,3.0,6.6,2009
656,Kayapa,16.1,14.9,12.2,20.1,2009
657,Kiamba,45.0,11.0,36.8,53.1,2009
658,Kiangan,22.9,21.9,14.6,31.1,2009
659,Kibawe,46.8,6.9,41.5,52.0,2009
660,Kiblawan,57.4,6.5,51.2,63.6,2009
661,Kibungan,67.9,16.7,49.3,86.5,2009
662,Kidapawan,19.2,13.7,14.9,23.5,2009
663,Kinoguitan,55.7,7.1,49.2,62.2,2009
664,Kitaotao,54.8,8.3,47.3,62.3,2009
665,Kitcharao,39.9,10.0,33.3,46.4,2009
666,Kolambugan,41.7,8.0,36.2,47.2,2009
667,Koronadal,21.7,12.5,17.2,26.1,2009
668,Kumalarang,45.9,14.0,35.3,56.5,2009
669,Laak,54.7,7.8,47.6,61.7,2009
670,Labangan,33.9,13.5,26.4,41.5,2009
671,Labason,48.9,12.2,39.1,58.7,2009
672,Labo,36.5,5.8,33.0,40.0,2009
673,Labrador,18.6,9.9,15.5,21.6,2009
674,La Carlota,19.3,17.5,13.7,24.8,2009
675,La Castellana,29.7,17.6,21.1,38.3,2009
676,Lacub,67.2,14.2,51.6,82.9,2009
677,Lagangilang,27.5,16.5,20.0,34.9,2009
678,Lagawe,19.9,17.4,14.2,25.5,2009
679,Lagayan,41.4,18.8,28.6,54.3,2009
680,Lagonglong,49.9,9.2,42.4,57.4,2009
681,Lagonoy,46.7,6.6,41.6,51.8,2009
682,Laguindingan,52.2,9.9,43.7,60.7,2009
683,Lake Sebu,52.8,10.5,43.7,62.0,2009
684,Lakewood,48.4,16.1,35.5,61.2,2009
685,Lala,37.0,8.5,31.9,42.1,2009
686,La Libertad (NR),50.2,6.9,44.5,55.9,2009
687,La Libertad (ZN),45.0,16.7,32.6,57.4,2009
688,Lallo,16.7,13.1,13.1,20.3,2009
689,Lambayong,41.4,9.4,35.0,47.8,2009
690,Lambunao,23.2,14.1,17.8,28.5,2009
691,Lamitan,17.5,20.4,11.6,23.4,2009
692,Lamut,18.2,18.3,12.7,23.7,2009
693,Langiden,46.0,17.6,32.7,59.4,2009
694,Languyan,38.0,17.1,27.3,48.7,2009
695,Lantapan,40.8,11.3,33.2,48.4,2009
696,Lantawan,25.2,17.2,18.1,32.3,2009
697,Lanuza,35.1,12.4,27.9,42.3,2009
698,Laoac,21.0,5.9,19.0,23.0,2009
699,Laoag,9.9,8.2,8.6,11.2,2009
700,Laoang,47.6,5.8,43.1,52.2,2009
701,La Paz (AA),36.0,14.9,27.1,44.8,2009
702,La Paz (AS),66.7,5.9,60.2,73.2,2009
703,La Paz (LE),35.8,7.5,31.4,40.3,2009
704,La Paz (TC),17.0,14.5,13.0,21.1,2009
705,Lapinig,51.9,8.7,44.5,59.3,2009
706,Lapu Lapu,19.6,12.2,15.7,23.6,2009
707,Lapuyan,53.0,10.7,43.7,62.4,2009
708,Larena,21.0,12.3,16.7,25.2,2009
709,Lasam,18.2,11.8,14.7,21.8,2009
710,Las Navas,57.1,5.6,51.8,62.3,2009
711,Las Nieves,53.0,6.6,47.3,58.8,2009
712,Las Pinas,2.8,37.8,1.0,4.5,2009
713,La Trinidad,5.4,27.3,3.0,7.9,2009
714,Laua-An,42.1,9.5,35.5,48.7,2009
715,Laur,31.2,11.1,25.5,36.9,2009
716,Laurel,21.8,11.3,17.7,25.8,2009
717,Lavezares,45.6,7.8,39.8,51.5,2009
718,Lawaan,45.7,10.9,37.5,53.9,2009
719,Lazi,39.5,8.8,33.7,45.2,2009
720,Lebak,46.0,8.1,39.9,52.1,2009
721,Leganes,15.2,18.8,10.5,19.9,2009
722,Legazpi,30.7,6.7,27.3,34.1,2009
723,Lemery (BS),14.3,8.9,12.2,16.4,2009
724,Lemery (IO),33.8,12.3,27.0,40.7,2009
725,Leon,33.7,13.1,26.4,40.9,2009
726,Leyte,46.7,7.4,41.0,52.4,2009
727,Lezo,39.1,10.6,32.3,45.9,2009
728,Lian,16.5,14.7,12.5,20.5,2009
729,Lianga,37.0,11.3,30.1,43.9,2009
730,Libacao,62.3,6.9,55.2,69.4,2009
731,Libagon,42.1,8.9,35.9,48.2,2009
732,Libertad (AE),37.3,13.2,29.1,45.4,2009
733,Libertad (MO),55.5,10.0,46.4,64.6,2009
734,Libjo,54.1,8.7,46.4,61.8,2009
735,Libmanan,46.9,5.7,42.5,51.3,2009
736,Libon,48.3,5.6,43.8,52.7,2009
737,Libona,35.5,9.9,29.7,41.3,2009
738,Libungan,32.1,11.9,25.8,38.4,2009
739,Licab,25.5,16.1,18.8,32.3,2009
740,Licuan-Baay,46.7,18.0,32.9,60.5,2009
741,Lidlidda,17.3,19.9,11.6,22.9,2009
742,Ligao,40.5,5.3,37.0,44.1,2009
743,Lila,42.6,8.9,36.3,48.9,2009
744,Liliw,7.6,19.2,5.2,10.0,2009
745,Liloan (CU),18.0,17.3,12.9,23.0,2009
746,Liloan (SL),39.3,8.1,34.1,44.6,2009
747,Liloy,51.4,10.0,43.0,59.8,2009
748,Limasawa,37.3,13.1,29.3,45.3,2009
749,Limay,7.4,32.5,3.4,11.3,2009
750,Linamon,31.0,16.5,22.6,39.4,2009
751,Linapacan,18.1,29.5,9.3,26.9,2009
752,Lingayen,18.3,5.8,16.6,20.1,2009
753,Lingig,48.9,8.8,41.8,56.0,2009
754,Lipa,3.9,16.3,2.8,4.9,2009
755,Llanera,25.7,11.8,20.7,30.8,2009
756,Llorente,47.2,7.4,41.5,52.9,2009
757,Loay,28.4,10.4,23.5,33.2,2009
758,Lobo,19.1,10.7,15.7,22.4,2009
759,Loboc,32.8,8.7,28.1,37.5,2009
760,Looc (OM),32.4,17.0,23.3,41.5,2009
761,Looc (RN),48.8,12.9,38.4,59.1,2009
762,Loon,38.8,5.6,35.2,42.3,2009
763,Lope De Vega,58.2,8.0,50.5,65.9,2009
764,Lopez,21.7,6.5,19.4,24.1,2009
765,Lopez Jaena,49.3,7.2,43.4,55.1,2009
766,Loreto (AS),56.9,6.9,50.5,63.3,2009
767,Loreto (DI),54.2,9.4,45.8,62.6,2009
768,Los Banos,1.6,46.0,0.4,2.9,2009
769,Luba,36.2,18.5,25.2,47.2,2009
770,Lubang,23.8,15.7,17.6,29.9,2009
771,Lubao,10.6,13.9,8.2,13.1,2009
772,Lubuagan,24.8,21.2,16.1,33.5,2009
773,Lucban,5.2,24.7,3.1,7.2,2009
774,Lucena,3.6,24.7,2.1,5.1,2009
775,Lugait,40.6,14.3,31.1,50.1,2009
776,Lugus,50.1,12.7,39.6,60.6,2009
777,Luisiana,8.2,17.9,5.7,10.6,2009
778,Lumba-Bayabao,38.8,14.8,29.3,48.2,2009
779,Lumbaca-Unayan,36.0,19.1,24.7,47.3,2009
780,Lumban,7.2,23.5,4.4,9.9,2009
781,Lumbatan,36.8,12.8,29.1,44.5,2009
782,Lumbayanague,55.7,17.4,39.8,71.6,2009
783,Luna (AO),28.8,16.4,21.0,36.5,2009
784,Luna (IA),13.8,16.2,10.2,17.5,2009
785,Luna (LU),24.7,11.8,19.9,29.5,2009
786,Lupao,26.4,12.3,21.1,31.8,2009
787,Lupi,49.9,6.7,44.4,55.4,2009
788,Lupon,42.9,10.6,35.4,50.4,2009
789,Lutayan,51.1,11.0,41.8,60.3,2009
790,Luuk,47.9,14.5,36.5,59.4,2009
791,Maasim,52.2,11.2,42.6,61.8,2009
792,Maasin (IO),22.6,12.1,18.1,27.0,2009
793,Maasin (SL),31.4,6.3,28.1,34.6,2009
794,Ma-Ayon,25.5,15.7,18.9,32.1,2009
795,Mabalacat,7.2,29.5,3.7,10.6,2009
796,Mabinay,48.8,7.0,43.2,54.5,2009
797,Mabini (BS),11.7,12.9,9.2,14.2,2009
798,Mabini (BL),58.4,5.5,53.1,63.7,2009
799,Mabini (CV),29.8,13.9,23.0,36.6,2009
800,Mabini (PS),21.5,7.6,18.8,24.2,2009
801,Mabitac,14.4,18.7,10.0,18.9,2009
802,Mabuhay,68.9,8.2,59.5,78.2,2009
803,Macabebe,9.2,20.9,6.0,12.3,2009
804,Macalelon,29.5,8.3,25.4,33.5,2009
805,Macarthur,36.6,8.1,31.7,41.5,2009
806,Maco,30.6,8.6,26.2,34.9,2009
807,Maconacon,9.9,24.3,5.9,13.8,2009
808,Macrohon,33.6,7.8,29.3,37.9,2009
809,Madalag,63.3,6.6,56.5,70.2,2009
810,Madalum,32.6,13.9,25.1,40.0,2009
811,Madamba,46.7,15.0,35.2,58.3,2009
812,Maddela,14.4,13.9,11.1,17.7,2009
813,Madrid,33.0,11.1,27.0,39.0,2009
814,Madridejos,50.6,8.0,43.9,57.3,2009
815,Magalang,8.1,23.4,5.0,11.2,2009
816,Magallanes (AN),28.6,15.1,21.5,35.7,2009
817,Magallanes (CE),19.4,13.8,15.0,23.8,2009
818,Magallanes (SO),44.6,7.8,38.8,50.3,2009
819,Magarao,40.3,11.7,32.5,48.0,2009
820,Magdalena,13.8,15.2,10.3,17.2,2009
821,Magdiwang,45.9,14.5,35.0,56.9,2009
822,Magpet,36.7,10.3,30.4,42.9,2009
823,Magsaysay (DS),40.0,11.5,32.5,47.6,2009
824,Magsaysay (LN),59.2,6.4,52.9,65.4,2009
825,Magsaysay (MO),60.3,6.4,53.9,66.7,2009
826,Magsaysay (OM),38.3,15.8,28.3,48.2,2009
827,Magsaysay (PN),17.6,20.6,11.7,23.6,2009
828,Magsingal,18.1,13.9,14.0,22.3,2009
829,Maguing,29.9,13.6,23.2,36.6,2009
830,Mahaplag,41.2,8.6,35.3,47.0,2009
831,Mahatao,8.9,42.8,2.6,15.1,2009
832,Mahayag,35.9,13.5,27.9,43.9,2009
833,Mahinog,45.9,8.7,39.3,52.4,2009
834,Maigo,43.7,11.0,35.8,51.6,2009
835,Maimbung,51.9,10.8,42.7,61.2,2009
836,Mainit,57.0,7.2,50.3,63.8,2009
837,Maitum,42.8,9.9,35.8,49.7,2009
838,Majayjay,13.4,12.7,10.6,16.2,2009
839,Makati,1.4,42.3,0.4,2.3,2009
840,Makato,48.9,7.8,42.7,55.2,2009
841,Makilala,23.2,11.5,18.8,27.6,2009
842,Malabang,37.7,13.7,29.2,46.2,2009
843,Malabon,4.0,41.4,1.3,6.7,2009
844,Malabuyoc,50.7,8.4,43.7,57.7,2009
845,Malalag,41.2,9.6,34.7,47.8,2009
846,Malangas,40.5,12.3,32.3,48.7,2009
847,Malapatan,54.1,11.0,44.3,63.9,2009
848,Malasiqui,24.5,6.3,21.9,27.0,2009
849,Malay,24.8,19.0,17.0,32.5,2009
850,Malaybalay,34.6,7.8,30.2,39.0,2009
851,Malibcong,55.6,15.8,41.1,70.0,2009
852,Malilipot,37.3,9.0,31.7,42.8,2009
853,Malimono,50.3,10.2,41.8,58.7,2009
854,Malinao (AK),43.3,9.2,36.7,49.8,2009
855,Malinao (AY),40.2,7.0,35.6,44.9,2009
856,Malita,63.8,5.5,58.0,69.6,2009
857,Malitbog (BK),61.4,9.1,52.2,70.6,2009
858,Malitbog (SL),40.6,7.2,35.7,45.4,2009
859,Mallig,23.8,11.4,19.3,28.3,2009
860,Malolos,5.2,15.5,3.9,6.5,2009
861,Malungon,45.3,9.0,38.6,52.1,2009
862,Maluso,39.2,17.0,28.2,50.1,2009
863,Malvar,6.5,22.2,4.1,8.9,2009
864,Mamasapano,55.8,13.5,43.4,68.2,2009
865,Mambajao,36.2,11.4,29.4,43.0,2009
866,Mamburao,28.9,18.2,20.3,37.6,2009
867,Mambusao,19.4,18.5,13.5,25.4,2009
868,Manabo,34.9,19.8,23.5,46.3,2009
869,Manaoag,22.3,11.2,18.2,26.4,2009
870,Manapla,28.4,16.8,20.5,36.2,2009
871,Manay,58.7,8.4,50.6,66.7,2009
872,Mandaluyong,1.8,45.1,0.5,3.2,2009
873,Mandaon,41.1,8.1,35.6,46.5,2009
874,Mandaue,14.1,14.4,10.7,17.4,2009
875,Mangaldan,17.8,7.0,15.8,19.9,2009
876,Mangatarem,25.5,8.0,22.2,28.8,2009
877,Mangudadatu,56.9,12.4,45.3,68.5,2009
878,Manila,,,,,2009
879,Manito,45.4,9.1,38.6,52.2,2009
880,Manjuyod,42.5,8.1,36.8,48.1,2009
881,Mankayan,16.5,26.2,9.4,23.5,2009
882,Manolo Fortich,33.5,9.9,28.1,39.0,2009
883,Mansalay,41.8,13.2,32.7,50.9,2009
884,Manticao,48.4,8.3,41.8,55.0,2009
885,Manukan,68.2,7.9,59.4,77.1,2009
886,Mapanas,58.4,8.8,49.9,66.8,2009
887,Mapandan,21.3,10.0,17.8,24.8,2009
888,Mapun,35.2,16.2,25.8,44.6,2009
889,Marabut,44.4,7.3,39.1,49.7,2009
890,Maragondon,16.3,13.3,12.7,19.9,2009
891,Maragusan,35.6,13.2,27.8,43.3,2009
892,Maramag,33.5,11.0,27.4,39.5,2009
893,Marantao,29.2,16.0,21.5,36.9,2009
894,Marawi,34.5,13.7,26.7,42.3,2009
895,Marcos,18.7,10.9,15.4,22.0,2009
896,Margosatubig,39.0,17.4,27.8,50.2,2009
897,Maria,39.1,8.3,33.8,44.5,2009
898,Maria Aurora,13.2,15.4,9.9,16.6,2009
899,Maribojoc,24.9,11.7,20.1,29.7,2009
900,Marihatag,50.3,8.8,43.0,57.5,2009
901,Marikina,2.2,41.1,0.7,3.8,2009
902,Marilao,3.4,37.1,1.3,5.4,2009
903,Maripipi,28.0,12.5,22.2,33.8,2009
904,Mariveles,7.2,24.7,4.3,10.1,2009
905,Marogong,46.2,16.2,33.9,58.6,2009
906,Masbate,28.9,8.0,25.1,32.7,2009
907,Masinloc,18.2,18.4,12.7,23.8,2009
908,Masiu,39.4,17.6,28.0,50.7,2009
909,Maslog,60.2,9.6,50.7,69.6,2009
910,Masantol,9.1,24.0,5.5,12.7,2009
911,Mataasnakahoy,9.8,20.1,6.5,13.0,2009
912,Matag-Ob,35.7,9.4,30.1,41.2,2009
913,Matalam,34.9,9.1,29.7,40.1,2009
914,Matalom,34.7,7.6,30.3,39.0,2009
915,Matanao,40.7,8.0,35.4,46.0,2009
916,Matanog,43.7,16.7,31.7,55.7,2009
917,Mati,33.9,11.1,27.7,40.1,2009
918,Matnog,43.2,6.6,38.5,47.8,2009
919,Matuguinao,57.5,8.1,49.8,65.1,2009
920,Matungao,59.3,9.5,50.0,68.5,2009
921,Mauban,21.5,9.0,18.3,24.7,2009
922,Mawab,32.7,13.8,25.2,40.1,2009
923,Mayantoc,28.3,14.0,21.8,34.8,2009
924,Maydolong,49.1,8.5,42.2,55.9,2009
925,Mayorga,36.4,8.4,31.3,41.4,2009
926,Mayoyao,34.1,11.9,27.4,40.8,2009
927,Medellin,35.8,9.0,30.5,41.1,2009
928,Medina,41.0,8.1,35.5,46.4,2009
929,Mendez,4.5,23.5,2.8,6.3,2009
930,Mercedes,43.4,7.0,38.4,48.4,2009
931,Mercedes (ES),39.6,10.3,32.9,46.3,2009
932,Merida,32.0,10.0,26.7,37.2,2009
933,Mexico,7.7,18.5,5.4,10.1,2009
934,Meycauayan,4.5,27.9,2.4,6.6,2009
935,Miag-ao,26.1,11.0,21.4,30.8,2009
936,Midsalip,52.7,12.2,42.1,63.2,2009
937,Midsayap,33.0,8.6,28.3,37.7,2009
938,Milagros,45.3,7.0,40.1,50.5,2009
939,Milaor,36.6,8.9,31.3,42.0,2009
940,Mina,15.5,18.5,10.8,20.3,2009
941,Minalabac,48.4,7.4,42.5,54.3,2009
942,Minalin,9.0,22.8,5.7,12.4,2009
943,Minglanilla,20.4,13.4,15.9,24.9,2009
944,Mlang,34.5,9.1,29.4,39.7,2009
945,Moalboal,48.9,6.9,43.4,54.5,2009
946,Mobo,37.4,8.0,32.5,42.4,2009
947,Mogpog,26.8,11.1,21.9,31.7,2009
948,Moises Padilla,40.6,13.5,31.6,49.7,2009
949,Molave,26.5,15.6,19.7,33.2,2009
950,Moncada,15.9,13.4,12.4,19.4,2009
951,Mondragon,52.2,6.8,46.4,58.1,2009
952,Monkayo,32.9,12.7,26.1,39.8,2009
953,Monreal,44.7,9.4,37.8,51.6,2009
954,Montevista,41.3,11.1,33.8,48.8,2009
955,Morong (BN),20.8,22.9,13.0,28.7,2009
956,Morong (RL),2.2,50.0,0.4,4.1,2009
957,Motiong,45.9,8.6,39.4,52.4,2009
958,Mulanay,31.5,7.9,27.4,35.6,2009
959,Mulondo,54.2,18.8,37.4,71.0,2009
960,Munai,67.5,5.4,61.5,73.4,2009
961,Muntinlupa,2.4,49.6,0.4,4.4,2009
962,Murcia,20.7,18.4,14.5,27.0,2009
963,Mutia,57.8,11.7,46.7,68.9,2009
964,Naawan,45.7,11.1,37.4,54.0,2009
965,Nabas,36.9,9.5,31.1,42.6,2009
966,Nabua,35.5,8.6,30.5,40.5,2009
967,Nabunturan,28.3,13.7,21.9,34.7,2009
968,Naga (CS),24.4,9.8,20.5,28.3,2009
969,Naga (CU),27.1,8.7,23.2,31.0,2009
970,Naga (ZS),36.4,11.3,29.6,43.2,2009
971,Nagbukel,28.4,16.0,20.9,35.9,2009
972,Nagcarlan,7.3,16.9,5.2,9.3,2009
973,Nagtipunan,15.4,20.1,10.3,20.5,2009
974,Naguilian (IA),18.7,10.5,15.4,21.9,2009
975,Naguilian (LU),21.9,12.9,17.3,26.5,2009
976,Naic,8.4,18.1,5.9,10.8,2009
977,Nampicuan,25.8,12.9,20.3,31.3,2009
978,Narra,21.4,17.5,15.2,27.6,2009
979,Narvacan,17.7,11.0,14.5,20.9,2009
980,Nasipit,28.3,10.9,23.2,33.3,2009
981,Nasugbu,17.3,11.3,14.1,20.6,2009
982,Natividad,21.5,12.8,17.0,26.1,2009
983,Natonin,37.4,24.5,22.4,52.5,2009
984,Naujan,38.4,8.3,33.2,43.7,2009
985,Naval,27.8,8.6,23.8,31.7,2009
986,Navotas,3.8,48.4,0.8,6.8,2009
987,New Bataan,42.0,13.0,33.0,51.0,2009
988,New Corella,38.2,11.6,30.9,45.5,2009
989,New Lucena,16.8,17.3,12.0,21.6,2009
990,New Washington,42.0,10.1,35.1,49.0,2009
991,Norala,33.1,12.5,26.3,39.9,2009
992,Northern Kabuntalan,41.2,14.8,31.1,51.2,2009
993,Norzagaray,10.0,24.0,6.1,13.9,2009
994,Noveleta,3.0,34.8,1.3,4.7,2009
995,Nueva Era,24.9,10.7,20.5,29.3,2009
996,Nueva Valencia,36.4,10.7,30.0,42.8,2009
997,Numancia,24.4,11.7,19.7,29.0,2009
998,Nunungan,67.9,6.1,61.1,74.7,2009
999,Oas,42.9,5.1,39.4,46.5,2009
1000,Obando,6.8,30.8,3.4,10.3,2009
1001,Ocampo,43.8,7.1,38.7,49.0,2009
1002,Odiongan,35.9,12.6,28.5,43.3,2009
1003,Old Panamao,55.9,12.5,44.4,67.4,2009
1004,Olongapo,4.5,35.1,1.9,7.0,2009
1005,Olutanga,61.7,11.0,50.5,72.8,2009
1006,Omar,50.8,19.4,34.6,67.0,2009
1007,Opol,31.1,10.2,25.9,36.2,2009
1008,Orani,10.4,17.6,7.4,13.4,2009
1009,Oras,51.1,7.9,44.5,57.7,2009
1010,Orion,9.5,19.0,6.6,12.5,2009
1011,Ormoc,28.3,6.5,25.3,31.4,2009
1012,Oroquieta,30.7,10.2,25.5,35.8,2009
1013,Oslob,50.9,6.8,45.2,56.5,2009
1014,Oton,15.8,14.2,12.1,19.5,2009
1015,Ozamiz,29.8,8.1,25.8,33.7,2009
1016,Padada,14.6,17.5,10.4,18.7,2009
1017,Padre Burgos (QN),17.2,13.7,13.3,21.1,2009
1018,Padre Burgos (SL),33.9,10.9,27.8,40.0,2009
1019,Padre Garcia,16.5,15.4,12.3,20.6,2009
1020,Paete,3.2,53.3,0.4,6.1,2009
1021,Pagadian,21.0,12.9,16.5,25.4,2009
1022,Pagagawan,53.0,11.4,43.1,62.9,2009
