,Local Economy Size,Local Economy Growth,Active Establishments in the Locality,Safety Compliant Business,Employment Generation,Cost of Living,Cost of Doing Business,Financial Deepening,Productivity,Presence of Business and Professional Organizations,Compliance to National Directives,Presence of Investment Promotion Unit,Compliance to ARTA Citizens Charter,Capacity to Generate Local Resource,Capacity of Health Services,Capacity of School Services,Recognition of Performance,Getting Business Permits,Peace and Order,Social Protection,Road Network,Distance to Ports,Availability of Basic Utilities,Transportation Vehicles,Education,Health,LGU Investment,Accommodation Capacity,Information Technology Capacity,Financial Technology Capacity,Land Use Plan,Disaster Risk Reduction Plan,Annual Disaster Drill,Early Warning System,Budget for DRRMP,Local Risk Assessments,Emergency Infrastructure,Utilities,Employed Population,Sanitary System,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Poverty_Incidents,Population
Santander,0.0064,0.0013,0.5931,0.2994,0.0673,1.6667,2.0596,0.1918,0.0707,0.0,0.0,2.5,2.2126,0.0267,0.0471,0.0364,0.0208,1.5702,0.1959,0.0858,0.0018,2.0875,2.125,0.0374,0.0325,0.0117,0.0359,0.1026,0.3043,0.2106,2.4103,2.4074,1.2829,1.255,0.0024,2.5,0.4785,1.5005,0.0073,1.5005,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.64,17857
Santiago (AN),0.0124,0.0071,0.0969,0.0509,0.093,1.9992,2.0923,0.1262,0.0665,0.025,2.3571,1.9984,2.3402,0.0797,0.0184,0.0356,0.0,1.5518,0.0985,0.1971,0.0003,2.2297,1.1938,0.0119,0.0155,0.0131,0.0003,0.0,0.087,0.1563,2.4103,1.9998,1.002,1.0059,0.0,2.0,0.2651,1.2769,0.0034,1.5038,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.19,28657
Santiago (IA),0.075,0.0673,0.6203,0.3692,0.2088,0.9694,1.6971,0.7942,0.1968,0.0521,2.3438,2.5,1.6175,0.1351,0.567,0.2874,0.4782,2.1383,0.3064,0.6218,0.1368,1.6861,2.075,0.1567,0.3246,0.4712,0.6803,0.1379,1.0479,0.5314,2.5,2.5,2.2917,2.5,0.3681,2.5,0.6351,1.7052,0.0365,1.8779,0.0,0.0,37.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,5.64,148580
Santiago (IS),0.0177,0.0038,0.3805,0.2891,0.2664,1.625,2.2058,0.0609,0.1709,0.0167,2.2857,2.5,2.373,0.029,0.0394,0.0544,0.0417,1.553,0.0862,0.3858,0.0012,2.1213,2.1108,0.0134,0.1114,0.0239,0.0357,0.0078,0.3913,0.0455,2.4231,2.4537,1.2829,1.2699,0.0025,2.5,0.384,1.5004,0.0552,1.8752,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.1,18759
Santo Domingo (AY),0.0362,0.009,0.2054,0.2686,0.2198,1.0,1.9227,0.1714,0.1574,0.0141,2.4286,1.9997,2.0471,0.0972,0.031,0.0387,0.1953,1.5492,0.2094,0.0108,0.0183,2.4265,1.3809,0.0268,0.0443,0.0285,0.0535,0.1728,0.243,0.1563,1.973,1.999,1.0714,1.002,0.0025,2.0,0.2699,1.5006,0.0052,1.2501,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.97,34967
Santo Domingo (IS),0.0332,0.0014,0.525,0.2805,0.3006,1.625,2.1812,0.2784,0.2495,0.1099,2.4643,2.5,2.3562,0.0545,0.3343,0.0475,0.2318,1.604,0.1108,0.5965,0.0017,2.2745,1.7514,0.0189,0.0754,0.35,0.0509,0.0147,0.4348,0.1389,2.4231,2.4537,1.3569,1.4368,0.0143,2.5,0.7842,1.5085,2.5,1.8757,0.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,51.36,30678
Santo Domingo (NE),0.0228,0.0021,0.3998,0.3756,0.3267,1.9995,1.873,0.3114,0.2379,0.0,1.8846,2.5,2.0,0.1643,0.0924,0.0919,0.0,1.5715,0.2032,1.077,0.0114,2.0312,1.0,0.0246,0.0593,0.2958,0.0814,0.0232,0.3148,0.3946,1.9872,2.4537,1.2664,1.2749,0.0025,2.5,0.1711,1.5017,0.0094,1.5,0.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,23.53,61092
Santo Nino (CG),0.0005,0.0001,0.1216,0.0654,0.0441,1.2963,1.3136,0.0109,0.0159,0.0,1.9286,2.5,2.0,0.0005,0.0153,0.0063,0.0,1.7842,0.0251,0.0003,0.0001,0.0,1.2499,0.0014,0.0157,0.0014,0.0046,0.0,0.0909,0.0,2.4359,2.037,1.25,1.25,0.0198,2.5,0.0323,1.501,0.0174,1.2502,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.11,27219
Santo Nino (SC),0.0199,0.0013,0.2933,0.1408,0.3345,1.25,2.0991,0.4078,0.2089,0.0106,2.2857,1.875,2.3889,0.0914,0.1654,0.0814,0.0,2.1825,0.3695,1.5598,0.0016,2.163,2.1813,0.0106,0.0834,0.206,0.0835,0.0,0.6522,0.0909,2.4231,2.4074,1.3405,1.255,0.002,2.5,0.4843,1.5031,0.027,1.8751,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,13.1,40947
Santo Nino (WS),0.0024,0.0059,0.1271,0.0046,0.0229,1.0185,1.263,0.0,0.0142,0.0,2.3958,0.0,2.0,0.0024,0.0301,0.02,0.0,1.5069,0.1728,0.1672,0.0038,0.8326,2.375,0.0047,0.0313,0.0194,0.0011,0.0,0.25,0.0,0.4615,2.3333,1.0714,1.2595,0.0017,1.25,0.348,1.4997,0.0201,1.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,57.61,13923
Santo Tomas (BS),0.2075,0.0578,0.5321,0.5699,0.658,1.2963,1.9017,0.3524,0.1635,0.0,0.0,2.5,2.0,0.424,0.1176,0.2402,0.0046,2.0,0.1125,0.8326,0.0005,2.0326,2.4373,0.031,0.1015,0.1023,0.0273,0.0144,0.3877,0.1435,2.26,2.3148,1.2568,1.2522,0.1311,2.5,0.5472,1.5003,0.0119,1.0043,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,37.77,218500
Santo Tomas (DN),0.0532,0.0021,0.4376,0.1791,0.2198,1.2037,1.824,0.28,0.1603,0.0011,2.0076,1.3334,2.1721,0.027,0.111,0.1746,0.0,2.1278,0.0539,0.0023,0.0013,2.3667,1.2536,0.0255,0.0979,0.1026,0.0279,0.0,0.21,0.1022,2.3333,2.4074,1.3292,1.3487,0.0212,2.5,0.3827,1.5123,0.0024,1.5002,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,12.33,126112
Santo Tomas (IA),0.0002,0.0011,0.1952,0.1084,0.0723,0.8796,1.501,0.0961,0.0396,0.0417,0.7857,2.5,2.0,0.0108,0.0338,0.0528,0.0,1.9715,0.1786,0.1675,0.0003,1.4597,0.0,0.0018,0.0537,0.0187,0.0001,0.0,0.163,0.0,2.2571,2.4537,1.6776,1.0,0.0,2.5,0.3554,1.0005,0.0044,1.0,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,36.24,24582
Santo Tomas (LU),0.0188,0.0023,0.2702,0.238,0.3099,1.8981,2.204,0.1492,0.2047,0.039,2.4643,2.5,2.3564,0.0648,0.0829,0.0579,0.2083,1.5556,0.0924,0.7386,0.0012,2.1023,1.675,0.035,0.0621,0.1146,0.0663,0.0,0.336,0.0893,2.4744,2.4537,1.7599,1.6335,0.0025,2.5,0.5479,1.5073,0.7112,1.8751,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,24.03,43596
Santo Tomas (PA),0.0514,0.0018,0.5291,0.3244,0.4388,1.8519,0.7752,0.1103,0.5279,0.0,2.4286,1.9994,2.0,0.078,0.0297,0.0014,0.0,1.5,0.1515,0.9222,0.0022,1.9053,2.1875,0.0,0.0301,0.0531,0.0003,0.004,0.1304,0.2083,2.4429,2.4537,1.002,1.2575,0.0022,2.5,0.3912,1.0023,0.0146,1.5,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,31.97,42846
Santo Tomas (PS),0.0214,0.0017,0.2629,0.3982,0.096,1.375,1.7633,0.0087,0.0488,0.0,2.3611,2.5,2.1252,0.021,0.0555,0.0329,0.1607,1.6172,0.2419,0.124,0.0052,2.1753,2.275,0.0705,0.0959,0.0458,0.047,0.0,0.4264,0.0,2.4865,2.4537,1.2588,1.2595,0.0039,2.5,0.4397,1.5,0.0244,1.0007,0.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,13.72,15022
Santol,0.0067,0.002,0.083,0.1211,0.0605,1.8365,2.0399,0.1038,0.03,0.0101,2.2619,2.5,2.0,0.0092,0.0398,0.0458,0.119,1.6319,0.0192,0.1642,0.0007,1.9854,2.4714,0.0233,0.048,0.0257,0.0132,0.0,0.3155,0.0436,2.4091,2.4074,1.2542,1.5223,0.0189,2.5,0.3666,1.5033,0.0073,1.8755,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.35,12476
Sapa-Sapa,0.0,0.0001,0.0308,0.0188,0.1264,1.625,1.0918,0.026,0.0514,0.0,2.4643,1.25,2.2382,0.0031,0.0614,0.0087,0.2159,1.2399,0.0985,0.0302,0.114,0.8333,0.0,0.0684,0.0955,0.1226,0.0315,0.0034,0.0,0.0,2.4857,2.5,1.3487,1.2525,0.0134,2.5,0.0179,0.9875,0.055,0.625,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.22,33580
Sapad,0.001,0.0,0.0361,0.0957,0.0518,1.25,1.6839,0.0315,0.0273,0.0132,2.4405,0.0,2.0835,0.0035,0.0168,0.049,0.2083,1.5288,0.2419,0.1556,0.0151,2.3128,0.6656,0.0034,0.0705,0.0131,0.0451,0.0,0.3124,0.0,1.9028,1.9995,1.1607,1.392,0.0039,2.5,0.2678,1.2761,0.0161,1.0134,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.2,21309
Sapang Dalaga,0.0208,0.0092,0.2262,0.3254,0.1608,1.0185,2.0403,0.2085,0.0453,0.0011,2.381,2.5,2.1461,0.0073,0.0344,0.0612,0.0278,1.3368,0.0001,0.0,0.0479,2.3164,1.25,0.0063,0.2621,0.0352,0.0472,0.0,0.375,0.0,2.4872,2.4167,1.25,1.25,0.0041,2.5,0.4864,1.5067,0.1292,1.8768,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.72,19983
Sapi-An,0.0024,0.0015,0.076,0.0768,0.0423,1.75,1.7286,0.1689,0.0329,0.0042,2.1786,0.0,2.0,0.0227,0.0246,0.0272,0.0,2.1722,0.1416,0.089,0.0052,2.3574,0.6339,0.011,0.0136,0.0093,0.0512,0.0023,0.2717,0.0,1.9103,2.0,1.2829,1.2525,0.0024,2.5,0.3741,1.4998,0.0122,1.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.95,26697
Sara,0.0038,0.0033,0.1165,0.0744,0.0533,1.7188,2.0157,0.2223,0.0363,0.0168,2.05,1.9744,2.2221,0.0087,0.0389,0.0686,0.0023,1.5,0.0012,0.1754,0.003,2.21,1.7614,0.0145,0.0699,0.1512,0.0144,0.0,0.2273,0.1412,2.3846,2.4474,1.2542,1.2683,0.0033,2.5,0.3477,1.2713,0.0037,1.5002,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.19,54637
Sarangani,0.0018,0.0048,0.089,0.0008,0.039,1.3021,1.9778,0.0081,0.0295,0.0,1.9286,0.0,2.3042,0.0109,0.0438,0.026,0.0,1.2405,0.303,0.0338,0.0003,1.9537,1.0938,0.0097,0.0194,0.0343,0.0146,0.0123,0.1087,0.0,2.2857,2.4537,1.0005,1.2525,0.0,2.5,0.3474,1.5007,0.0283,1.5,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.4,24039
Sariaya,0.0303,0.0066,0.3597,0.1995,0.329,1.0625,2.175,0.3542,0.1994,0.0419,2.3214,1.9231,2.2418,0.0407,0.1602,0.3368,0.1838,2.138,0.0144,0.9128,0.0015,2.225,2.1551,0.0684,0.1741,0.2047,0.2975,0.0008,0.5922,0.1803,2.4318,2.4537,1.2625,1.2555,0.0145,2.5,0.5026,1.5464,0.0147,1.8753,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,18.07,148980
Sarrat,0.0501,0.0018,0.5073,0.3824,0.2991,1.25,2.1751,0.0689,0.2661,0.0534,2.3214,2.5,2.0292,0.112,0.0304,0.0583,0.0,1.6512,0.1047,0.1601,0.0026,2.4078,1.6358,0.0151,0.029,0.0967,0.0568,0.0,0.4348,0.0694,2.4231,2.4537,1.2582,1.2625,0.0029,2.5,0.3964,1.503,0.0541,1.8751,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.43,25212
Sasmuan,0.003,0.0013,0.1125,0.0986,0.0862,1.8519,1.8761,0.0313,0.052,0.0,2.3929,1.9984,2.2126,0.0194,0.0266,0.0405,0.0,1.6059,0.0739,0.6064,0.0001,1.9564,2.2,0.0104,0.0789,0.0305,0.049,0.0,0.338,0.0,2.4714,2.4537,1.2829,1.3222,0.0024,2.5,0.2451,1.2638,0.0131,1.7765,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.4,30243
Science City of Munoz,0.0262,0.6605,0.1884,0.3931,0.0509,1.5845,1.8496,0.2584,0.049,0.0051,2.3438,2.5,2.1609,0.0266,0.0591,0.1616,0.1464,2.123,0.0657,0.1532,0.0615,1.4024,2.4927,0.1381,0.1721,0.0893,0.2304,0.0142,0.5216,0.1213,2.498,2.4405,2.2917,2.5,0.191,2.5,0.4294,1.6597,0.0014,1.8245,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.78,84308
Sebaste,0.0032,0.0014,0.1815,0.1623,0.074,1.75,1.9585,0.0919,0.0396,0.0322,0.0,0.625,2.0,0.023,0.065,0.0396,0.1225,2.1648,0.0924,0.1383,0.0514,1.4646,1.072,0.0025,0.0391,0.0586,0.0495,0.0,0.1097,0.0694,2.3846,1.9998,1.2582,1.2799,0.0021,2.5,0.3671,1.2336,0.0104,1.5007,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.18,17907
Senator Ninoy Aquino,0.0085,0.0014,0.088,0.1382,0.0707,1.8125,2.1364,0.0709,0.0639,0.0106,2.2143,2.5,2.3535,0.0315,0.1143,0.1094,0.072,1.5,0.1786,0.3988,0.001,1.8451,1.9,0.0162,0.1151,0.1703,0.0825,0.0,0.163,0.0,2.4231,2.4074,1.2664,1.2625,0.0025,2.5,0.4986,1.3714,0.0323,1.875,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.87,46882
Sergio Osmena,0.0004,0.0019,0.0636,0.0283,0.0171,1.5086,2.1317,0.0377,0.0078,0.0,2.4,1.875,2.0,0.0006,0.0279,0.0059,0.0,1.5795,0.0168,0.096,0.0011,1.6666,2.25,0.0004,0.0431,0.0359,0.0169,0.0182,0.0909,0.0086,2.4744,2.0833,1.2667,0.0,0.0255,2.5,0.3393,1.2532,0.0135,1.8753,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.38,31942
Sevilla,0.0061,0.0063,0.1126,0.1327,0.0678,1.6393,2.0819,0.1199,0.0551,0.0818,2.2024,2.5,2.0,0.0054,0.0168,0.0423,0.0,1.5069,0.2083,0.1525,0.0149,2.2386,2.2938,0.0026,0.0234,0.0311,0.0474,0.0,0.25,0.0568,2.3077,2.4524,1.2544,1.2689,0.0035,2.5,0.2719,1.504,0.0126,1.5021,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.99,11376
Shariff Aguak,0.0012,0.0,0.0484,0.0784,0.0461,0.9063,2.0746,0.1814,0.0283,0.2086,2.2619,0.625,1.7613,0.0011,0.0178,0.0083,0.0,1.8285,0.0307,0.2748,0.0534,2.3686,1.4913,0.0085,0.005,0.0,0.0157,0.008,0.1364,0.0,2.2955,2.4737,0.0,1.2555,0.0215,2.5,0.2274,1.2511,0.0063,1.25,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.87,33982
Shariff Saydona Mustapha,0.002,0.0,0.0206,0.0185,0.0387,0.9063,2.4715,0.0053,0.0077,0.0,2.4405,2.5,1.25,0.0003,0.5282,0.1653,0.0,1.7913,0.3958,0.226,0.0598,2.5,1.125,0.137,0.0318,0.4036,0.3119,0.0,0.5357,0.0,2.5,2.4524,1.2544,0.0,0.0042,2.5,0.2258,0.75,0.0504,1.875,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.6,25080
Siasi,0.0004,0.0,0.0692,0.0001,0.031,1.8125,0.3289,0.0157,0.0,0.0,1.9286,0.0,0.0,0.0003,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,1.3334,0.0,0.0144,0.0068,0.0985,0.0,0.0007,0.0176,0.0,0.9545,0.0,1.002,0.0,0.0,0.0,0.0023,0.0004,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.94,67705
Siaton,0.0041,0.0407,0.2362,0.1688,0.0269,1.5278,2.1681,0.1261,0.0231,0.0,2.05,0.0,2.0684,0.0033,0.0353,0.0336,0.0,1.5166,0.0216,0.3315,0.0031,2.3512,2.3552,0.0041,0.0859,0.0807,0.0213,0.0012,0.1818,0.0436,2.4773,2.4474,1.004,1.0012,0.0209,2.5,0.3483,1.5067,0.0036,1.5002,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.71,77696
Siay,0.0015,0.0026,0.0768,0.0254,0.008,1.5,0.9495,0.0501,0.0052,0.0,2.2024,2.5,1.8701,0.0014,0.0124,0.0149,0.068,2.1862,0.0084,0.1475,0.0011,2.2552,1.4056,0.0053,0.0269,0.0062,0.0149,0.0023,0.1818,0.024,2.3864,2.3148,1.2667,1.2555,0.0215,1.25,0.3567,1.5005,0.0076,1.5192,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.98,40585
Siayan,0.0004,0.0027,0.0,0.0185,0.0001,1.5086,1.8955,0.0678,0.0017,0.0,2.381,1.875,1.0,0.0008,0.028,0.0104,0.0126,2.2334,0.018,0.0989,0.001,2.2522,1.963,0.0013,0.0286,0.0176,0.0189,0.0,0.0722,0.0,2.0,2.0,1.2583,1.2884,0.0215,2.5,0.0442,1.3005,0.0086,1.2515,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.54,36236
Sibagat,0.001,0.0041,0.0407,0.0408,0.0204,1.7241,2.0264,0.0631,0.0111,0.062,2.3864,2.5,2.0392,0.0023,0.0332,0.0295,0.056,1.6492,0.0096,0.1017,0.003,2.4172,0.0043,0.009,0.0212,0.0062,0.0117,0.0,0.2193,0.024,2.4318,2.037,1.2583,1.2591,0.0198,2.5,0.3795,1.5274,0.0205,1.8751,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.36,30442
Sibalom,0.0044,0.002,0.129,0.106,0.0476,1.6379,2.0411,0.1141,0.0263,0.0,2.3214,1.875,1.8695,0.0084,0.037,0.0,0.0,1.576,0.0407,0.0,0.0008,1.4961,1.2565,0.0012,0.0633,0.0824,0.0,0.0014,0.0909,0.1262,1.9394,2.4537,1.0,0.0128,0.0,2.0,0.3482,1.2488,0.0,1.875,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.6,60306
Sibonga,0.0755,0.0017,0.2602,0.2411,0.193,1.6667,2.0445,0.4164,0.1361,0.0,2.4286,2.5,2.0124,0.0766,0.0712,0.0921,0.0,1.4868,0.1601,0.6599,0.0008,2.2592,1.9063,0.008,0.0918,0.095,0.113,0.0195,0.4291,0.0909,2.3857,2.4074,1.4556,1.26,0.0018,2.5,0.4144,1.4938,0.0188,1.437,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.79,48186
Sibuco,0.001,0.3302,0.0,0.0,0.0077,1.5086,1.0256,0.0076,0.0024,0.0,1.0,0.0,0.0,0.0001,0.0021,0.0418,0.2336,1.0,0.0002,0.0,0.0,0.8333,0.0,0.0022,0.0,0.0521,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,2.0,0.0036,1.25,0.0073,1.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.52,36049
Sibulan,0.0148,0.0085,0.1399,0.1732,0.0328,1.5278,2.0062,0.146,0.0112,0.0,1.8,1.9488,2.1365,0.0119,0.047,0.0131,0.0156,1.5155,0.0132,0.0089,0.0004,2.4526,1.4008,0.071,0.0801,0.0919,0.001,0.0,0.0881,0.0631,2.3205,2.4537,1.25,1.2555,0.0215,1.25,0.3578,1.5105,0.007,1.2503,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.9,59455
Sibunag,0.0057,0.0016,0.2432,0.1761,0.133,1.75,2.1259,0.0959,0.0508,0.0074,2.4286,1.25,2.1548,0.0215,0.0435,0.0233,0.1083,1.8676,0.1108,0.3339,0.0007,0.8271,1.6926,0.0046,0.0567,0.0312,0.0467,0.0212,0.2291,0.0,2.3857,2.4537,1.2582,1.2625,0.0025,2.5,0.0679,1.5046,0.0396,1.0001,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.65,22158
Sibutad,0.0046,0.0019,0.0505,0.2533,0.1136,1.5,0.8413,0.0887,0.0505,0.0,0.0,0.0,2.0,0.003,0.0246,0.0407,0.0,1.504,0.2074,0.0,0.0132,2.1839,2.1563,0.0003,0.0309,0.1874,0.0023,0.0,0.2083,0.0,2.1346,2.4167,1.2544,1.0,0.0039,2.5,0.3737,1.486,0.0201,1.4959,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.92,17453
Sibutu,0.0124,0.0,0.3108,0.0243,0.1091,1.625,1.9599,0.1384,0.0727,0.0102,2.2619,0.625,2.1461,0.0008,0.2223,0.0551,0.0,1.5343,0.25,0.0,0.1081,0.8313,1.6924,0.0138,0.4938,0.263,0.331,0.0,0.3571,0.0,1.5,2.4048,0.0,1.2595,0.0038,1.25,0.0338,1.2897,0.068,0.625,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.53,34243
Sierra Bullones,0.0151,0.0035,0.2917,0.3029,0.0659,1.9271,2.0894,0.1437,0.0503,0.0,2.4286,1.9987,2.0959,0.0275,0.061,0.0576,0.0417,2.0,0.1108,0.901,0.0007,2.2375,2.2144,0.0014,0.1141,0.0239,0.0461,0.0027,0.4891,0.0543,2.4571,1.9998,1.0005,0.0025,0.0023,2.5,0.3864,1.5001,0.0218,1.0003,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.96,24745
Sigay,0.0015,0.002,0.0653,0.0795,0.0412,1.5741,1.8343,0.0231,0.0214,0.0,2.3264,2.5,1.7711,0.0044,0.0308,0.0125,0.0245,1.6223,0.2189,0.1753,0.0025,1.6918,1.2,0.0,0.0156,0.0404,0.0332,0.0,0.3333,0.0,0.0,2.4537,1.2544,1.3068,0.0039,2.5,0.3969,1.4838,0.1127,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.28,2737
Sigma,0.0176,0.0017,0.2432,0.1942,0.1492,1.75,2.0534,0.2515,0.118,0.0153,2.3571,1.875,2.1277,0.0397,0.0539,0.0514,0.0,1.5492,0.2182,0.8795,0.0013,2.3719,1.2649,0.0161,0.043,0.0635,0.0548,0.0,0.3485,0.0543,2.2429,2.4074,1.001,1.255,0.0025,2.5,0.3845,1.252,0.0218,1.0492,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.78,30134
